map EGL-G1-D
fac 5 10 {0,148,186,101,243}
hosp 2 {0,179}
n_ALS 6 1 {2:0,2:186,2:101}
n_BLS 15 1 {2:0,4:148,3:186,6:101}
n_CLS 8 0 {3:0,3:186,2:243}
      c_m  head  tail      c_af      c_d  c_tau  c_h
16      9    48    49  0.930149  {1,1,0}     23    1
44     15    35    36  0.542018  {0,2,0}     31    1
69     34   106   108  0.119409  {0,1,1}     22    1
51     40   155   156  0.277333  {1,1,0}     27    1
32     61   176   179  0.438572  {0,1,0}     33    1
92     76   105   117  0.767784  {1,0,0}     36    1
99     91    54    55  0.430046  {1,0,0}     36    1
24    104    32    34  0.562520  {0,1,1}     35    1
87    138   198   199  0.462147  {0,1,0}     26    0
37    139   100   111  0.279821  {0,1,0}     30    0
61    162   120   154  0.376849  {0,1,1}     23    1
71    199   204   205  0.247467  {1,1,0}     26    1
29    295     4     5  0.645535  {0,3,0}     20    0
12    302    98    99  0.425432  {0,1,0}     29    1
97    319    31    38  0.023403  {0,1,1}     31    0
13    382   123   124  0.693591  {0,1,0}     34    1
45    391   163   164  0.289891  {0,1,0}     36    1
85    416   127   138  0.043045  {1,1,0}     33    1
82    420   128   129  0.359663  {0,1,0}     35    1
0     432   231   232  0.726410  {0,3,0}     39    0
38    480   237   238  0.307985  {0,3,0}     37    0
126   497   106   108  0.966296  {0,2,0}     33    0
48    500   104   105  0.215273  {0,2,0}     39    0
36    501   229   230  0.271010  {1,0,0}     23    1
25    528    45    46  0.687937  {0,2,0}     27    0
90    539   215   216  0.699935  {1,1,0}     40    1
79    547   219   220  0.199749  {0,2,0}     40    1
62    547   160   164  0.567916  {1,1,0}     30    0
21    550    81    84  0.077199  {0,1,0}     35    0
49    557   222   225  0.610975  {0,1,0}     22    1
5     564    65    66  0.261864  {0,1,0}     36    1
43    586   231   236  0.094947  {0,1,0}     32    0
64    599    36    38  0.499241  {1,0,0}     24    1
119   602    85    86  0.917462  {0,2,0}     35    0
111   607   204   205  0.001627  {1,1,0}     30    1
10    617    83    84  0.870346  {0,3,0}     37    1
110   619   246   248  0.241785  {0,3,0}     27    1
81    620   226   227  0.631547  {1,0,0}     30    1
72    624   104   105  0.312040  {1,1,0}     26    1
56    625     7    30  0.987810  {0,2,0}     32    0
122   626    96    97  0.700868  {0,3,0}     27    1
121   632   151   152  0.170786  {0,2,0}     35    1
52    645   103   104  0.669379  {0,1,0}     36    1
67    648    50    51  0.526143  {0,2,0}     36    1
1     668   232   234  0.800027  {1,1,0}     30    1
39    677    24    26  0.052731  {0,0,1}     33    1
4     679   160   163  0.138093  {0,3,0}     21    1
68    679   100   111  0.208644  {0,1,1}     30    1
33    687   204   209  0.833966  {0,2,0}     31    1
31    691   134   135  0.519307  {0,2,0}     34    1
41    699    11    42  0.326585  {0,1,0}     34    0
9     702   199   201  0.602012  {1,1,0}     35    1
75    705   176   180  0.537256  {0,2,0}     34    1
8     708   213   216  0.154238  {1,1,0}     38    1
40    710    59    60  0.495244  {0,1,1}     37    1
30    716   115   122  0.254408  {0,2,0}     21    0
14    725   195   196  0.901361  {1,1,0}     40    1
66    733   242   245  0.311302  {0,2,0}     32    1
6     735    65    66  0.052219  {0,2,0}     23    1
115   736   127   138  0.524831  {0,1,0}     35    1
59    737   185   186  0.760702  {1,0,0}     34    1
19    755   119   169  0.932452  {1,1,0}     36    1
93    757   122   123  0.434430  {0,2,0}     39    1
57    758   120   154  0.829712  {0,2,0}     26    1
106   762    28    29  0.818061  {0,1,0}     36    1
124   764    97   126  0.676330  {0,1,0}     36    1
80    765    62    63  0.140931  {0,1,0}     23    1
47    775    53    54  0.650778  {0,2,0}     30    1
101   791   116   118  0.452848  {0,1,0}     27    1
53    796   124   151  0.983425  {0,3,0}     36    1
105   798   115   122  0.592352  {0,1,1}     26    0
120   805   207   208  0.310481  {1,1,0}     40    1
35    825    80    81  0.383534  {0,3,0}     24    1
26    830    40    41  0.467526  {1,0,0}     37    1
86    837    45    64  0.625001  {0,0,1}     25    1
46    839    62    63  0.981875  {1,0,0}     25    1
88    870   180   181  0.567121  {1,0,0}     30    1
78    880   173   181  0.349633  {0,2,0}     23    0
118   889    72    73  0.953471  {0,2,0}     34    0
54    913    59    60  0.640754  {1,1,0}     30    1
28    916   144   147  0.667618  {0,1,0}     37    0
107   922    97   126  0.302046  {1,0,0}     27    1
20    927   145   146  0.259926  {0,2,0}     26    0
18    929   156   162  0.823446  {0,2,0}     36    1
116   945   225   248  0.446341  {0,3,0}     22    1
63    948   227   228  0.669876  {0,0,1}     34    0
