map EGL-G2-D
fac 5 10 {0,154,108,166,172}
hosp 1 {0}
n_ALS 9 1 {4:154,3:166,2:172}
n_BLS 15 1 {2:0,2:154,5:108,2:166,4:172}
n_CLS 5 0 {1:0,2:108,1:166,1:172}
      c_m  head  tail      c_af      c_d  c_tau  c_h
118     4    74    76  0.366196  {0,1,0}     30    1
64      6    24    26  0.804514  {1,1,0}     36    0
30      7    69    70  0.350245  {0,1,0}     28    0
44     35   104   114  0.222172  {0,2,0}     25    1
127   112   132   133  0.956688  {1,0,0}     34    1
110   118    82    85  0.823539  {0,2,0}     35    1
25    118    28    29  0.212262  {1,3,0}     26    1
115   133   222   223  0.994246  {0,1,0}     32    0
21    159    24    26  0.374836  {1,0,0}     34    1
27    194   202   209  0.487599  {0,1,0}     40    0
34    259    48    49  0.386900  {0,3,0}     31    1
96    286     4    22  0.523167  {0,0,1}     34    1
102   297   140   142  0.440687  {0,0,1}     24    1
104   315    30    33  0.666239  {0,3,0}     21    1
14    334   213   215  0.752460  {0,1,1}     27    1
41    345   147   148  0.621125  {0,2,0}     20    1
116   351    14    15  0.625448  {0,1,0}     38    0
75    355   143   145  0.377644  {0,1,0}     33    1
82    358    99   131  0.466517  {1,1,0}     38    1
0     360    18    19  0.216962  {1,1,0}     24    1
11    378     8     9  0.350854  {0,0,1}     22    1
121   391   132   133  0.055172  {0,3,0}     27    0
37    394   164   165  0.182655  {0,3,0}     33    1
9     412   181   182  0.226817  {0,1,0}     27    1
92    413   250   251  0.400219  {0,1,1}     23    1
20    419    96    98  0.217943  {1,0,0}     28    1
42    484   117   119  0.875655  {1,1,0}     30    1
31    495   105   106  0.533232  {0,1,1}     24    1
119   505    19    25  0.657115  {0,2,0}     33    1
78    511   130   131  0.476659  {0,1,0}     23    0
51    513    48    57  0.580892  {1,1,0}     29    1
32    521   239   244  0.563553  {0,1,1}     23    1
112   535    32    33  0.011662  {0,3,0}     24    1
97    546    86    87  0.640109  {0,2,0}     37    1
23    553    36    39  0.833160  {0,2,0}     33    0
47    563   196   197  0.136619  {0,1,0}     29    1
17    572    11    42  0.172484  {0,3,0}     22    1
90    581    82    83  0.929773  {0,3,0}     28    1
4     588   133   135  0.121349  {1,0,0}     23    1
7     591   112   113  0.735327  {1,0,0}     33    1
67    591    67    69  0.191892  {0,2,0}     32    0
72    592   252   253  0.796137  {0,2,0}     20    0
49    613     8     9  0.360607  {0,1,0}     34    1
86    616    66    67  0.588769  {0,2,0}     36    0
19    622   213   214  0.899070  {0,1,0}     25    1
52    644   195   248  0.161506  {1,0,0}     21    1
91    651     8    33  0.767015  {0,2,0}     27    1
103   664    56    57  0.640202  {0,3,0}     37    1
16    665    31    32  0.486559  {0,1,0}     21    0
77    678   216   218  0.814456  {0,1,0}     32    0
88    706   253   254  0.114607  {0,2,0}     38    0
26    709    29    30  0.643807  {1,1,0}     26    1
89    732   180   181  0.876163  {0,0,1}     21    0
10    735   129   138  0.253328  {1,0,0}     37    1
124   752   113   114  0.458501  {0,3,0}     20    0
126   785   113   114  0.431080  {0,2,0}     30    1
105   793   163   168  0.819313  {0,2,0}     34    1
65    795    90    91  0.142363  {0,1,1}     32    0
48    803     7     8  0.433019  {0,2,0}     35    0
29    806   135   147  0.164332  {0,1,0}     39    0
66    818    32    33  0.840995  {0,3,0}     26    0
95    819   185   186  0.386331  {0,1,0}     20    0
109   820   240   241  0.416954  {0,2,0}     36    1
99    827   233   235  0.132070  {1,1,0}     22    1
43    834    87    88  0.105301  {0,1,1}     39    1
83    839   122   123  0.840450  {1,0,0}     31    1
123   860   181   182  0.566956  {1,1,0}     36    1
107   865    63    64  0.735740  {1,0,0}     29    1
3     866   212   213  0.064098  {1,0,0}     21    1
74    875    78    82  0.355328  {0,2,0}     21    1
60    885     5    23  0.988792  {1,0,0}     34    1
12    886   145   146  0.609649  {0,1,0}     32    0
59    898   102   103  0.534367  {0,1,0}     25    1
120   904   152   155  0.029432  {0,1,0}     36    1
80    909   180   181  0.061883  {0,2,0}     26    0
1     911    86    87  0.925685  {0,2,0}     28    1
2     916    50    52  0.733580  {1,1,0}     33    1
6     923     2     3  0.656611  {1,0,0}     22    1
58    929   219   220  0.368927  {0,1,0}     29    1
100   931    45    64  0.680893  {0,2,0}     29    0
57    935    70    71  0.067376  {0,0,1}     34    0
73    947   107   108  0.834818  {0,0,1}     31    1
55    959    49    56  0.819310  {0,3,0}     32    1
53    970   158   160  0.533068  {1,0,0}     32    1
84    976    89    90  0.722443  {0,3,0}     26    1
79    995   181   182  0.254043  {0,1,0}     28    1
117  1003    89    90  0.295866  {1,0,0}     25    1
56   1007    29    31  0.091551  {0,1,0}     21    0
125  1007   145   148  0.353127  {1,1,0}     22    1
108  1013    49    56  0.371895  {0,1,0}     21    1
8    1022   101   112  0.511300  {0,2,0}     28    1
122  1037   121   155  0.060084  {0,2,0}     30    1
33   1058   220   221  0.013686  {0,1,0}     25    1
28   1059   226   251  0.536496  {1,0,0}     20    1
85   1061     7    30  0.524219  {0,2,0}     23    0
94   1062     7     8  0.999537  {1,0,0}     31    1
