map EGL-G2-A
fac 5 10 {0,41,165,66,147}
hosp 2 {0,179}
n_ALS 5 1 {3:0,1:41,1:165}
n_BLS 15 1 {4:0,2:41,1:165,4:66,4:147}
n_CLS 7 0 {2:0,1:41,3:165,1:147}
      c_m  head  tail      c_af      c_d  c_tau  c_h
116    10    39    40  0.881285  {0,1,0}     34    0
84     33   101   112  0.453235  {0,1,0}     36    1
44     38   128   139  0.349337  {0,2,0}     29    0
42     75   133   135  0.988804  {0,2,0}     28    1
114    83   125   126  0.116759  {0,1,1}     23    1
65    105   176   177  0.837638  {0,1,0}     25    1
78    132   239   244  0.910219  {0,2,0}     25    0
115   151    95    99  0.490412  {1,1,0}     31    1
21    197   206   207  0.544088  {0,1,0}     32    1
39    224   244   245  0.377635  {0,3,0}     24    0
28    244    71    73  0.762175  {0,1,0}     26    1
53    246    34    41  0.092706  {0,3,0}     23    0
54    280   193   194  0.851513  {1,0,0}     20    1
79    285   129   130  0.246050  {0,3,0}     26    0
97    304   205   207  0.609251  {0,2,0}     22    0
120   324   235   236  0.556717  {1,0,0}     21    1
58    345    84    85  0.986255  {0,0,1}     22    1
86    373    38    40  0.291565  {0,3,0}     34    0
16    387   202   203  0.482329  {0,1,0}     32    1
20    407    61    65  0.417447  {1,0,0}     24    1
121   460   141   150  0.780378  {0,2,0}     30    0
59    468    67    68  0.196660  {0,1,0}     38    0
111   470    10    11  0.712886  {1,1,0}     29    1
27    474   181   182  0.781858  {1,0,0}     22    1
18    485   225   228  0.069470  {1,1,0}     26    1
67    498    19    25  0.649388  {0,3,0}     31    0
34    508    18    19  0.443483  {1,0,0}     21    1
124   516    49    56  0.329681  {0,2,0}     22    0
0     531    47    64  0.932665  {0,3,0}     40    1
5     550    23   171  0.599988  {0,1,0}     27    1
68    556   200   201  0.321564  {0,2,0}     22    0
106   565   109   110  0.053698  {1,1,0}     26    1
100   575   185   187  0.033249  {0,1,0}     26    0
3     586    28    29  0.584720  {1,1,0}     26    1
4     597   249   252  0.074746  {1,1,0}     35    1
19    607   154   157  0.837301  {1,0,0}     39    1
81    619    49    56  0.412511  {0,1,0}     39    1
69    621   164   165  0.066968  {0,1,0}     40    0
72    625    59    60  0.128248  {1,0,0}     37    1
8     628   121   122  0.918040  {1,1,0}     39    1
7     629   193   246  0.182050  {1,1,0}     31    0
40    631   117   119  0.039578  {0,2,0}     25    1
94    636   156   157  0.164702  {1,0,0}     39    1
37    670    70    71  0.734532  {0,3,0}     20    1
46    674   212   213  0.862621  {1,0,0}     32    1
32    676    31    38  0.900635  {0,1,0}     22    1
23    688    67    69  0.468037  {1,0,0}     27    1
9     697   184   188  0.434681  {0,3,0}     28    1
73    711    15    17  0.148000  {0,1,0}     21    1
103   718    80    81  0.918042  {0,1,1}     38    1
91    720   190   192  0.295231  {1,0,0}     37    1
96    722   151   152  0.412327  {1,0,0}     36    1
127   731    95    96  0.705101  {0,3,0}     23    0
88    737   148   149  0.218195  {0,2,0}     30    1
119   750   205   207  0.486863  {0,3,0}     40    1
15    756   106   118  0.122410  {0,1,0}     40    1
25    770    32    33  0.602748  {1,0,0}     39    1
52    778    83    84  0.739937  {1,1,0}     21    1
70    778   116   123  0.398404  {0,2,0}     35    0
122   788    72    73  0.460750  {1,0,0}     37    1
98    793    95    99  0.632320  {0,1,0}     20    1
123   795   235   236  0.409628  {0,2,0}     37    1
104   806   167   168  0.182200  {0,1,0}     26    0
125   817   175   176  0.369721  {0,1,0}     24    0
110   823    30    33  0.845386  {0,2,0}     34    0
24    828   179   180  0.868798  {0,2,0}     33    1
22    830   192   193  0.649709  {0,2,0}     23    1
90    833    39    52  0.181080  {0,2,0}     27    0
95    838     9    10  0.174257  {0,1,1}     21    0
85    842    85   101  0.166293  {1,0,0}     29    1
33    851   186   188  0.411579  {0,2,0}     20    1
49    857   120   162  0.519681  {0,2,0}     28    1
29    867   142   143  0.692825  {0,2,0}     38    1
31    871   130   131  0.284581  {0,3,0}     27    0
118   877   227   233  0.642735  {0,2,0}     25    1
92    912   205   208  0.398976  {0,1,1}     34    0
102   913   140   141  0.725167  {0,2,0}     23    1
77    934    99   132  0.252066  {1,1,0}     38    1
101   935    24    26  0.079607  {0,0,1}     21    0
12    935   239   243  0.020164  {0,3,0}     29    1
89    942   116   117  0.527226  {1,1,0}     38    1
50    946   132   133  0.835124  {1,0,0}     25    1
63    953   227   231  0.955693  {1,1,0}     23    1
14    958   106   108  0.830048  {0,2,0}     22    1
1     967    85   101  0.480070  {0,1,0}     39    0
99    973   188   189  0.456862  {0,1,1}     25    0
66    976    91    96  0.903448  {0,1,0}     28    1
47    980    68    69  0.499995  {0,1,0}     37    1
2     997    63    64  0.271011  {0,2,0}     35    1
10    998    45    64  0.484001  {1,0,0}     20    1
113  1003    66    93  0.889963  {0,1,0}     31    1
13   1031   113   114  0.218113  {0,1,0}     39    1
83   1033    84    85  0.344293  {0,3,0}     21    0
64   1047   244   245  0.559182  {0,3,0}     35    0
38   1053    23   171  0.154682  {0,1,0}     28    1
76   1073    23   171  0.111208  {1,2,0}     40    1
57   1092   218   250  0.348991  {0,3,0}     30    1
35   1109    66    92  0.215860  {0,2,0}     29    1
74   1115    10    41  0.393859  {1,0,0}     33    1
108  1128   121   122  0.539767  {0,1,0}     31    0
26   1141   157   163  0.673032  {1,1,0}     21    1
17   1144   167   168  0.963940  {0,2,0}     35    1
11   1151    41    51  0.587844  {0,1,0}     29    0
71   1161    30    33  0.794494  {0,1,1}     26    1
75   1170   104   114  0.874397  {0,1,1}     32    0
61   1172    73    74  0.085587  {1,1,0}     38    1
112  1189   133   135  0.293891  {1,0,0}     24    1
43   1189   153   154  0.738986  {0,1,0}     27    1
93   1201   106   118  0.338088  {1,0,0}     38    1
30   1204    43    45  0.205591  {0,2,0}     29    1
55   1218   112   113  0.799868  {0,2,0}     40    1
105  1221    39    52  0.804952  {0,3,0}     33    1
60   1230   143   144  0.866516  {0,2,0}     30    1
48   1230   250   251  0.331310  {0,1,0}     28    1
87   1236    59    60  0.316054  {1,0,0}     39    1
126  1239   202   209  0.345408  {0,1,0}     25    1
80   1241    46    47  0.747521  {1,1,0}     36    1
36   1251   154   157  0.256149  {1,1,0}     28    1
62   1279   244   245  0.876496  {0,1,0}     34    1
117  1290   220   221  0.979485  {1,0,0}     21    1
56   1294   212   213  0.589096  {0,2,0}     34    1
45   1297   102   103  0.081402  {0,2,0}     21    0
82   1298   194   242  0.879981  {0,1,0}     25    1
41   1312   197   200  0.944201  {0,1,0}     29    1
6    1340   239   240  0.764043  {0,2,0}     40    1
51   1360     1    12  0.464266  {0,1,0}     29    0
109  1394   204   206  0.920273  {0,1,0}     26    1
107  1419    80    81  0.207058  {0,3,0}     29    1
