map EGL-G1-C
fac 5 10 {0,107,81,123,79}
hosp 2 {0,101}
n_ALS 8 1 {3:0,3:107,2:123}
n_BLS 17 1 {3:0,2:107,5:81,4:123,3:79}
n_CLS 5 0 {1:0,1:107,2:81,1:123}
      c_m  head  tail      c_af      c_d  c_tau  c_h
99     10   203   210  0.446010  {1,0,0}     39    1
113    29   165   166  0.735751  {0,3,0}     27    1
36     65    32    33  0.851107  {1,1,0}     24    1
78     80    62    63  0.371581  {1,1,0}     27    1
27     85    46    47  0.421594  {1,1,0}     30    1
118   132    77    78  0.012400  {0,2,0}     32    1
64    149    81    84  0.662044  {0,2,0}     26    1
101   158    58    59  0.841969  {1,1,0}     28    1
110   246   177   184  0.696681  {0,2,0}     32    1
92    322   195   196  0.639494  {0,3,0}     34    0
111   384   244   248  0.490835  {0,3,0}     40    1
57    387   185   192  0.482077  {1,0,0}     20    1
37    427    81    84  0.471467  {0,3,0}     31    1
120   437    71    72  0.807306  {0,1,0}     26    0
60    475     7    30  0.568503  {0,1,0}     33    1
74    489    63    64  0.467465  {0,1,1}     31    0
51    494   226   227  0.968707  {0,2,0}     32    1
71    498    32    34  0.656174  {0,1,0}     20    1
123   499   157   159  0.959949  {0,1,0}     40    1
54    499   237   238  0.735170  {0,1,0}     23    0
72    505   106   108  0.237982  {1,1,0}     24    1
11    509   238   239  0.130750  {0,2,0}     37    0
5     517    83    84  0.874329  {0,2,0}     26    1
28    530   189   241  0.422817  {0,2,0}     39    1
114   549   246   247  0.281327  {0,3,0}     23    1
109   556    23   170  0.313514  {0,2,0}     36    1
47    561    54    58  0.878448  {0,2,0}     35    0
80    566    90    91  0.441714  {0,0,1}     20    1
76    567     5     6  0.111950  {0,2,0}     27    0
103   578   151   154  0.715640  {0,3,0}     39    0
58    592   234   236  0.155069  {0,3,0}     35    1
15    598    83    84  0.936932  {0,2,0}     40    1
41    611   106   108  0.875678  {0,2,0}     32    1
126   614   135   145  0.152146  {0,2,0}     33    1
115   623   129   130  0.560368  {1,3,0}     24    1
70    625   222   223  0.331408  {1,0,0}     23    1
89    625   228   229  0.827605  {0,2,0}     38    1
33    629    24    26  0.578624  {0,1,0}     30    1
124   638    30    33  0.642395  {0,1,0}     32    0
65    643   216   217  0.368679  {1,0,0}     39    1
102   643   107   108  0.715971  {0,3,0}     21    1
116   645    23   149  0.381032  {0,3,0}     34    0
23    656   142   144  0.741384  {0,1,0}     33    1
67    660     0     1  0.107110  {1,0,0}     27    1
98    661   174   175  0.418893  {0,3,0}     24    0
42    662    23   229  0.569175  {0,0,1}     24    1
55    662    68    69  0.540041  {0,3,0}     37    0
21    667   116   118  0.766269  {0,1,1}     30    1
87    686   225   248  0.532009  {0,1,0}     29    0
52    712    39    40  0.274277  {0,0,1}     33    0
24    716   207   209  0.401550  {0,1,0}     36    0
22    718   212   243  0.438039  {0,1,1}     22    1
8     733    88    89  0.658394  {0,3,0}     38    1
30    738    92    93  0.076134  {0,1,0}     39    1
75    753    49    56  0.969555  {0,1,0}     40    0
63    762   193   194  0.484936  {0,3,0}     30    0
95    763   116   118  0.712329  {0,1,0}     30    0
10    779   102   103  0.680121  {0,1,0}     26    0
79    779     8    33  0.224052  {0,2,0}     34    1
48    783   226   231  0.905915  {1,1,0}     23    1
32    789    94    95  0.285387  {1,0,0}     37    1
62    792     1    12  0.022565  {0,3,0}     35    1
93    801    93    94  0.761856  {0,3,0}     20    0
90    818    59    71  0.029518  {1,2,0}     31    1
38    820   213   216  0.088017  {1,0,0}     34    1
44    823    77    81  0.642066  {0,1,0}     33    0
19    830    89    90  0.378892  {0,1,0}     38    1
84    836    40    41  0.109930  {0,2,0}     21    1
40    856    47    64  0.540582  {0,2,0}     36    1
46    859   225   226  0.617908  {0,3,0}     30    1
18    863    16    17  0.794518  {0,3,0}     33    0
12    864     1     2  0.226711  {1,1,0}     38    1
43    885    54    58  0.942641  {1,3,0}     27    1
0     897     7     8  0.955266  {0,1,0}     24    1
112   898   184   185  0.393004  {0,1,1}     24    0
1     900    70    71  0.831063  {0,0,1}     27    0
29    916   103   113  0.571943  {0,3,0}     32    1
81    920   193   194  0.101666  {0,1,0}     29    1
83    923   136   137  0.286203  {0,2,0}     29    0
2     936   108   109  0.713181  {1,1,0}     28    1
127   939    23    86  0.296163  {1,0,0}     23    1
104   940    81    84  0.321872  {1,1,0}     27    1
96    941    73    74  0.331576  {0,1,1}     39    1
9     942    47    48  0.395646  {0,1,0}     30    1
77    944    80    88  0.763000  {0,2,0}     24    1
35    950    96   111  0.324989  {1,1,0}     30    1
31    951    83    84  0.789017  {1,0,0}     35    1
4     953    18    20  0.541420  {0,3,0}     34    1
17    962   114   115  0.598414  {0,3,0}     33    0
53    970   244   249  0.036169  {1,0,0}     32    1
82    983    59    60  0.749334  {1,0,0}     37    1
39    990     8     9  0.591147  {0,3,0}     37    1
6     997    24    26  0.028881  {1,0,0}     28    0
73    999    50    52  0.193928  {1,0,0}     21    1
106  1006     0     1  0.124994  {0,1,0}     40    1
59   1009   142   143  0.727382  {0,2,0}     32    0
56   1011   207   208  0.841274  {1,0,0}     31    1
66   1018    95    97  0.540750  {0,1,1}     32    1
125  1019    49    56  0.015142  {0,2,0}     33    1
7    1021    32    33  0.965349  {0,2,0}     38    1
13   1036   204   205  0.678229  {0,1,0}     23    1
61   1037   120   121  0.320160  {0,3,0}     39    1
49   1044   174   176  0.911505  {0,1,0}     38    1
69   1047     3    15  0.462718  {0,3,0}     27    0
45   1080   102   110  0.017494  {0,1,1}     30    1
34   1095   130   131  0.725421  {0,1,0}     36    1
121  1104   127   128  0.089993  {1,1,0}     23    1
3    1118   106   107  0.790073  {0,3,0}     27    0
108  1123   237   240  0.705106  {0,1,0}     36    1
88   1127   232   233  0.975978  {0,2,0}     22    0
16   1144    25    26  0.582868  {1,1,0}     20    1
26   1160    79    80  0.457893  {1,1,0}     24    1
107  1160   176   179  0.391916  {0,1,0}     36    0
94   1170   234   235  0.479355  {0,1,0}     36    0
91   1171    82    83  0.666161  {0,2,0}     23    1
97   1200   228   230  0.677900  {1,0,0}     32    1
119  1209    28    29  0.919434  {0,0,1}     39    0
