map EGL-G2-E
fac 5 10 {0,249,130,155,229}
hosp 2 {0,120}
n_ALS 5 1 {1:0,1:249,1:155,2:229}
n_BLS 17 1 {4:0,4:130,5:155,4:229}
n_CLS 7 0 {2:0,3:249,2:229}
      c_m  head  tail      c_af      c_d  c_tau  c_h
91      0   174   183  0.535145  {0,3,0}     37    1
86     13   107   108  0.919328  {0,1,1}     35    1
92     42    31    38  0.844669  {0,3,0}     36    1
107    48   239   244  0.656291  {0,3,0}     38    0
125    64   130   131  0.467089  {0,2,0}     26    0
19    194   106   108  0.135868  {0,2,0}     25    1
93    203   205   207  0.582819  {1,0,0}     36    1
22    208   201   203  0.744627  {0,1,0}     22    1
97    231     3    23  0.499079  {0,1,0}     32    1
26    252   250   251  0.002005  {0,1,0}     25    1
11    255   221   222  0.085365  {1,2,0}     40    0
61    311   115   116  0.784238  {0,1,0}     26    1
121   327   128   129  0.821635  {1,0,0}     32    1
12    419    66    92  0.706244  {0,2,0}     23    1
65    425   178   185  0.798247  {1,1,0}     22    1
101   425   140   142  0.297595  {1,0,0}     26    1
30    427    71    73  0.522994  {1,1,0}     36    1
109   431   116   117  0.529641  {0,3,0}     29    1
25    447    97   112  0.798950  {0,2,0}     20    0
55    459    32    34  0.884806  {0,1,0}     21    1
46    489   158   159  0.732667  {0,1,0}     32    0
28    504    17    19  0.028521  {0,1,1}     32    1
84    512   226   251  0.293906  {0,1,0}     29    1
20    518    47    64  0.513655  {0,3,0}     30    0
7     535   177   180  0.437082  {0,1,0}     28    0
98    536   133   135  0.100365  {0,1,0}     32    1
43    553   188   189  0.902828  {0,1,1}     32    0
49    559    66    67  0.962715  {0,1,0}     37    1
23    563   135   136  0.061091  {1,0,0}     38    1
95    566    97    98  0.387803  {1,1,0}     26    1
13    578   233   234  0.298394  {0,3,0}     24    0
66    579    82    85  0.352281  {1,1,0}     29    1
116   592   244   253  0.601801  {0,1,1}     20    1
45    593    94    95  0.870771  {0,2,0}     26    1
21    612    41    51  0.860669  {0,0,1}     27    0
60    622   243   245  0.146726  {0,2,0}     33    0
36    623    79    80  0.739237  {1,0,0}     21    1
120   623   157   161  0.008616  {0,1,0}     25    1
64    630   113   114  0.798356  {0,1,0}     38    1
71    637    45    64  0.796025  {1,0,0}     27    1
103   650   113   114  0.823439  {1,0,0}     34    1
42    651     0     1  0.480045  {0,3,0}     36    1
48    652   231   232  0.750535  {0,3,0}     29    1
57    664    29    30  0.004699  {0,0,1}     40    1
127   665   236   238  0.218350  {1,1,0}     23    1
3     674   139   140  0.145024  {0,1,0}     35    1
68    674   236   238  0.305472  {0,2,0}     26    0
83    684     9    10  0.448529  {0,1,0}     36    0
59    684    49    56  0.551521  {0,1,0}     22    0
56    698   176   177  0.986596  {0,1,1}     31    1
5     707    82    85  0.826387  {0,3,0}     31    1
85    711    36    39  0.456809  {0,1,0}     29    0
0     718    54    55  0.394713  {0,2,0}     20    1
47    719   179   180  0.382272  {0,3,0}     34    1
124   724    67    68  0.471222  {0,1,0}     26    1
117   739   190   192  0.597773  {0,1,1}     39    1
32    742    43    45  0.937816  {1,0,0}     25    1
39    742   243   245  0.279690  {0,2,0}     40    1
29    751    82    83  0.437965  {0,1,0}     25    0
2     751   152   153  0.326430  {0,1,0}     30    1
75    762    83    84  0.071218  {0,1,0}     37    1
53    768   247   248  0.940030  {1,1,0}     30    1
67    771    81    89  0.724335  {0,0,1}     33    1
70    786   235   236  0.787721  {0,1,1}     21    1
51    787   116   123  0.708060  {0,2,0}     30    1
38    794    27    30  0.218640  {0,2,0}     36    1
104   796    58    59  0.656602  {0,2,0}     31    1
105   802    47    48  0.824223  {1,1,0}     37    1
34    809   138   139  0.749929  {0,1,0}     39    0
88    812    59    72  0.321509  {1,1,0}     35    1
112   837   245   246  0.169807  {0,2,0}     24    1
113   842   159   160  0.141710  {0,2,0}     34    1
16    846    89    90  0.793799  {0,2,0}     27    1
106   855   140   141  0.497212  {0,1,0}     23    1
24    859    50    51  0.663818  {0,3,0}     26    1
54    864   219   220  0.498128  {1,1,0}     21    1
