map EGL-G2-C
fac 5 10 {0,251,174,246,172}
hosp 3 {0,84,40}
n_ALS 10 1 {3:0,2:251,2:174,2:246,1:172}
n_BLS 16 1 {5:0,5:251,2:174,1:246,3:172}
n_CLS 9 0 {3:174,4:246,2:172}
      c_m  head  tail      c_af      c_d  c_tau  c_h
84     64   147   148  0.518918  {1,1,0}     37    1
100    85   170   171  0.767833  {1,1,0}     27    0
76    108   102   111  0.913104  {0,2,0}     22    0
112   123   223   224  0.815144  {0,1,1}     28    1
97    146   151   152  0.880468  {0,3,0}     20    0
31    150    79    80  0.882454  {0,2,0}     24    1
89    194   154   158  0.985869  {0,1,0}     35    1
117   202   209   216  0.646763  {1,0,0}     33    1
20    212    20    21  0.795779  {0,2,0}     26    1
56    222    30    33  0.094928  {0,1,0}     35    1
54    237   120   170  0.004380  {0,3,0}     29    1
15    248   251   252  0.604455  {1,0,0}     26    1
66    302   227   233  0.697224  {0,2,0}     33    1
118   306   174   189  0.918427  {0,2,0}     22    0
29    321     6     7  0.274354  {0,1,0}     36    1
25    359    79    80  0.359546  {0,2,0}     39    1
87    364   246   247  0.365761  {0,2,0}     36    0
107   373    62    63  0.328661  {0,1,0}     25    0
101   420   226   227  0.447782  {1,2,0}     38    1
14    431    71    72  0.347476  {0,1,0}     23    1
18    438     9    10  0.654127  {0,3,0}     32    1
120   439    32    33  0.613030  {0,2,0}     20    0
69    441    43    46  0.624162  {0,2,0}     22    1
63    451   111   114  0.617303  {0,1,0}     33    1
64    459    60    68  0.784089  {0,0,1}     37    0
127   465    69    70  0.040694  {1,1,0}     39    1
41    467   225   228  0.037696  {0,2,0}     30    0
33    470   252   253  0.617557  {0,1,0}     20    0
95    520   178   179  0.403989  {0,1,0}     25    1
4     522   112   113  0.619667  {1,1,0}     24    1
77    528    45    64  0.839769  {1,0,0}     31    1
58    530    66    93  0.192915  {1,1,0}     36    1
85    545     5    23  0.276526  {0,3,0}     26    1
98    554    39    73  0.866406  {0,1,0}     27    1
123   555   213   215  0.082842  {0,1,1}     22    1
109   561   158   160  0.165719  {0,1,0}     28    0
24    593     5    23  0.498635  {1,1,0}     23    1
75    596   202   209  0.762720  {1,0,0}     40    1
91    604   228   230  0.320131  {0,1,0}     39    1
40    628    97   112  0.559212  {1,1,0}     31    1
124   638    43    44  0.638596  {1,1,0}     22    1
78    645   166   167  0.752018  {0,3,0}     30    0
79    648   195   196  0.362775  {1,0,0}     30    0
35    650   131   132  0.327679  {1,0,0}     34    1
80    663   204   205  0.418322  {0,2,0}     34    1
67    666    95    99  0.632416  {0,1,0}     37    1
104   668    43    45  0.062984  {0,2,0}     40    0
44    689   190   191  0.701465  {0,3,0}     20    1
71    695   226   227  0.653169  {1,0,0}     26    1
81    697   245   246  0.073518  {0,1,0}     37    1
38    698   147   148  0.531261  {0,1,1}     40    1
34    706     0     1  0.059698  {0,1,0}     35    1
17    714   209   216  0.609354  {0,3,0}     28    1
125   725   179   180  0.132090  {0,3,0}     30    0
42    731    99   132  0.604058  {0,0,1}     37    1
16    733   191   195  0.222411  {0,0,1}     24    1
30    747   233   254  0.364778  {0,1,0}     31    1
60    776   177   181  0.483728  {0,1,1}     24    1
83    792   240   241  0.397045  {0,3,0}     36    1
12    801   153   154  0.248672  {1,0,0}     35    1
119   814   223   224  0.496729  {1,0,0}     36    1
106   816   129   130  0.356588  {0,1,0}     20    1
126   833   132   133  0.401316  {1,1,0}     33    1
116   837   199   200  0.021019  {0,1,1}     23    0
110   850   203   204  0.523134  {0,2,0}     26    1
111   861   215   221  0.478349  {1,0,0}     26    1
57    865   135   147  0.126775  {0,2,0}     30    1
37    868    83    84  0.158028  {1,1,0}     33    1
5     877   218   225  0.737337  {1,0,0}     32    1
108   882   116   117  0.056595  {0,1,0}     26    0
68    886   250   251  0.325344  {0,2,0}     30    1
27    891     2     3  0.003275  {0,1,1}     27    0
23    891     4    22  0.489942  {0,1,0}     22    1
3     906   159   160  0.332096  {0,1,0}     26    1
45    908    95    99  0.842424  {0,2,0}     33    0
70    908    47    64  0.215716  {0,2,0}     25    0
72    909    95    99  0.795583  {0,1,0}     34    1
115   911   228   230  0.117580  {0,1,0}     22    0
7     915   170   171  0.167655  {1,1,0}     34    1
21    921   223   224  0.366424  {0,1,0}     31    1
96    928    49    50  0.269674  {0,2,0}     25    1
46    931    41    51  0.931401  {0,1,0}     20    1
86    931   246   247  0.778336  {0,1,0}     30    1
49    941     5    23  0.494617  {1,3,0}     29    1
6     947   116   117  0.394772  {1,1,0}     31    1
9     956   139   140  0.979110  {0,2,0}     20    1
65    960    10    11  0.189574  {0,3,0}     35    1
82    975    65    66  0.284771  {0,0,1}     34    1
48    981    21    35  0.211485  {0,2,0}     20    1
28    982   234   239  0.431310  {0,2,0}     33    1
10    985   244   253  0.274422  {0,2,0}     38    0
53    990   152   155  0.276687  {1,0,0}     36    1
52    994   121   122  0.150296  {1,0,0}     38    1
1    1004   190   191  0.993950  {0,3,0}     29    0
2    1009    12    16  0.721406  {1,0,0}     29    1
26   1023     3    23  0.366912  {0,1,0}     31    1
50   1026   235   236  0.273272  {0,2,0}     28    1
11   1037    78    79  0.284590  {0,2,0}     26    1
90   1055   192   194  0.698612  {0,2,0}     22    1
88   1071    51    52  0.225851  {0,1,0}     21    0
8    1084   189   190  0.704469  {0,1,1}     24    1
121  1099   159   160  0.098216  {0,2,0}     37    1
99   1123   250   251  0.404651  {0,1,0}     34    1
114  1136    17    22  0.571394  {0,1,0}     31    1
43   1155   213   214  0.955093  {1,1,0}     35    1
0    1162    84    86  0.319955  {1,1,0}     33    1
93   1169   228   229  0.531198  {0,1,1}     26    1
103  1202   193   246  0.156981  {1,1,0}     32    1
105  1225    32    34  0.395286  {1,1,0}     38    1
36   1232    34    41  0.082882  {0,3,0}     24    0
59   1245    45    64  0.071417  {1,1,0}     35    1
47   1253   174   182  0.990411  {0,2,0}     38    1
62   1256   141   150  0.252322  {1,1,0}     34    1
94   1276     4     5  0.591557  {0,2,0}     33    0
22   1278    23   171  0.485156  {1,2,0}     32    1
92   1279    11    42  0.968855  {0,3,0}     38    0
13   1280     8     9  0.372844  {0,2,0}     26    0
39   1280   156   157  0.626462  {1,1,0}     32    1
102  1298    45    46  0.067102  {0,1,0}     37    0
19   1301   145   146  0.184263  {1,0,0}     27    1
61   1305   247   248  0.657399  {1,0,0}     28    1
32   1327    85   101  0.051656  {0,1,0}     35    1
73   1332   193   194  0.569008  {0,2,0}     30    0
113  1338   188   189  0.368582  {1,0,0}     22    1
55   1361   164   165  0.204588  {0,1,0}     32    1
74   1399    39    40  0.950008  {0,2,0}     30    1
51   1414   225   228  0.935462  {0,3,0}     36    0
122  1418     2    14  0.213565  {0,3,0}     25    1
