map EGL-G2-E
fac 5 10 {0,146,25,74,137}
hosp 1 {0}
n_ALS 9 1 {5:0,2:146,2:137}
n_BLS 19 1 {5:0,5:146,3:25,3:74,3:137}
n_CLS 10 0 {3:146,2:25,3:74,2:137}
      c_m  head  tail      c_af      c_d  c_tau  c_h
36     31    48    57  0.122902  {0,1,0}     40    1
126    73   193   194  0.917756  {0,0,1}     24    1
29     84   152   153  0.315214  {0,2,0}     28    0
109   138   102   103  0.793292  {0,0,1}     24    0
41    154    99   100  0.963426  {1,1,0}     31    1
85    244   179   183  0.459484  {1,1,0}     35    1
8     281    63    65  0.917600  {1,1,0}     23    1
58    289    39    52  0.476057  {1,1,0}     29    1
23    295   200   201  0.288694  {1,1,0}     39    1
114   301   233   234  0.045232  {0,2,0}     28    1
19    314   125   152  0.503082  {0,2,0}     25    0
99    316   226   227  0.837209  {0,1,0}     40    0
122   341   159   160  0.232014  {0,1,0}     37    0
74    402   179   183  0.792574  {0,1,0}     40    0
9     416   210   215  0.320216  {0,0,1}     24    1
127   421    70    79  0.840285  {0,2,0}     34    1
56    429   235   236  0.670712  {0,2,0}     36    1
24    447    89    97  0.410069  {0,1,0}     22    0
66    468   177   180  0.557310  {1,1,0}     29    1
28    482   145   148  0.066301  {0,3,0}     26    1
61    513    74    76  0.279314  {0,1,0}     21    1
54    530   164   165  0.540641  {0,1,1}     23    1
47    543    97   112  0.336533  {1,1,0}     31    0
121   562   233   234  0.600853  {1,1,0}     24    1
68    575   234   239  0.759682  {1,1,0}     31    1
101   579   107   109  0.221152  {1,0,0}     22    1
27    584    38    40  0.241815  {0,3,0}     27    0
14    596    99   132  0.492422  {1,0,0}     38    1
46    596   234   235  0.747574  {1,0,0}     33    1
33    617   176   177  0.570661  {0,1,0}     38    0
38    620   192   193  0.596936  {0,2,0}     35    0
34    625    11    42  0.356581  {1,0,0}     28    1
80    632   178   185  0.225687  {1,1,0}     23    1
16    634    43    45  0.203161  {0,0,1}     36    0
48    640   217   218  0.546571  {0,3,0}     20    1
43    654   126   127  0.370770  {0,1,0}     38    1
21    655   179   184  0.042802  {1,0,0}     23    1
5     665    62    63  0.964644  {0,1,0}     29    0
67    671   216   217  0.485336  {0,1,0}     35    1
44    673   190   192  0.904317  {1,0,0}     25    1
93    678    49    50  0.612629  {1,1,0}     39    1
32    678   205   208  0.839501  {0,1,1}     23    1
1     682    81    82  0.442010  {0,2,0}     28    1
0     684    81    82  0.263163  {0,1,0}     23    1
18    698   190   192  0.488090  {0,3,0}     27    1
31    703   195   196  0.808793  {0,3,0}     28    1
7     714   140   142  0.656377  {0,3,0}     25    1
105   727   196   198  0.101036  {0,3,0}     24    1
88    731   122   124  0.791884  {0,3,0}     30    1
97    744     2     3  0.365735  {0,1,1}     20    1
30    751    25    26  0.080314  {0,1,0}     36    1
69    759   177   180  0.424132  {1,1,0}     40    1
83    761   210   215  0.333806  {1,1,0}     31    1
90    763   153   154  0.365631  {0,2,0}     20    0
59    764   227   233  0.544761  {1,1,0}     30    1
87    769   125   150  0.250103  {1,0,0}     33    1
120   772   159   161  0.694189  {0,2,0}     20    1
53    786   121   155  0.652354  {0,0,1}     22    1
25    791    34    41  0.539017  {0,2,0}     21    1
106   793    49    56  0.847832  {0,2,0}     31    0
125   794   161   164  0.509097  {1,0,0}     28    1
89    802    86    87  0.550117  {1,0,0}     36    1
71    806    87    88  0.874974  {0,3,0}     37    1
107   834    91    92  0.419491  {0,3,0}     27    0
62    849    36    38  0.220365  {0,3,0}     23    1
111   862   247   248  0.834118  {0,1,0}     29    0
49    869   249   250  0.994231  {1,0,0}     34    1
52    886   145   148  0.209431  {0,1,0}     38    0
35    893    54    55  0.036930  {0,3,0}     25    1
118   897   124   125  0.532835  {0,1,1}     22    0
73    905   141   150  0.488208  {1,1,0}     39    1
55    907   138   139  0.926026  {0,2,0}     33    1
78    909   188   189  0.957435  {0,1,1}     31    1
17    910   199   200  0.963649  {0,2,0}     23    1
2     920   130   137  0.628837  {0,2,0}     27    1
6     925    69    70  0.908540  {0,3,0}     23    1
108   937     6     7  0.343456  {0,1,0}     30    1
94    952    32    33  0.194523  {0,1,0}     26    0
42    952   218   225  0.832910  {0,2,0}     28    1
60    962    59    72  0.958979  {1,0,0}     38    1
11    971   136   146  0.954398  {0,2,0}     37    1
124   974   164   169  0.933469  {0,3,0}     34    1
22    979   213   215  0.640797  {0,1,0}     30    1
15    997    47    64  0.997699  {0,2,0}     37    1
86   1003    79    80  0.977223  {0,2,0}     34    1
84   1006    35    36  0.250704  {0,2,0}     23    1
51   1007   130   131  0.979902  {1,0,0}     26    1
76   1012    70    71  0.594443  {0,2,0}     25    1
63   1013    69    80  0.416491  {0,2,0}     30    0
115  1024    78    79  0.652360  {1,0,0}     27    1
102  1046    42    43  0.460206  {0,2,0}     22    1
45   1050    87    88  0.422187  {1,1,0}     29    1
57   1059    22    24  0.233828  {0,3,0}     38    1
96   1068   112   113  0.668575  {0,1,0}     24    1
117  1085   213   215  0.713204  {0,1,0}     36    1
82   1091   206   207  0.770314  {0,1,0}     26    1
112  1099   204   206  0.427545  {1,0,0}     26    1
20   1105    21    35  0.812617  {0,1,0}     20    1
72   1106    14    15  0.083628  {1,2,0}     26    1
65   1107    93    94  0.920699  {0,3,0}     32    1
113  1123   175   176  0.865513  {0,2,0}     40    1
81   1126    68    69  0.642079  {1,0,0}     39    1
79   1130   127   128  0.750263  {1,1,0}     34    1
64   1135    66    67  0.526710  {1,0,0}     24    1
10   1149   251   252  0.299845  {0,0,1}     27    1
104  1149   138   139  0.106517  {0,2,0}     22    0
95   1151   117   119  0.139641  {1,0,0}     32    1
92   1156    82    83  0.432210  {0,1,0}     30    1
123  1167     1     2  0.398948  {0,3,0}     34    0
12   1182   171   172  0.001843  {0,1,0}     34    1
77   1184   151   153  0.388273  {0,1,0}     27    0
119  1186   116   123  0.618687  {0,2,0}     22    1
103  1208    17    22  0.454494  {0,2,0}     29    1
37   1219   205   208  0.625760  {1,3,0}     34    1
98   1227   163   167  0.879022  {1,1,0}     24    1
