map EGL-G1-E
fac 5 10 {0,174,70,185,140}
hosp 1 {0}
n_ALS 6 1 {3:0,1:174,1:70,1:140}
n_BLS 17 1 {5:0,4:174,2:70,4:185,2:140}
n_CLS 6 0 {2:0,3:174,1:140}
      c_m  head  tail      c_af      c_d  c_tau  c_h
22     23   244   249  0.150347  {0,2,0}     27    1
25     58   175   176  0.944115  {0,1,1}     24    1
73    106    78    79  0.649989  {0,3,0}     21    0
124   118    67    68  0.035698  {0,2,0}     30    1
13    132     3    15  0.931023  {1,1,0}     34    1
10    206    96   114  0.738338  {1,1,0}     31    1
53    213   226   231  0.114347  {0,1,0}     40    1
54    215   188   189  0.104953  {1,1,0}     31    1
92    224   196   197  0.870911  {1,0,0}     37    1
117   293    27    30  0.198397  {1,0,0}     27    1
59    323     0     1  0.375894  {0,1,0}     36    1
101   358   127   128  0.517300  {1,0,0}     40    1
110   368   207   208  0.811995  {1,0,0}     21    0
27    368     1     2  0.622320  {0,1,0}     35    1
74    423    68    69  0.897382  {0,1,0}     33    0
8     460   243   244  0.909178  {1,1,0}     35    1
114   504   213   214  0.040974  {0,3,0}     31    1
122   518   163   164  0.804883  {0,3,0}     27    1
115   526   104   106  0.575360  {0,2,0}     28    0
87    530   176   180  0.307560  {1,0,0}     29    1
56    554    73    75  0.481176  {0,2,0}     37    1
79    557   141   142  0.034646  {0,3,0}     29    0
45    566     8    33  0.397522  {1,1,0}     37    1
1     568   244   249  0.225729  {1,1,0}     25    1
103   574     4    22  0.133442  {1,1,0}     33    1
88    584    18    19  0.848061  {0,3,0}     33    0
121   591   195   196  0.723466  {0,1,0}     38    1
29    593    80    88  0.732454  {0,3,0}     26    1
106   596    18    20  0.624149  {1,0,0}     21    1
81    603    18    19  0.578461  {0,2,0}     34    1
77    612    63    64  0.926288  {0,1,1}     21    0
12    617   244   249  0.516842  {0,1,1}     36    1
69    646   213   216  0.280302  {0,1,0}     34    1
11    666   142   144  0.897207  {0,2,0}     36    1
66    672    50    53  0.953159  {0,1,1}     33    1
44    672   157   159  0.772760  {0,1,0}     22    1
23    682    49    56  0.645004  {1,1,0}     37    1
93    686   161   162  0.403278  {0,1,0}     40    1
119   687   120   154  0.164617  {0,0,1}     25    0
17    688    75    76  0.542099  {0,2,0}     28    0
6     694    73    75  0.242648  {0,0,1}     20    1
42    707    10    11  0.086800  {0,2,0}     28    1
116   707    50    53  0.373328  {1,1,0}     28    1
15    718   139   140  0.943410  {0,2,0}     30    1
47    726   100   101  0.333901  {0,3,0}     25    0
43    729   202   203  0.890438  {0,1,0}     37    0
46    741   244   248  0.398270  {0,2,0}     20    0
71    753    96   111  0.213133  {0,1,0}     20    1
126   775   222   223  0.070083  {0,1,0}     36    1
72    775     7     8  0.904649  {0,2,0}     34    1
111   780   137   138  0.761141  {1,1,0}     29    1
85    785   125   126  0.299229  {0,2,0}     30    1
31    787    96   114  0.128938  {1,0,0}     20    1
51    793    73    75  0.724357  {0,3,0}     26    1
62    804   244   245  0.282796  {1,1,0}     27    1
9     809    68    79  0.110263  {0,1,0}     36    0
26    810     8    33  0.870724  {1,0,0}     27    1
97    814   244   249  0.793629  {1,1,0}     21    1
127   826   150   151  0.391272  {0,1,0}     20    1
65    842    48    49  0.705902  {0,1,0}     20    0
41    850    29    31  0.227835  {0,2,0}     29    1
39    855    59    60  0.224846  {0,1,1}     28    0
3     856    29    30  0.313440  {0,3,0}     39    1
99    867   178   182  0.283833  {0,3,0}     39    0
52    873   229   230  0.127471  {0,1,0}     32    0
19    875   192   193  0.252534  {0,1,0}     28    1
109   877   115   122  0.386727  {0,1,0}     22    1
7     923    53    54  0.490252  {1,1,0}     24    1
112   926   132   134  0.585777  {1,3,0}     32    1
67    935    54    58  0.855400  {0,0,1}     40    0
100   945   219   221  0.064536  {1,0,0}     36    1
33    957   151   152  0.004773  {0,3,0}     37    0
58    959    68    69  0.097096  {1,0,0}     26    1
64    959   158   160  0.904351  {0,0,1}     40    1
123   959    35    36  0.737922  {1,1,0}     33    1
78    960    83    84  0.563604  {1,0,0}     35    1
14    965   103   104  0.803425  {1,1,0}     26    1
76    967   204   205  0.200627  {1,0,0}     22    1
24    968   190   191  0.833476  {0,1,0}     39    0
98    975     1    12  0.817885  {0,3,0}     27    1
95    984   222   225  0.177177  {0,1,0}     36    1
40    990    27    28  0.086679  {1,2,0}     27    1
4     995    98    99  0.903900  {1,0,0}     23    1
49    999   134   135  0.190099  {1,1,0}     39    1
18   1007   199   202  0.228110  {1,1,0}     33    1
94   1029   158   159  0.114322  {0,3,0}     34    1
5    1030   171   172  0.070358  {0,3,0}     23    1
16   1039    43    45  0.726643  {0,2,0}     23    0
91   1041   203   210  0.643370  {0,1,1}     25    1
118  1048   123   124  0.610435  {0,1,0}     24    1
120  1052    69    78  0.533846  {0,0,1}     29    1
35   1060    10    11  0.725826  {0,1,0}     39    1
86   1063   171   172  0.481389  {1,1,0}     38    1
57   1067   127   138  0.080203  {0,3,0}     28    1
