map EGL-G2-C
fac 5 10 {0,62,141,229,137}
hosp 3 {0,25,230}
n_ALS 9 1 {2:0,2:62,3:141,2:229}
n_BLS 21 1 {2:0,3:62,7:141,8:229,1:137}
n_CLS 9 0 {1:0,2:62,6:137}
      c_m  head  tail      c_af      c_d  c_tau  c_h
72     23   215   221  0.513091  {0,1,0}     39    1
58     38   201   202  0.376887  {0,1,0}     38    1
6      51   248   249  0.993704  {1,0,0}     29    1
117    73    80    81  0.789726  {0,3,0}     29    1
111    76    55    56  0.514757  {0,1,0}     26    0
125    82    65    66  0.428221  {0,1,0}     34    0
116   165    32    33  0.691061  {0,3,0}     21    1
50    210   236   238  0.091097  {0,1,0}     27    0
63    239   244   245  0.017236  {0,1,0}     24    0
5     249   251   254  0.696777  {0,3,0}     26    1
34    283   155   156  0.862133  {1,1,0}     23    1
118   315   101   102  0.291262  {0,1,1}     34    0
15    323   251   254  0.472202  {1,1,0}     27    1
35    375   141   150  0.884325  {1,3,0}     21    1
9     401   244   245  0.686097  {1,1,0}     40    1
11    420    95    96  0.759071  {1,0,0}     27    1
7     428   203   204  0.060103  {0,2,0}     40    1
10    436    99   131  0.076920  {0,2,0}     29    1
24    437    30    33  0.750492  {0,1,0}     21    1
61    440   111   114  0.447365  {0,2,0}     34    1
44    463    69    80  0.094225  {0,2,0}     21    0
88    468    68    69  0.208742  {0,3,0}     34    0
93    484   196   198  0.699968  {0,1,1}     39    0
79    494   163   167  0.074111  {1,0,0}     36    1
12    496   247   249  0.239792  {0,1,0}     20    1
40    497   102   103  0.103324  {0,0,1}     28    1
85    499    39    73  0.333154  {0,2,0}     20    0
84    506    82    85  0.766138  {1,0,0}     30    1
37    530   119   120  0.888525  {0,2,0}     30    0
31    538   139   140  0.410357  {0,1,0}     39    0
78    552   111   114  0.882849  {0,0,1}     39    0
69    577   125   126  0.370317  {1,0,0}     21    1
77    586    82    83  0.624668  {0,1,0}     21    1
33    607   184   185  0.926131  {1,1,0}     39    1
51    621    18    19  0.248891  {0,0,1}     39    1
97    647    36    38  0.936383  {0,2,0}     27    0
22    662   221   222  0.733770  {0,1,0}     36    1
95    665   135   147  0.323531  {1,0,0}     34    1
8     670   185   187  0.513999  {0,3,0}     39    0
30    673   147   148  0.237869  {0,2,0}     28    1
109   674   140   142  0.555384  {0,1,0}     23    1
55    676    66    67  0.635850  {0,1,0}     35    0
126   683   190   191  0.636693  {0,2,0}     31    0
114   690   200   201  0.059944  {0,3,0}     20    1
68    698   198   199  0.001821  {0,3,0}     33    0
66    704   125   150  0.412723  {0,1,0}     24    1
101   704   161   165  0.748342  {1,0,0}     22    1
28    716    43    46  0.268913  {0,1,0}     24    1
122   743   210   211  0.695326  {0,2,0}     32    1
112   750    10    11  0.478196  {0,1,1}     35    1
83    750   203   204  0.465781  {1,1,0}     31    1
67    758   189   190  0.043582  {0,2,0}     29    0
16    759    54    58  0.611207  {1,1,0}     33    1
115   763    65    66  0.927725  {1,0,0}     20    1
76    764   217   218  0.688700  {0,1,0}     26    1
105   769    34    41  0.515613  {1,0,0}     22    1
80    773   252   253  0.854139  {0,0,1}     40    0
43    793   126   127  0.452221  {0,2,0}     24    1
123   809    56    57  0.395341  {0,0,1}     40    1
39    825   186   198  0.449214  {0,2,0}     22    0
27    826    42    43  0.405355  {0,2,0}     27    0
62    842   135   147  0.413935  {0,1,0}     36    1
