map EGL-G1-C
fac 5 10 {0,40,57,173,130}
hosp 1 {0}
n_ALS 7 1 {1:0,1:40,2:57,1:173,2:130}
n_BLS 23 1 {4:0,6:40,3:57,5:173,5:130}
n_CLS 10 0 {2:0,2:40,1:57,2:173,3:130}
      c_m  head  tail      c_af      c_d  c_tau  c_h
34     18   213   214  0.901858  {0,1,0}     34    1
59     31    94    95  0.431381  {0,1,0}     31    0
70     44   127   128  0.017692  {0,1,0}     30    1
35     47    93    94  0.625785  {1,0,0}     36    1
67     50   240   242  0.888665  {1,0,0}     23    1
31     56   135   136  0.071646  {1,1,0}     36    0
27     91     7     8  0.117099  {1,0,0}     32    1
91    124   213   216  0.853569  {1,1,0}     27    1
107   150    62    63  0.591236  {0,1,0}     39    1
118   181   198   200  0.598720  {0,1,1}     37    0
126   213   132   134  0.732182  {1,0,0}     39    1
110   264    49    56  0.455788  {1,0,0}     39    1
45    278   105   117  0.510650  {0,1,0}     40    0
21    289    24    25  0.309625  {1,0,0}     32    1
25    309    18    20  0.234029  {1,1,0}     30    1
29    338   192   193  0.272638  {1,1,0}     35    0
81    417   135   145  0.164689  {1,1,0}     29    1
51    424    24    26  0.471460  {0,3,0}     38    1
17    426   115   116  0.247212  {0,0,1}     20    1
41    432    69    78  0.419718  {0,2,0}     32    0
76    440   225   248  0.147827  {1,1,0}     28    1
46    471   101   102  0.553776  {0,1,0}     23    0
50    484     5     6  0.287545  {0,3,0}     35    0
20    486   202   203  0.539826  {0,1,1}     28    1
114   491   151   154  0.452705  {0,1,0}     34    0
101   493   210   212  0.593485  {0,1,1}     29    1
11    496    93    94  0.974294  {1,0,0}     33    1
40    505   117   118  0.881586  {0,0,1}     35    0
112   511   144   145  0.059473  {0,1,1}     27    1
62    519   176   179  0.011190  {0,1,0}     30    1
60    523   231   232  0.160922  {1,0,0}     35    1
121   531    23   170  0.010388  {1,1,0}     32    1
96    539   238   239  0.358792  {0,0,1}     22    1
6     542   169   173  0.605294  {0,1,1}     32    1
120   542     7    30  0.266552  {0,1,0}     29    1
125   544   244   245  0.788927  {1,1,0}     26    1
75    556   138   139  0.379071  {0,1,0}     32    0
85    559    83    84  0.526026  {0,1,0}     40    1
95    574    89    91  0.312545  {1,0,0}     34    1
117   587   234   236  0.139039  {0,2,0}     27    0
72    587     7     8  0.410563  {1,0,0}     37    1
116   588    82    83  0.615762  {1,0,0}     23    1
100   590   174   176  0.266698  {1,0,0}     20    1
14    594    71    72  0.508339  {0,1,1}     37    1
84    597   186   187  0.567314  {1,0,0}     20    1
83    602   197   198  0.927255  {1,1,0}     36    1
127   614   162   166  0.856126  {0,2,0}     25    0
119   624   139   141  0.033361  {0,2,0}     33    0
54    684    90    95  0.947819  {0,3,0}     34    0
28    687    22    24  0.458182  {0,1,0}     28    0
79    693    98   131  0.805669  {0,2,0}     30    1
5     728     9    34  0.700048  {0,2,0}     20    0
23    750    50    51  0.431197  {0,1,0}     36    1
103   756   222   225  0.692178  {1,0,0}     29    1
82    757    39    52  0.501346  {0,1,0}     38    0
8     757     4    22  0.691336  {0,1,0}     35    1
2     761   226   231  0.370398  {1,0,0}     24    1
18    791    24    25  0.160578  {1,1,0}     28    1
71    805   223   224  0.522907  {1,1,0}     33    1
63    810   158   160  0.942985  {0,1,0}     31    0
64    818    80    88  0.948641  {0,3,0}     24    0
74    820   193   194  0.594111  {1,0,0}     24    1
44    821   102   110  0.807729  {1,1,0}     25    1
102   832   129   130  0.875359  {0,1,0}     38    1
69    841   142   143  0.822124  {1,1,0}     27    1
36    847   222   223  0.197573  {1,1,0}     26    1
3     853   125   149  0.839575  {0,2,0}     22    0
26    864    42    43  0.113862  {1,2,0}     20    1
94    866    91    92  0.210725  {1,0,0}     25    1
93    867   151   154  0.924477  {0,1,0}     20    1
92    869    32    34  0.919139  {0,0,1}     35    1
42    869   229   230  0.406156  {0,2,0}     38    0
61    875   241   242  0.958849  {0,3,0}     37    0
65    884    41    51  0.261726  {1,0,0}     22    1
123   889   149   150  0.374779  {0,1,0}     34    1
99    903   243   244  0.304041  {1,1,0}     20    1
86    908   237   240  0.152413  {0,2,0}     40    0
43    924    15    17  0.915802  {1,1,0}     40    1
49    925   126   127  0.483704  {1,0,0}     35    1
33    928    78    79  0.500101  {0,3,0}     21    0
37    937   234   236  0.999228  {0,1,0}     24    1
