map EGL-G2-E
fac 5 10 {0,17,140,34,240}
hosp 3 {0,103,83}
n_ALS 6 1 {3:0,2:17,1:34}
n_BLS 16 1 {3:0,4:17,3:140,2:34,4:240}
n_CLS 5 0 {1:0,2:17,1:140,1:240}
      c_m  head  tail      c_af      c_d  c_tau  c_h
86      2   228   229  0.759247  {1,2,0}     27    1
40     15    95    99  0.881197  {1,1,0}     35    1
38     33   166   178  0.813460  {1,0,0}     20    1
114    56   185   186  0.768524  {0,1,0}     32    1
127    59   188   189  0.240036  {0,3,0}     35    1
58    126    84    85  0.308672  {0,2,0}     24    1
27    134     8     9  0.834011  {1,1,0}     36    1
68    140   113   114  0.737857  {0,1,0}     22    1
50    144    10    41  0.027894  {1,1,0}     31    1
76    148    84    85  0.599627  {0,1,0}     31    1
46    204   116   117  0.201148  {1,1,0}     34    1
73    236    50    51  0.684873  {0,0,1}     34    1
59    268   204   205  0.502876  {0,2,0}     40    0
6     378   201   203  0.942671  {0,3,0}     36    1
16    395   156   157  0.357588  {0,1,0}     27    0
71    450   247   248  0.631114  {0,1,0}     28    1
20    452   165   166  0.323886  {0,1,0}     23    0
66    485   163   167  0.876790  {0,1,0}     25    1
28    508   193   194  0.518522  {0,1,0}     39    1
79    510    99   100  0.754364  {0,1,0}     21    1
31    522   223   224  0.981060  {1,1,0}     32    1
101   534    65    66  0.297768  {0,3,0}     28    0
11    535   250   251  0.673876  {0,1,0}     32    1
54    536   112   113  0.157067  {0,1,1}     28    0
52    564    19    20  0.912180  {0,1,0}     32    1
10    568    39    73  0.488010  {0,1,0}     39    1
17    569    26    28  0.602078  {0,1,0}     21    0
47    569   142   143  0.090767  {1,1,0}     39    1
56    571    15    17  0.236909  {0,3,0}     31    1
126   581   122   124  0.117828  {0,1,0}     30    0
44    598    11    42  0.884441  {0,1,0}     23    1
15    611     0    21  0.291326  {0,1,1}     37    1
110   616   228   229  0.780117  {0,1,1}     24    1
9     617    37    75  0.375848  {0,3,0}     24    1
37    626    99   100  0.442953  {0,3,0}     22    0
43    626   112   113  0.358830  {0,1,1}     31    1
35    643    22    24  0.044308  {1,0,0}     33    1
74    645    74    75  0.955314  {0,2,0}     25    0
19    647   120   170  0.458297  {1,1,0}     38    1
23    649   128   139  0.435752  {0,1,0}     27    1
14    653    90    92  0.256197  {0,2,0}     32    0
85    669   104   105  0.512751  {1,0,0}     39    0
33    676    78    82  0.758663  {0,3,0}     28    0
77    691   153   154  0.607315  {1,0,0}     35    1
24    715    80    81  0.102139  {0,3,0}     33    0
88    720   242   243  0.902158  {0,0,1}     20    1
42    725   239   244  0.069786  {0,2,0}     31    1
18    727   198   199  0.546310  {0,0,1}     20    1
21    728   104   105  0.996249  {0,1,0}     35    0
87    747   233   235  0.424085  {0,1,0}     39    0
116   751   113   115  0.307051  {1,1,0}     24    1
57    752    15    17  0.427703  {0,3,0}     37    0
105   759   193   246  0.548394  {0,1,1}     30    1
13    772   235   236  0.961879  {1,0,0}     27    1
41    773    76    78  0.913024  {0,2,0}     33    1
62    776    15    17  0.844736  {1,0,0}     20    1
2     792     6     7  0.057603  {0,3,0}     34    0
106   803   104   114  0.707158  {0,1,1}     24    0
90    814   179   183  0.733772  {0,0,1}     36    1
70    826   245   246  0.488983  {1,1,0}     32    1
108   831   109   110  0.995599  {1,0,0}     32    1
39    835    45    46  0.942197  {0,0,1}     20    1
48    844    97   112  0.176923  {1,0,0}     36    1
4     845   212   213  0.674944  {0,3,0}     32    0
107   846    56    57  0.514648  {0,1,0}     34    1
100   850    96    98  0.264566  {0,3,0}     23    0
81    872   135   147  0.375718  {0,2,0}     35    0
