map EGL-G1-D
fac 5 10 {0,156,155,234,209}
hosp 3 {0,189,235}
n_ALS 6 1 {1:0,2:156,1:155,2:209}
n_BLS 21 1 {5:0,3:156,2:155,9:234,2:209}
n_CLS 10 0 {2:156,2:155,1:234,5:209}
      c_m  head  tail      c_af      c_d  c_tau  c_h
105    18   174   176  0.896872  {1,0,0}     27    1
80     53   157   158  0.108717  {1,1,0}     24    1
50     79   176   179  0.626270  {1,3,0}     38    1
107    94    10    41  0.798379  {0,1,1}     36    1
108   112    73    75  0.471125  {0,0,1}     30    1
74    132    56    57  0.102411  {0,2,0}     37    1
47    150   162   166  0.332364  {0,1,0}     39    0
120   179    53    54  0.822667  {0,2,0}     21    1
13    208   213   216  0.682254  {1,0,0}     21    1
38    228   112   114  0.263590  {0,2,0}     31    1
45    255    58    59  0.702945  {0,1,0}     32    0
48    311    77    81  0.312967  {0,2,0}     21    0
101   355    53    54  0.906162  {1,1,0}     33    1
60    360   198   200  0.770076  {0,1,0}     28    0
102   388    95    97  0.685741  {1,0,0}     28    1
55    390    89    90  0.081170  {1,0,0}     31    1
93    406   115   116  0.388919  {0,2,0}     38    0
39    417    35    36  0.643229  {0,1,0}     22    1
126   425   107   108  0.899272  {0,1,0}     26    0
40    446   228   230  0.170807  {0,1,0}     40    1
85    451    57    61  0.423036  {0,2,0}     23    0
81    462   185   192  0.968216  {0,2,0}     29    0
98    467   165   166  0.348506  {0,1,0}     34    0
0     471   104   106  0.492846  {0,3,0}     25    1
96    471    18    19  0.754035  {0,3,0}     36    0
117   498     2     3  0.001457  {0,1,0}     24    1
100   511   155   156  0.397729  {0,1,0}     40    1
27    514   139   141  0.640419  {0,1,0}     32    1
5     568   102   110  0.831496  {0,2,0}     30    1
125   569    39    52  0.379287  {1,1,0}     33    1
10    581    43    46  0.546614  {0,0,1}     29    1
104   590   222   225  0.102604  {1,1,0}     33    1
28    612   195   196  0.156638  {0,1,0}     33    0
24    625   111   112  0.434811  {0,3,0}     33    1
59    631    59    60  0.781041  {0,1,1}     36    1
29    634   213   216  0.181012  {0,1,0}     39    1
92    636   196   203  0.121911  {1,1,0}     25    1
68    640     9    34  0.167671  {1,0,0}     30    1
84    646   241   242  0.273933  {0,1,1}     21    0
52    653   232   234  0.093404  {0,1,1}     26    0
7     659   189   190  0.289963  {1,1,0}     31    0
46    662    69    70  0.782356  {0,2,0}     22    0
79    668   232   234  0.277392  {0,2,0}     31    1
36    669   165   166  0.536418  {0,1,0}     33    0
71    695    98   130  0.882289  {1,1,0}     40    1
4     700   178   182  0.498740  {1,0,0}     33    1
41    702    10    41  0.062267  {1,1,0}     34    1
15    709    34    41  0.909574  {0,0,1}     32    1
12    731   176   179  0.775855  {1,0,0}     29    1
26    759   196   197  0.485440  {0,3,0}     36    1
121   773    16    17  0.253327  {0,1,0}     38    0
67    778    24    26  0.018739  {1,0,0}     37    1
34    789   179   180  0.268926  {1,0,0}     24    1
87    794   227   228  0.080156  {0,1,0}     33    1
6     798    62    63  0.701090  {1,0,0}     40    1
43    812    36    37  0.450989  {0,2,0}     33    0
106   817   231   232  0.010749  {0,2,0}     31    1
114   821    10    11  0.916107  {1,1,0}     35    1
