map EGL-G2-E
fac 5 10 {0,233,22,243,142}
hosp 3 {0,174,252}
n_ALS 8 1 {5:233,3:142}
n_BLS 24 1 {7:0,5:233,6:22,2:243,4:142}
n_CLS 8 0 {1:0,1:22,3:243,3:142}
      c_m  head  tail      c_af      c_d  c_tau  c_h
68     32    97   115  0.473537  {0,3,0}     31    0
101    36   128   139  0.238782  {1,0,0}     21    1
112    42    82    85  0.194908  {0,3,0}     27    1
67     85   122   123  0.756235  {0,1,0}     33    0
76     89   246   247  0.703985  {1,1,0}     31    1
15     90   233   235  0.866449  {1,0,0}     33    1
116    93   117   119  0.164072  {1,0,0}     26    1
39    183   219   223  0.489002  {0,1,0}     35    1
56    189   139   140  0.592037  {1,0,0}     32    1
35    214    43    44  0.673878  {0,1,0}     26    0
124   218   221   222  0.327034  {0,0,1}     32    1
90    224   251   254  0.476563  {1,1,0}     34    1
79    311   103   104  0.515059  {0,3,0}     36    1
26    337   104   114  0.674799  {0,1,0}     26    1
58    345   225   226  0.670147  {0,1,0}     20    1
60    346   151   153  0.520415  {0,3,0}     34    1
20    369   235   236  0.905131  {0,2,0}     27    1
109   395   155   156  0.541113  {1,1,0}     32    1
57    401    63    65  0.150799  {0,1,0}     21    0
13    418   246   247  0.391756  {0,0,1}     30    1
16    443    91    96  0.758671  {0,2,0}     37    0
11    450   211   212  0.650003  {0,1,0}     30    1
19    458    29    31  0.502487  {0,3,0}     20    1
24    459   163   167  0.972879  {0,1,0}     20    1
51    471    50    53  0.370301  {0,1,1}     24    1
38    486    48    57  0.841715  {0,1,0}     24    1
21    489   202   203  0.172721  {0,3,0}     31    1
113   497     3     4  0.131684  {0,1,0}     20    0
3     517   122   123  0.722524  {0,2,0}     36    1
12    530   186   188  0.690149  {0,1,0}     39    1
2     539    31    38  0.821541  {1,0,0}     36    1
98    550    70    71  0.222226  {0,2,0}     23    0
8     557    91    96  0.000298  {1,1,0}     35    1
125   562    45    46  0.807158  {0,1,0}     33    1
40    563    61    62  0.615529  {1,0,0}     29    1
85    569    68    69  0.115362  {1,1,0}     20    1
34    574   151   152  0.193943  {1,1,0}     38    1
36    577     3     4  0.015241  {0,1,0}     24    1
111   584   247   248  0.128623  {1,2,0}     21    1
104   604     9    10  0.977542  {0,2,0}     34    1
52    608   181   182  0.267017  {0,2,0}     27    0
10    614   236   237  0.275236  {0,1,0}     23    1
84    628    29    30  0.318957  {1,2,0}     23    1
43    639   161   164  0.752027  {0,3,0}     29    1
22    644     9    34  0.298339  {0,3,0}     23    0
119   645   249   252  0.680099  {1,0,0}     23    1
115   656    36    39  0.706144  {0,2,0}     23    1
94    662    85   101  0.258133  {1,0,0}     32    1
107   663   192   193  0.854177  {0,2,0}     22    1
100   692   181   182  0.659358  {1,1,0}     22    1
30    704   203   204  0.308042  {0,1,0}     33    1
54    715   126   150  0.025690  {0,1,0}     31    0
71    720    71    73  0.130946  {0,1,0}     21    1
120   728    70    79  0.265143  {0,2,0}     35    1
106   729    12    16  0.141031  {0,2,0}     28    1
114   759   112   113  0.515608  {0,0,1}     40    0
88    766   226   227  0.101155  {0,1,0}     38    0
110   783   248   249  0.166230  {0,2,0}     24    0
126   786    63    64  0.322790  {0,2,0}     34    1
102   791   185   186  0.309133  {0,2,0}     27    1
33    793   166   178  0.047243  {1,1,0}     27    1
121   793     3    15  0.227382  {1,1,0}     35    1
49    831   177   180  0.606499  {1,1,0}     31    1
78    834   125   152  0.232870  {0,1,0}     40    0
74    839    80    81  0.703264  {0,1,0}     39    1
75    849   119   120  0.245860  {1,0,0}     32    1
32    849    34    41  0.003573  {0,3,0}     30    1
65    873   117   119  0.237582  {0,1,0}     33    1
89    877   120   170  0.543055  {0,2,0}     30    1
37    893    84    86  0.927390  {0,3,0}     34    0
77    895    10    41  0.234122  {0,3,0}     39    1
93    899    90    91  0.778731  {0,1,0}     27    0
28    901   178   179  0.578783  {0,2,0}     35    1
123   911   141   142  0.441015  {1,0,0}     37    1
1     917   129   130  0.080368  {1,0,0}     23    1
80    922   152   153  0.072141  {0,1,0}     33    1
29    926   133   135  0.440580  {0,1,0}     32    0
44    927    24    25  0.420221  {1,1,0}     20    1
62    929    32    34  0.839489  {0,1,1}     24    1
7     936   135   147  0.113009  {0,2,0}     33    1
92    938    87    88  0.303435  {0,3,0}     38    1
66    944    91    92  0.558391  {0,1,0}     40    0
17    944    39    40  0.106149  {1,0,0}     34    1
73    962     1     2  0.683247  {1,0,0}     25    1
87    973    65    66  0.960008  {0,1,0}     26    1
25    976    36    39  0.311577  {0,2,0}     26    1
97    977    67    69  0.571637  {0,1,0}     20    1
14    979   170   171  0.596395  {1,0,0}     20    1
41    981    68    69  0.361390  {1,0,0}     24    1
0     986   190   192  0.729675  {0,2,0}     35    1
64    989    23    87  0.684798  {0,2,0}     21    0
82   1001    54    58  0.678630  {0,1,0}     25    0
117  1001   205   207  0.589584  {0,2,0}     24    1
127  1014    15    17  0.718383  {1,0,0}     40    1
53   1019   239   240  0.778814  {1,0,0}     28    1
18   1040   236   238  0.051925  {0,2,0}     23    1
99   1074   130   137  0.183791  {1,0,0}     35    1
63   1076   251   252  0.590878  {0,3,0}     27    1
81   1096    59    60  0.956458  {0,2,0}     37    0
69   1099   179   180  0.366699  {1,1,0}     30    1
108  1110    57    61  0.497193  {1,0,0}     32    1
31   1117   164   165  0.712229  {0,2,0}     26    0
23   1121   240   241  0.094784  {1,2,0}     26    1
45   1123   210   215  0.605546  {0,1,1}     27    0
91   1128   158   160  0.853484  {0,2,0}     30    0
42   1143   222   223  0.369117  {0,2,0}     35    1
46   1149   132   133  0.695914  {0,1,0}     24    1
27   1154   233   254  0.392961  {0,1,1}     21    1
83   1157   129   138  0.788008  {0,3,0}     30    0
118  1176    62    63  0.093858  {1,0,0}     34    1
48   1178   153   154  0.333726  {1,0,0}     28    1
70   1186   205   208  0.006488  {0,1,0}     37    1
5    1192   209   216  0.141784  {0,1,0}     30    1
95   1192    39    40  0.360760  {0,1,0}     26    0
9    1214   159   160  0.031585  {0,3,0}     30    0
6    1224   121   155  0.291053  {1,1,0}     35    1
103  1225   228   229  0.607881  {0,2,0}     23    1
50   1256   239   243  0.377194  {0,2,0}     36    1
47   1270   239   244  0.543844  {1,1,0}     29    1
4    1271   122   124  0.522789  {0,2,0}     24    1
105  1296    70    71  0.889404  {0,3,0}     34    1
72   1332    34    41  0.500952  {0,2,0}     31    1
86   1342   152   155  0.206251  {0,2,0}     23    1
59   1365     8    33  0.411225  {0,0,1}     40    0
122  1369   174   182  0.501399  {0,3,0}     25    1
55   1375    27    28  0.049922  {0,2,0}     30    1
96   1380    17    19  0.182873  {1,0,0}     23    1
61   1416   195   248  0.585497  {0,3,0}     21    1
