map EGL-G2-B
fac 5 10 {0,111,193,21,49}
hosp 2 {0,175}
n_ALS 8 1 {3:0,2:111,1:193,1:21,1:49}
n_BLS 23 1 {6:0,6:111,2:193,5:21,4:49}
n_CLS 9 0 {1:0,2:111,3:193,1:21,2:49}
      c_m  head  tail      c_af      c_d  c_tau  c_h
13     13    31    38  0.593522  {0,0,1}     21    1
102    16   115   116  0.760954  {1,0,0}     27    1
69     19   147   148  0.528315  {1,0,0}     37    1
3      34   178   185  0.673026  {0,2,0}     34    1
109    35    47    48  0.173398  {1,3,0}     21    1
104    63    71    72  0.544730  {0,3,0}     29    0
52     75   201   203  0.943060  {1,3,0}     40    1
110    86    89    90  0.537813  {0,3,0}     29    1
101    95   143   145  0.356916  {0,2,0}     25    1
76    150    30    33  0.258500  {1,1,0}     26    1
50    188   170   171  0.165298  {0,1,0}     23    1
1     219   201   203  0.427446  {0,1,0}     27    1
57    248   133   134  0.399986  {0,2,0}     34    1
6     254    78    79  0.828860  {0,2,0}     34    1
48    258    23    87  0.686852  {0,1,0}     37    0
74    278   249   250  0.758995  {0,1,0}     34    1
106   279   210   215  0.590107  {0,1,0}     37    1
22    280    97    98  0.099745  {0,2,0}     22    0
11    280    12    16  0.098743  {0,3,0}     28    1
30    332   248   249  0.305242  {0,3,0}     38    1
14    349   196   197  0.825112  {1,1,0}     21    1
17    358   156   157  0.294156  {1,1,0}     38    1
112   360   228   230  0.298525  {1,2,0}     21    1
87    367   213   214  0.299339  {0,3,0}     30    0
85    452    62    63  0.530983  {0,1,1}     35    1
72    489    91    92  0.585334  {0,1,0}     22    0
123   491    82    83  0.023649  {0,1,0}     30    1
64    527   181   182  0.716482  {1,0,0}     29    1
55    541   168   176  0.970756  {0,2,0}     38    0
63    544   141   150  0.629556  {0,2,0}     29    1
66    551   219   223  0.460338  {1,1,0}     38    1
105   553   233   235  0.796003  {1,1,0}     35    0
8     553   242   243  0.462171  {1,1,0}     32    1
103   559   145   146  0.256826  {1,3,0}     28    1
115   573     5    23  0.421378  {0,2,0}     29    1
34    581    65    66  0.052144  {1,0,0}     25    1
88    590    66    93  0.215120  {1,0,0}     28    1
15    594   126   127  0.375120  {1,2,0}     34    1
23    598   119   120  0.235667  {0,3,0}     29    1
75    650     9    10  0.236374  {0,3,0}     39    0
90    650   249   250  0.221488  {0,1,0}     38    0
18    660   125   126  0.655237  {1,0,0}     29    1
45    670    43    44  0.036768  {0,2,0}     23    1
37    681   218   225  0.148568  {0,3,0}     24    1
65    682   226   227  0.036631  {0,3,0}     40    0
94    690    39    40  0.598399  {0,1,0}     21    1
122   706    80    81  0.483150  {1,1,0}     20    1
68    714    71    73  0.896005  {0,3,0}     33    0
113   715    65    66  0.219703  {0,1,1}     20    1
96    720   211   212  0.877508  {1,0,0}     27    1
118   736    23   171  0.321616  {1,1,0}     27    1
40    748    39    73  0.823672  {0,2,0}     34    0
33    748   177   180  0.649794  {0,1,0}     40    0
20    757     1    12  0.167312  {0,1,0}     20    1
51    763   210   211  0.917026  {1,0,0}     32    1
12    764   192   194  0.903590  {0,1,1}     27    1
47    771    40    41  0.701170  {0,0,1}     23    1
41    784    25    26  0.643879  {1,1,0}     25    1
43    795   172   173  0.511173  {0,1,0}     28    0
73    799    27    28  0.035753  {0,1,0}     35    0
92    804   142   143  0.772287  {1,0,0}     33    1
111   806   195   248  0.680401  {0,2,0}     36    1
95    811   159   161  0.035507  {0,2,0}     22    1
9     812   158   159  0.812047  {0,2,0}     28    0
84    816     8     9  0.703376  {0,1,0}     20    1
126   826   161   164  0.985825  {0,1,0}     33    1
35    835   240   241  0.020761  {0,2,0}     35    0
60    849     1    12  0.925977  {1,1,0}     21    1
80    859   116   117  0.328422  {0,3,0}     22    1
83    861   177   181  0.590029  {1,0,0}     39    1
31    864   148   149  0.100878  {1,0,0}     21    1
28    871   133   135  0.194692  {1,1,0}     30    1
99    877    66    92  0.328398  {1,1,0}     32    1
107   882    96    98  0.126422  {0,2,0}     39    1
125   900   227   231  0.039408  {0,2,0}     27    1
78    907    68    69  0.958332  {1,3,0}     35    1
4     907   172   173  0.076503  {0,1,0}     28    0
116   917   175   176  0.076338  {0,0,1}     28    0
56    918   217   219  0.007850  {1,0,0}     28    1
117   919   219   220  0.291813  {0,1,0}     37    1
82    948    69    80  0.456213  {1,0,0}     20    1
25    950   185   186  0.957329  {0,2,0}     23    0
124   951    66    92  0.713905  {0,1,0}     30    1
71    953   221   222  0.206046  {0,2,0}     30    1
49    954   175   176  0.333335  {0,1,0}     25    1
53    964   204   206  0.309372  {0,2,0}     20    0
24    989   138   139  0.251564  {0,2,0}     37    1
98    999    32    34  0.940917  {0,1,0}     33    1
62   1001   125   152  0.567604  {0,1,0}     33    1
46   1002    30    33  0.484841  {0,3,0}     25    1
67   1003   164   165  0.223093  {0,2,0}     39    1
114  1013    39    52  0.198097  {0,2,0}     20    1
19   1037     5     6  0.947609  {0,1,0}     35    1
7    1042   185   186  0.466411  {0,1,1}     20    0
89   1055   103   104  0.399021  {0,1,0}     28    1
0    1078   247   249  0.003339  {1,1,0}     23    1
5    1080   215   221  0.528300  {0,3,0}     36    0
81   1080   170   171  0.110894  {0,2,0}     23    0
91   1088   216   217  0.065970  {1,0,0}     38    1
21   1093   245   246  0.885244  {0,0,1}     26    0
26   1094   184   188  0.890892  {1,1,0}     22    1
58   1127   197   200  0.957205  {0,3,0}     23    1
59   1140   225   228  0.073358  {0,3,0}     25    1
32   1157    50    51  0.508168  {0,3,0}     32    1
36   1160   170   174  0.316195  {0,1,1}     24    1
39   1161   198   199  0.958485  {0,1,0}     40    0
16   1169   127   128  0.592650  {0,1,0}     35    1
127  1172   141   150  0.130722  {0,1,0}     26    1
44   1181     2     3  0.300470  {1,1,0}     39    1
108  1234   113   114  0.819598  {0,3,0}     38    1
38   1279   175   177  0.572121  {0,3,0}     27    0
2    1284     8    33  0.605356  {0,0,1}     32    1
93   1288    98   127  0.115254  {0,3,0}     22    1
42   1291   122   123  0.233036  {1,1,0}     25    1
