map EGL-G1-D
fac 5 10 {0,151,165,27,65}
hosp 1 {0}
n_ALS 5 1 {1:151,2:165,2:27}
n_BLS 15 1 {5:0,2:151,2:165,4:27,2:65}
n_CLS 9 0 {3:0,1:151,1:165,2:27,2:65}
      c_m  head  tail      c_af      c_d  c_tau  c_h
3       3    66    67  0.411274  {0,2,0}     29    0
23     10    90    95  0.849453  {1,0,0}     27    1
4      41    49    56  0.950822  {0,3,0}     30    1
109    59   138   139  0.203805  {0,3,0}     37    0
50    108   140   149  0.430344  {0,1,0}     23    1
127   224    65    92  0.970496  {0,1,0}     39    1
124   251   116   117  0.136256  {0,1,0}     26    1
41    267   155   161  0.516913  {0,1,0}     32    1
53    280    57    61  0.499050  {0,1,0}     33    1
121   302    38    40  0.102769  {0,2,0}     40    1
86    334     6     7  0.563843  {0,3,0}     31    1
46    379   226   227  0.956171  {1,1,0}     28    1
13    388   226   231  0.197346  {0,3,0}     26    1
105   398    67    68  0.947783  {0,3,0}     37    1
113   420   120   154  0.167712  {0,3,0}     24    0
67    434   165   177  0.270133  {1,1,0}     34    1
6     465    65    66  0.337364  {1,1,0}     32    1
98    490     4     5  0.326033  {1,0,0}     38    1
48    492    15    17  0.888859  {1,0,0}     30    1
57    493    30    33  0.942723  {0,3,0}     32    1
95    502   176   180  0.873340  {0,2,0}     36    1
56    506    73    74  0.696897  {0,3,0}     21    0
75    512    28    29  0.119849  {0,2,0}     39    1
96    515   173   181  0.601278  {1,0,0}     28    1
99    516   167   175  0.089462  {0,2,0}     37    0
59    525     6    27  0.396074  {0,1,0}     27    1
117   537   102   103  0.146867  {1,0,0}     37    1
103   562    61    62  0.858738  {0,1,1}     26    1
38    587    68    79  0.856589  {0,3,0}     23    1
58    607    16    18  0.846482  {0,2,0}     24    0
10    621    25    26  0.385592  {0,2,0}     29    1
118   628    30    33  0.053243  {0,3,0}     33    0
91    637   212   218  0.756448  {0,2,0}     34    1
60    644    23   170  0.862519  {1,0,0}     32    1
108   644   141   142  0.739502  {0,0,1}     25    0
22    653   125   149  0.559243  {0,2,0}     25    1
97    655   123   124  0.660507  {0,1,0}     25    1
15    655   184   185  0.050495  {0,2,0}     23    1
85    679    43    45  0.040511  {0,3,0}     32    1
110   687   234   236  0.412320  {1,1,0}     27    1
30    692    98    99  0.881710  {0,1,0}     20    1
123   695   202   203  0.069319  {0,2,0}     35    1
119   707   151   152  0.703508  {1,0,0}     23    1
17    713   136   137  0.309631  {0,1,1}     33    1
29    717     2     3  0.438784  {0,1,0}     20    1
18    730   199   202  0.895829  {1,0,0}     20    1
51    734   155   161  0.124681  {1,0,0}     20    1
77    743    34    41  0.107929  {1,0,0}     26    1
68    743   165   177  0.539233  {1,1,0}     20    1
72    767   119   161  0.454652  {0,3,0}     21    0
101   780   178   183  0.287804  {0,0,1}     30    1
33    794   211   213  0.780082  {1,0,0}     36    1
32    798     5     6  0.743020  {0,3,0}     27    1
94    806   240   242  0.397533  {1,0,0}     33    1
0     808    31    38  0.763405  {0,2,0}     40    1
55    818   161   162  0.388986  {1,1,0}     20    1
25    828   203   210  0.985863  {1,1,0}     39    1
76    835   228   229  0.272091  {0,1,0}     32    0
37    845    43    44  0.689321  {1,1,0}     40    1
43    853   237   238  0.756133  {0,1,0}     26    1
40    861   104   106  0.625365  {1,0,0}     26    1
49    864    88    96  0.582491  {0,2,0}     38    1
7     876   222   223  0.668375  {0,1,0}     33    0
89    880   104   105  0.187826  {0,1,0}     22    1
16    887    65    66  0.576529  {0,1,0}     38    1
1     890   142   144  0.693318  {0,3,0}     24    1
2     895    80    88  0.975062  {0,3,0}     40    1
69    895    90    91  0.173860  {1,1,0}     40    1
19    902   134   135  0.901413  {0,3,0}     24    0
39    910   219   221  0.607894  {0,1,0}     40    1
62    922   150   152  0.386525  {1,0,0}     22    1
9     928    54    58  0.189586  {0,0,1}     37    0
34    935   139   140  0.738594  {1,2,0}     35    1
73    937    51    52  0.037839  {0,3,0}     36    0
54    941    93    94  0.272914  {0,1,0}     28    1
65    944    96   114  0.412959  {0,2,0}     31    0
84    947   144   145  0.618834  {0,1,0}     30    1
93    955   150   151  0.833419  {0,3,0}     30    0
87    957    35    36  0.981169  {1,1,0}     38    1
100   957   142   143  0.748843  {0,1,0}     36    0
14    962    45    46  0.396304  {0,0,1}     20    1
8     977    75    76  0.417077  {0,1,0}     24    0
27    986   226   227  0.859522  {0,1,0}     31    1
47    989    88    96  0.495890  {0,2,0}     36    0
35    997   186   187  0.546970  {0,2,0}     36    0
20   1011   242   243  0.718358  {0,1,1}     39    1
125  1014   116   118  0.637326  {0,3,0}     20    0
70   1016     7     8  0.768615  {1,1,0}     40    1
107  1021   223   224  0.799701  {1,1,0}     28    1
112  1027   169   173  0.580745  {0,3,0}     24    1
26   1032    41    51  0.581006  {0,1,0}     39    1
74   1040   105   107  0.216214  {0,2,0}     32    1
