map EGL-G1-A
fac 5 10 {0,52,101,113,138}
hosp 1 {0}
n_ALS 7 1 {2:101,1:113,4:138}
n_BLS 23 1 {8:0,3:52,5:101,6:113,1:138}
n_CLS 9 0 {2:0,2:52,2:101,1:113,2:138}
      c_m  head  tail      c_af      c_d  c_tau  c_h
81      3   140   141  0.154555  {1,0,0}     32    1
96     27   124   151  0.809150  {1,1,0}     31    1
16     39   228   230  0.817829  {0,1,0}     39    1
103    45    42    43  0.057880  {0,2,0}     20    1
40     53     4     5  0.359380  {0,1,0}     37    1
35     92   156   162  0.681835  {0,0,1}     34    1
115   111    23   170  0.737096  {0,2,0}     30    1
29    141   131   132  0.397851  {1,1,0}     38    1
38    165     9    34  0.138953  {0,1,0}     31    1
58    215   158   160  0.280802  {1,0,0}     28    1
116   221    83    84  0.300606  {1,0,0}     35    1
64    270   190   191  0.738586  {0,1,0}     24    1
7     302   195   197  0.496082  {0,0,1}     22    0
48    302   110   113  0.709244  {0,1,0}     27    1
101   381   190   191  0.718960  {0,2,0}     34    0
20    394    55    56  0.145765  {1,0,0}     30    1
86    405   212   218  0.034303  {1,1,0}     33    1
5     410     5    23  0.439106  {0,2,0}     39    1
49    437    65    66  0.063067  {0,2,0}     23    0
0     450    39    72  0.391581  {0,2,0}     22    0
66    503    42    43  0.668183  {1,2,0}     26    1
94    507   140   149  0.936627  {1,1,0}     40    1
76    533   198   200  0.737125  {0,3,0}     20    1
95    541   149   150  0.311388  {0,3,0}     21    1
65    568   225   227  0.717461  {0,2,0}     25    1
120   569   207   208  0.086380  {1,0,0}     28    1
83    572   160   164  0.243013  {0,2,0}     27    1
70    588   211   213  0.807109  {0,1,0}     39    0
72    624     1     2  0.589525  {1,1,0}     25    1
126   624   213   216  0.137193  {0,1,0}     25    1
60    626   122   123  0.396042  {1,0,0}     40    1
44    627   237   240  0.916164  {0,2,0}     27    0
41    627    85    86  0.711039  {0,1,0}     30    0
127   627   212   243  0.648927  {1,1,0}     40    0
42    632    75    76  0.766672  {0,1,0}     26    1
108   632   222   225  0.455229  {0,2,0}     35    1
109   638   237   238  0.292293  {0,1,0}     26    1
15    649   124   151  0.849460  {0,3,0}     27    0
32    657   246   247  0.563035  {0,2,0}     21    0
90    691   234   236  0.861100  {0,1,0}     32    1
69    696   127   128  0.088759  {1,0,0}     22    1
73    700   156   162  0.655181  {0,3,0}     21    1
117   702   125   149  0.925795  {1,1,0}     23    1
27    710   225   248  0.198558  {0,2,0}     23    0
85    729   127   138  0.608637  {1,0,0}     21    1
9     737    22    24  0.075531  {0,1,0}     38    1
12    746    49    50  0.189889  {1,0,0}     27    1
87    752    65    92  0.543877  {0,3,0}     22    0
118   765   106   107  0.473033  {0,2,0}     29    1
23    772   180   181  0.042476  {0,1,0}     29    1
1     794   100   101  0.576243  {0,0,1}     24    0
51    799   226   231  0.060227  {0,3,0}     38    1
99    802    66    67  0.561799  {0,2,0}     26    0
121   805    36    37  0.620593  {1,0,0}     34    1
50    814   226   227  0.836664  {0,3,0}     31    1
25    817   222   223  0.370345  {0,1,1}     36    0
67    820    39    72  0.274985  {0,2,0}     21    1
74    823   104   105  0.814732  {0,1,0}     40    0
78    828    42    43  0.872178  {1,1,0}     33    1
84    843   108   109  0.679253  {0,2,0}     32    1
93    843   163   168  0.006971  {0,2,0}     33    0
92    847   225   227  0.958826  {0,2,0}     29    1
55    850   199   201  0.923138  {0,1,0}     33    0
111   857   144   145  0.630098  {0,1,0}     37    1
80    880    49    50  0.205509  {1,1,0}     22    1
53    883   152   153  0.655587  {0,3,0}     31    0
98    884    50    53  0.354245  {0,1,1}     27    1
59    884   177   184  0.842020  {0,1,0}     21    1
75    898    32    33  0.301212  {1,0,0}     39    1
119   900    97   126  0.955561  {0,1,0}     26    1
68    907    92    93  0.185460  {0,1,0}     32    0
46    915    48    49  0.541423  {0,2,0}     34    1
36    920   128   129  0.241674  {0,1,0}     40    1
62    950   176   180  0.849808  {1,1,0}     23    1
97    960    81    84  0.577402  {0,1,1}     20    1
104   972   223   224  0.336477  {1,1,0}     23    1
57    982   219   220  0.219515  {0,1,1}     26    1
122   982   202   204  0.381286  {0,0,1}     23    1
19    989    94    98  0.888893  {0,1,0}     37    0
114  1004   211   213  0.439338  {1,0,0}     27    1
30   1005     5     6  0.109132  {0,1,0}     29    0
31   1008   129   130  0.906251  {1,0,0}     29    0
8    1015   156   160  0.617960  {0,3,0}     40    0
88   1018   101   110  0.930420  {0,2,0}     38    1
71   1035   152   153  0.749682  {0,1,0}     28    0
