map EGL-G2-C
fac 5 10 {0,198,41,81,89}
hosp 2 {0,76}
n_ALS 5 1 {1:198,2:81,2:89}
n_BLS 19 1 {4:0,7:198,3:41,4:81,1:89}
n_CLS 9 0 {2:0,2:198,3:41,2:89}
      c_m  head  tail      c_af      c_d  c_tau  c_h
87     39    37    75  0.525602  {0,1,0}     24    1
13     85    50    51  0.579370  {0,1,0}     37    1
42    120    59    72  0.674235  {1,1,0}     36    1
31    147   244   245  0.468523  {0,1,0}     36    1
38    153   132   133  0.848721  {0,2,0}     40    1
32    182    19    20  0.524771  {0,1,0}     37    0
43    188   107   108  0.158463  {0,1,0}     38    1
70    217   212   213  0.421271  {1,1,0}     37    1
100   246    39    52  0.728413  {0,3,0}     25    1
57    274   135   147  0.226542  {1,0,0}     24    1
79    330   106   118  0.415100  {0,1,1}     21    0
127   351    54    55  0.295322  {0,1,0}     36    0
67    387   193   246  0.450217  {0,3,0}     25    1
61    397   166   175  0.142560  {0,3,0}     27    1
34    423   211   212  0.330119  {0,3,0}     23    1
0     442    43    45  0.691927  {1,1,0}     38    1
16    443   121   155  0.730123  {0,1,1}     38    1
69    447    17    22  0.176584  {0,1,0}     30    1
101   449   219   223  0.546342  {0,3,0}     20    1
80    458   213   214  0.326870  {1,0,0}     30    1
95    462   171   172  0.535127  {1,0,0}     34    1
30    477   184   185  0.675128  {1,1,0}     21    1
17    483   126   127  0.821752  {0,1,0}     31    1
74    529     4    22  0.908731  {0,2,0}     27    0
81    534    76    77  0.517860  {1,1,0}     23    1
85    554   216   218  0.804656  {1,1,0}     29    1
37    565    98   127  0.989887  {1,0,0}     28    1
84    577   198   199  0.052992  {0,1,1}     32    0
126   581   205   208  0.845288  {0,3,0}     30    1
25    597   205   207  0.754352  {1,1,0}     26    1
118   612   101   112  0.422610  {1,0,0}     40    1
24    621   236   238  0.707968  {0,1,1}     30    1
33    630   236   237  0.179758  {0,1,0}     32    1
111   631    76    78  0.529325  {0,2,0}     29    1
11    644   225   228  0.660964  {1,1,0}     35    1
28    646    91    92  0.904550  {0,1,0}     22    1
1     650   120   170  0.163979  {0,3,0}     40    0
88    663   140   141  0.827468  {0,1,0}     36    1
82    664    54    55  0.066319  {0,3,0}     35    0
14    666   196   198  0.035294  {1,0,0}     36    1
109   669    63    64  0.287328  {1,0,0}     37    1
56    669   186   198  0.697275  {1,0,0}     35    1
96    674   204   206  0.585776  {1,0,0}     20    1
103   685   251   252  0.826831  {1,0,0}     20    1
18    708   153   154  0.327021  {0,1,0}     34    1
55    730     7    30  0.014596  {0,0,1}     32    0
114   747    29    30  0.269431  {0,2,0}     39    1
50    751    83    84  0.857270  {0,3,0}     28    1
113   754   196   197  0.889262  {1,0,0}     40    1
78    755   143   145  0.793689  {0,2,0}     38    0
49    756   116   117  0.959407  {0,1,1}     27    1
15    760   126   150  0.708652  {1,1,0}     34    1
58    767    80    81  0.017194  {1,1,0}     36    1
46    770   251   254  0.393233  {0,0,1}     37    1
93    775   131   132  0.145892  {0,2,0}     37    1
89    776     0    21  0.666227  {0,1,0}     27    1
123   781    86    87  0.216802  {1,0,0}     28    1
122   799   192   194  0.477066  {0,2,0}     27    1
76    817    99   100  0.810601  {0,1,0}     34    1
86    828   125   152  0.620976  {1,0,0}     36    1
40    834   200   201  0.834205  {0,1,0}     31    0
108   834   141   142  0.390147  {0,2,0}     22    0
27    839   233   235  0.149473  {0,0,1}     20    1
41    839    35    36  0.936201  {0,3,0}     22    1
98    842    62    63  0.050905  {0,1,0}     22    0
3     850   131   132  0.465561  {0,1,0}     27    1
104   852   172   173  0.137724  {0,1,0}     27    1
5     867   226   227  0.382006  {0,1,0}     28    0
107   870    91    92  0.891640  {0,2,0}     24    1
66    882   176   177  0.286283  {0,2,0}     38    1
121   885   210   211  0.476828  {0,3,0}     22    1
39    898    43    46  0.074779  {0,1,1}     26    1
6     907    39    52  0.119356  {1,0,0}     40    1
83    910   200   201  0.855464  {1,1,0}     22    1
116   917     4     5  0.553623  {1,0,0}     30    1
65    925    69    70  0.082045  {0,3,0}     23    0
91    932   220   221  0.991134  {1,1,0}     21    1
2     937    31    32  0.550738  {0,3,0}     35    1
90    942   121   155  0.681550  {0,0,1}     21    0
35    946   125   126  0.035111  {0,3,0}     25    1
105   950   124   125  0.611218  {1,1,0}     38    1
9     992   143   144  0.626189  {0,1,0}     27    1
119   994   108   109  0.249233  {1,1,0}     34    1
54    997    53    54  0.956747  {0,1,0}     20    1
20    998   103   104  0.308387  {1,0,0}     39    1
10   1003    18    19  0.025488  {1,1,0}     29    1
68   1006    78    82  0.276068  {0,1,0}     37    1
52   1011    24    25  0.357047  {1,0,0}     38    1
73   1018    55    56  0.914386  {0,3,0}     28    1
36   1018   226   227  0.679244  {1,1,0}     31    1
72   1019   159   160  0.669453  {0,1,0}     36    1
48   1029   152   153  0.866890  {0,1,0}     35    0
102  1030     0    21  0.749872  {0,2,0}     26    1
120  1030    53    54  0.542780  {0,1,0}     40    1
53   1043    61    65  0.641966  {1,1,0}     36    1
71   1067   143   145  0.278465  {0,1,0}     21    0
115  1070   184   185  0.258831  {0,1,1}     28    0
4    1076   125   150  0.210525  {0,1,0}     30    1
125  1077   102   111  0.176577  {0,3,0}     34    1
64   1089   215   221  0.148580  {1,1,0}     30    1
112  1105   221   222  0.955623  {0,1,1}     31    0
99   1106   194   242  0.878538  {0,2,0}     40    0
