map EGL-G2-B
fac 5 10 {0,39,192,222,182}
hosp 2 {0,177}
n_ALS 8 1 {4:0,1:192,3:182}
n_BLS 16 1 {4:0,4:39,4:192,4:182}
n_CLS 10 0 {2:0,4:192,2:222,2:182}
      c_m  head  tail      c_af      c_d  c_tau  c_h
53     22    76    77  0.269234  {0,1,1}     27    0
111    33   198   199  0.296152  {1,1,0}     40    1
80     34   113   114  0.289857  {0,3,0}     28    1
2      90   106   108  0.869906  {0,1,0}     35    1
3     126    50    53  0.231408  {1,1,0}     40    1
11    134   199   200  0.011467  {1,0,0}     25    1
15    142   247   248  0.995679  {1,0,0}     24    1
74    169   202   209  0.027921  {1,1,0}     27    1
26    173   136   137  0.630893  {0,0,1}     29    1
113   255   130   137  0.341568  {0,2,0}     33    0
94    326    67    69  0.262871  {1,0,0}     29    1
4     329    23   237  0.221526  {1,1,0}     28    1
48    332   195   196  0.793085  {0,3,0}     38    1
72    339    60    68  0.139435  {0,3,0}     27    0
57    349   138   139  0.966042  {0,1,1}     31    1
120   353   222   223  0.938651  {1,1,0}     30    1
65    395    45    64  0.713362  {1,1,0}     23    1
30    426   121   155  0.437484  {1,3,0}     34    1
63    445   223   224  0.575303  {0,1,0}     32    0
18    456   216   218  0.770935  {0,2,0}     31    0
88    456   101   102  0.208176  {0,2,0}     26    0
126   459   179   183  0.248607  {0,0,1}     39    0
125   500   119   120  0.181790  {0,3,0}     33    0
118   505   162   163  0.425129  {1,0,0}     20    1
38    515   147   148  0.963509  {1,0,0}     35    1
10    526    19    25  0.278277  {0,1,0}     36    1
105   530    54    58  0.166738  {1,3,0}     33    1
42    573    71    73  0.518111  {0,1,0}     27    0
51    604   221   222  0.179966  {1,0,0}     33    1
44    611   167   168  0.150025  {0,2,0}     25    1
50    618    43    45  0.460089  {0,1,0}     25    1
5     619   129   130  0.397680  {0,3,0}     22    0
97    620   196   198  0.782176  {0,1,0}     35    0
84    633   133   134  0.396805  {1,1,0}     31    1
112   646    35    36  0.016343  {0,1,1}     24    1
75    649   193   194  0.808639  {1,2,0}     28    1
54    650    81    89  0.257899  {0,3,0}     37    1
28    651   163   168  0.668095  {0,0,1}     26    1
95    661    83    84  0.588218  {0,1,0}     31    0
14    665    91    96  0.620504  {1,0,0}     24    1
17    666    71    73  0.516096  {0,3,0}     35    1
70    697   217   219  0.463353  {0,1,1}     32    0
108   697   156   157  0.094918  {1,1,0}     38    1
123   715   136   137  0.542521  {1,1,0}     24    1
109   717   126   150  0.819008  {0,3,0}     20    1
93    723    39    52  0.323836  {1,1,0}     36    1
85    730    22    24  0.093807  {0,2,0}     37    0
47    730    29    30  0.442151  {0,2,0}     30    1
96    731   164   169  0.173601  {0,2,0}     37    1
20    732    67    68  0.360582  {0,3,0}     24    1
55    741   204   206  0.549140  {0,1,0}     22    0
115   741   132   133  0.588343  {0,1,1}     39    1
99    744    47    48  0.732047  {1,0,0}     28    1
67    762   179   180  0.852996  {0,1,0}     36    1
1     768   161   165  0.755671  {1,1,0}     35    1
90    768    16    17  0.434085  {0,2,0}     40    1
