map EGL-G2-E
fac 5 10 {0,252,106,94,146}
hosp 1 {0}
n_ALS 5 1 {1:0,2:106,2:94}
n_BLS 16 1 {2:0,2:252,6:106,3:94,3:146}
n_CLS 9 0 {3:0,2:106,2:94,2:146}
      c_m  head  tail      c_af      c_d  c_tau  c_h
47     14    41    51  0.713914  {0,0,1}     39    1
38     23    97   115  0.108797  {1,1,0}     27    1
46     26   212   213  0.181855  {0,1,0}     33    1
124    34     2     3  0.631316  {0,1,0}     23    1
31     52   139   140  0.167201  {0,2,0}     20    1
37     58    48    49  0.523553  {1,1,0}     31    1
17    105    32    33  0.672893  {0,2,0}     24    0
99    124   162   163  0.871480  {0,2,0}     26    1
105   180   116   117  0.625353  {0,3,0}     25    1
39    223    49    50  0.322634  {1,3,0}     34    1
45    225   181   182  0.788055  {0,1,0}     40    0
33    253    76    77  0.762107  {0,3,0}     35    1
58    253     0     1  0.124509  {1,0,0}     25    1
81    258   200   201  0.626196  {0,1,0}     25    1
79    294    39    40  0.019024  {0,3,0}     22    1
7     360    24    26  0.982908  {1,0,0}     27    1
50    381    70    79  0.115039  {0,2,0}     23    1
112   418   190   192  0.715791  {0,1,0}     40    1
60    446   191   195  0.955381  {0,2,0}     21    1
83    448    27    30  0.560987  {0,0,1}     40    1
67    461   200   201  0.103462  {1,0,0}     32    1
25    490   210   211  0.902050  {0,3,0}     29    1
18    522    19    20  0.125968  {1,0,0}     27    1
35    528    23   171  0.116337  {0,3,0}     21    1
41    533   248   249  0.926432  {0,2,0}     25    0
76    535   164   165  0.955913  {0,0,1}     22    0
108   546   199   200  0.050897  {0,1,0}     30    1
120   550   129   130  0.772065  {0,2,0}     26    0
65    553   234   235  0.363450  {0,1,0}     26    0
89    554   106   118  0.902526  {1,1,0}     37    1
52    560   234   239  0.652901  {1,0,0}     32    1
97    560   219   223  0.299941  {0,1,0}     40    1
96    561   130   131  0.778022  {0,2,0}     23    1
106   566     8    33  0.666132  {0,1,1}     36    0
110   569   161   165  0.085656  {0,1,0}     31    1
53    569    90    91  0.747370  {0,0,1}     36    1
36    585    10    41  0.739676  {1,0,0}     25    1
117   608     1     2  0.834196  {0,1,0}     35    1
90    611   239   243  0.931054  {1,1,0}     35    1
75    627   201   202  0.395647  {0,1,0}     38    0
26    630   116   117  0.604212  {0,1,1}     21    1
104   630   247   248  0.760256  {1,3,0}     39    1
68    649   125   126  0.120121  {0,1,0}     30    0
55    650    91    92  0.517445  {0,2,0}     21    0
27    651   204   206  0.224471  {1,0,0}     27    1
115   681   218   225  0.919591  {0,2,0}     38    1
42    689   205   207  0.042380  {0,2,0}     20    0
80    692   206   207  0.903278  {1,0,0}     39    1
119   698   172   173  0.628355  {0,3,0}     37    1
19    709     1     2  0.322960  {1,3,0}     33    1
86    712   171   172  0.613938  {1,2,0}     40    1
61    732    23   237  0.523236  {0,1,0}     27    1
88    735    13    14  0.202156  {0,1,0}     34    0
21    737     3    23  0.731979  {0,1,1}     39    1
113   738   194   242  0.564974  {1,1,0}     30    1
95    760   124   125  0.141190  {0,3,0}     30    0
125   764    41    51  0.114307  {1,0,0}     36    0
127   767   142   143  0.118775  {0,2,0}     40    1
44    770   179   180  0.900143  {0,3,0}     22    1
57    774   185   186  0.361928  {0,3,0}     25    1
69    803   154   158  0.588317  {0,3,0}     30    0
12    816    56    57  0.193859  {0,3,0}     23    1
22    821    23   237  0.908143  {0,2,0}     23    1
43    830    48    49  0.456320  {0,1,0}     34    0
82    834   221   222  0.473604  {0,0,1}     24    0
103   837    45    46  0.434923  {0,2,0}     37    1
6     838    24    26  0.963456  {0,2,0}     27    0
1     843    39    52  0.120323  {0,1,1}     20    1
49    848   166   175  0.484813  {0,2,0}     40    1
98    861   220   221  0.084000  {0,1,0}     39    0
66    868   135   136  0.055806  {0,3,0}     30    0
116   871    43    45  0.380043  {0,1,0}     22    0
123   883   129   138  0.934571  {1,0,0}     32    1
84    903   201   202  0.779334  {0,1,0}     27    1
85    906   213   215  0.218497  {0,1,0}     39    0
73    906     5     6  0.823319  {1,0,0}     25    1
107   917   145   146  0.137976  {0,2,0}     33    1
56    918   156   157  0.184217  {0,1,0}     22    0
114   921   159   160  0.403135  {1,1,0}     22    1
77    941    56    57  0.474003  {0,1,0}     31    1
93    944   180   181  0.623115  {1,1,0}     38    1
70    946    23    87  0.405558  {0,1,0}     25    1
92    947    16    18  0.727996  {0,2,0}     27    1
59    962   184   185  0.245568  {0,1,0}     25    0
100   963   226   227  0.604295  {0,2,0}     34    1
126   965    31    32  0.587050  {0,2,0}     28    1
15    980    56    57  0.365664  {0,3,0}     39    1
64    991   234   235  0.241238  {1,1,0}     31    1
14    993   195   196  0.712302  {1,0,0}     39    1
118   994   248   249  0.094382  {0,2,0}     37    0
8     996    61    62  0.823966  {0,1,0}     30    1
122   999   141   142  0.592616  {0,3,0}     20    1
101  1004   104   105  0.328772  {0,2,0}     37    1
29   1014   226   251  0.133862  {0,0,1}     26    1
3    1019   213   214  0.341404  {0,2,0}     34    0
13   1035    40    41  0.632979  {0,3,0}     34    1
24   1058    55    56  0.855810  {0,3,0}     25    0
0    1067    14    15  0.539728  {1,0,0}     25    1
54   1078   215   221  0.459596  {0,1,0}     34    1
94   1103   107   109  0.803794  {0,1,0}     39    1
72   1105   196   198  0.793263  {0,1,0}     26    0
121  1118   209   216  0.880797  {0,2,0}     39    1
5    1129   240   242  0.270015  {1,0,0}     34    1
74   1131   186   188  0.770277  {1,1,0}     29    1
34   1134    21    35  0.125221  {0,1,0}     31    0
32   1136   244   253  0.687289  {1,0,0}     38    1
16   1151    50    51  0.650005  {0,2,0}     37    1
102  1155    96    98  0.604697  {1,0,0}     20    1
10   1166   251   252  0.759133  {0,3,0}     22    1
11   1184   251   252  0.246461  {0,0,1}     28    1
62   1192   244   245  0.868842  {0,1,0}     20    1
2    1201   240   241  0.670487  {0,2,0}     22    0
78   1206    23   171  0.852969  {1,0,0}     36    1
9    1227   177   181  0.896278  {0,2,0}     22    1
91   1232    10    41  0.296797  {0,1,0}     25    0
40   1240   154   157  0.333157  {0,3,0}     24    1
109  1244   126   127  0.883509  {0,0,1}     20    1
71   1250   166   167  0.409713  {0,3,0}     32    1
87   1270    24    26  0.697415  {1,1,0}     38    1
30   1302   195   248  0.923978  {0,1,1}     35    0
4    1303    80    81  0.764362  {0,2,0}     35    0
