map EGL-G1-A
fac 5 10 {0,22,69,111,99}
hosp 1 {0}
n_ALS 5 1 {2:22,1:111,2:99}
n_BLS 18 1 {3:0,4:22,6:69,3:111,2:99}
n_CLS 9 0 {1:0,2:22,2:69,1:111,3:99}
      c_m  head  tail      c_af      c_d  c_tau  c_h
62     25   225   226  0.888713  {0,3,0}     26    1
51    140     0     1  0.357173  {1,0,0}     35    1
93    176   212   243  0.110361  {0,1,1}     23    1
6     267   204   209  0.223630  {0,1,0}     28    1
59    276   185   186  0.345589  {0,1,0}     26    1
45    281    94    95  0.915953  {0,3,0}     27    0
72    290    24    26  0.843153  {0,2,0}     31    0
84    323   189   241  0.769679  {0,3,0}     20    0
121   329   153   157  0.596159  {1,0,0}     30    0
2     352   175   176  0.132610  {0,1,1}     34    1
112   389   105   117  0.637821  {1,0,0}     39    1
94    392   177   184  0.569550  {1,1,0}     34    0
7     439   145   146  0.426046  {0,0,1}     30    0
20    444     0     1  0.320444  {0,1,0}     33    1
39    472   207   208  0.371893  {0,2,0}     22    1
23    474     2     3  0.161116  {0,1,0}     26    1
125   481   144   145  0.462459  {0,1,0}     37    1
67    485   193   194  0.680980  {1,0,0}     34    1
88    507    16    18  0.526443  {0,3,0}     28    1
108   556   137   138  0.863535  {0,2,0}     31    1
123   569   240   241  0.737447  {1,1,0}     35    1
52    574   176   179  0.867712  {0,2,0}     31    0
74    575   121   122  0.955646  {0,2,0}     30    0
124   577   163   168  0.103604  {0,2,0}     30    0
11    609    47    64  0.621197  {1,1,0}     31    1
44    615   129   130  0.362498  {0,2,0}     23    1
40    617   154   155  0.600032  {1,0,0}     22    1
63    627   246   247  0.757783  {0,1,1}     31    1
32    628   177   184  0.232682  {0,3,0}     21    1
73    633   199   201  0.709490  {1,1,0}     31    1
3     643    24    25  0.304028  {0,2,0}     24    1
102   650   237   240  0.521121  {1,1,0}     37    1
66    655    23   170  0.705613  {0,1,1}     26    1
98    656   229   230  0.721318  {0,2,0}     22    0
61    668    45    64  0.885125  {1,1,0}     25    1
54    669   103   104  0.875814  {0,1,0}     39    1
105   673   245   246  0.392127  {0,1,0}     34    0
37    677   242   245  0.917318  {0,2,0}     22    0
101   685   189   241  0.268333  {0,2,0}     29    0
10    686     1    12  0.073216  {0,2,0}     37    1
0     690   129   130  0.652246  {0,2,0}     31    1
76    704   104   106  0.869468  {0,2,0}     33    0
92    714    23   149  0.404723  {1,1,0}     30    1
48    715   198   199  0.408441  {0,3,0}     27    1
60    720     9    10  0.417804  {1,1,0}     32    1
35    745    47    64  0.356490  {1,2,0}     21    1
120   754   141   142  0.558346  {0,1,0}     20    0
4     756   228   229  0.933407  {0,1,1}     22    0
91    766   178   179  0.598648  {0,2,0}     31    0
81    777   173   181  0.337854  {0,1,0}     36    1
31    779   196   197  0.660379  {0,1,1}     28    0
8     785   204   205  0.907530  {1,0,0}     35    1
47    789    39    40  0.364466  {0,0,1}     22    1
122   789   142   143  0.190649  {1,0,0}     31    1
50    791   136   137  0.257328  {0,1,0}     28    0
43    804    58    59  0.281157  {0,3,0}     30    1
119   805   106   107  0.419453  {0,1,0}     22    0
126   813    94    95  0.074068  {1,0,0}     22    1
80    814    32    33  0.569245  {1,0,0}     28    1
18    814    90    91  0.838929  {1,0,0}     33    1
86    818   192   193  0.824852  {0,3,0}     38    1
58    829    94    98  0.318667  {0,1,0}     28    1
57    830    31    38  0.094642  {1,0,0}     24    1
111   840   240   242  0.854788  {1,0,0}     39    1
95    842    89    91  0.030640  {0,1,1}     24    0
96    844    43    46  0.904631  {1,0,0}     28    1
87    845    45    64  0.613143  {1,1,0}     35    1
109   856    36    38  0.481369  {1,1,0}     34    1
15    869    10    11  0.766422  {1,1,0}     25    1
75    880   174   176  0.038170  {0,2,0}     36    1
113   886   130   131  0.315802  {0,1,0}     30    0
99    887   207   209  0.295137  {0,1,1}     31    1
83    888    90    91  0.803505  {0,2,0}     38    1
13    892    16    18  0.929322  {0,0,1}     30    0
116   892   132   134  0.233518  {0,3,0}     26    1
36    907    89    90  0.776943  {1,1,0}     37    1
34    917    59    60  0.126988  {0,1,0}     23    0
41    935    69    78  0.452888  {0,2,0}     40    1
68    936   222   225  0.182616  {0,3,0}     30    0
100   941   174   176  0.844034  {0,1,1}     22    1
115   944     7     8  0.999256  {0,2,0}     37    1
82    955    16    18  0.000655  {1,1,0}     40    1
5     956    45    64  0.685529  {0,1,0}     35    1
65    957    31    38  0.900865  {1,2,0}     23    0
71    973   176   180  0.997668  {1,0,0}     21    1
55   1001   117   118  0.393966  {0,1,0}     37    1
104  1043   104   105  0.569007  {1,1,0}     35    1
12   1045   116   120  0.558027  {0,2,0}     21    1
14   1049    65    66  0.552092  {1,0,0}     30    1
85   1069   124   125  0.546412  {0,2,0}     38    1
1    1087   101   102  0.371678  {1,2,0}     31    1
