map EGL-G2-B
fac 5 10 {0,241,83,104,153}
hosp 1 {0}
n_ALS 5 1 {1:241,2:104,2:153}
n_BLS 21 1 {4:0,5:241,4:83,2:104,6:153}
n_CLS 8 0 {1:0,2:241,2:83,1:104,2:153}
      c_m  head  tail      c_af      c_d  c_tau  c_h
73     13   223   224  0.798662  {0,3,0}     25    0
64     51    39    40  0.759227  {1,0,0}     26    1
81     61    78    82  0.452697  {1,1,0}     26    1
13     61   236   238  0.738985  {0,1,0}     24    1
88     95    70    79  0.059363  {0,3,0}     31    0
52    168    76    77  0.700577  {1,0,0}     29    1
26    169   106   108  0.285940  {1,0,0}     38    1
65    210    96    98  0.050475  {0,2,0}     22    1
125   219    97   112  0.385864  {0,1,0}     21    1
66    267   112   113  0.428377  {0,2,0}     28    1
33    281   113   114  0.890170  {1,0,0}     24    1
39    287   101   102  0.125002  {0,3,0}     30    1
34    301   210   211  0.394441  {0,2,0}     40    1
109   348     1    12  0.107727  {1,1,0}     25    1
62    360   157   161  0.616221  {1,0,0}     38    1
95    381    71    72  0.584887  {0,1,1}     27    1
24    395    41    51  0.302829  {0,1,0}     29    0
114   411    40    41  0.611760  {0,1,0}     22    0
118   430     2    14  0.532347  {0,2,0}     34    0
99    439    97    98  0.266595  {0,1,0}     38    0
108   453   199   200  0.426006  {0,2,0}     35    0
80    461   212   213  0.632447  {0,0,1}     27    0
91    468   188   189  0.515324  {0,1,0}     24    1
56    486     3    23  0.219991  {0,1,1}     35    1
58    490   126   127  0.274522  {1,1,0}     27    1
78    509   175   176  0.117940  {0,3,0}     29    1
11    514   141   142  0.007194  {0,2,0}     33    1
17    514   154   158  0.275506  {0,3,0}     32    0
40    516     1     2  0.760677  {0,1,1}     36    1
49    522   158   159  0.376725  {1,1,0}     23    1
27    527     6    27  0.469687  {0,2,0}     39    1
90    552   148   149  0.376643  {0,2,0}     21    0
9     554    99   132  0.103068  {0,1,0}     27    1
25    555   218   225  0.188277  {0,1,0}     25    1
72    562   202   209  0.336880  {0,2,0}     22    1
4     583    36    37  0.103382  {1,1,0}     21    1
50    585   181   182  0.403241  {1,0,0}     22    1
104   591    30    33  0.468831  {0,1,0}     25    1
59    607    11    42  0.142263  {0,2,0}     28    1
3     614    73    74  0.611876  {0,3,0}     25    1
67    620     7    30  0.693365  {0,1,0}     29    1
92    623   157   161  0.765788  {1,1,0}     35    1
20    628   106   108  0.070045  {0,1,0}     34    1
84    632    49    56  0.560043  {1,0,0}     22    1
97    636   217   219  0.223181  {0,2,0}     21    1
46    637    78    79  0.715333  {0,3,0}     34    1
16    640   148   149  0.288836  {0,1,0}     23    1
126   642   150   151  0.013026  {0,2,0}     38    1
122   648    65    66  0.939249  {0,3,0}     31    0
28    651   184   185  0.571392  {1,1,0}     32    1
30    661    59    72  0.500988  {0,3,0}     39    0
119   675    38    40  0.971911  {0,3,0}     21    0
89    690   239   244  0.816556  {1,1,0}     34    1
6     696    20    21  0.664061  {0,3,0}     21    1
44    711   213   214  0.170592  {0,3,0}     39    0
14    721    45    46  0.082711  {1,1,0}     38    1
102   728   122   124  0.690150  {0,1,1}     30    1
112   743    47    64  0.788062  {1,0,0}     24    1
45    744     1     2  0.179014  {1,1,0}     39    1
124   751   192   193  0.978650  {0,3,0}     20    1
31    752    62    63  0.286192  {0,3,0}     28    0
113   757   234   235  0.885886  {1,0,0}     26    1
69    770   226   227  0.401855  {0,1,0}     36    1
