map EGL-G1-D
fac 5 10 {0,129,104,199,126}
hosp 1 {0}
n_ALS 7 1 {2:0,1:104,3:199,1:126}
n_BLS 24 1 {4:0,3:129,6:104,4:199,7:126}
n_CLS 9 0 {2:0,2:129,3:199,2:126}
      c_m  head  tail      c_af      c_d  c_tau  c_h
52     19    45    46  0.175804  {0,1,0}     30    0
48     52    49    56  0.715564  {0,2,0}     34    1
33    139    96   114  0.825189  {1,0,0}     24    1
73    143   237   238  0.087367  {1,1,0}     37    1
110   177   202   203  0.480617  {1,0,0}     27    0
21    180    37    74  0.793667  {1,1,0}     26    1
96    187    22    24  0.179213  {0,2,0}     29    1
32    207   117   118  0.943592  {0,2,0}     22    1
0     220    57    61  0.599032  {1,1,0}     25    1
34    256   202   204  0.884168  {1,0,0}     32    1
107   262    70    72  0.483265  {1,0,0}     33    1
91    273   199   201  0.780977  {1,1,0}     21    1
78    277   164   165  0.400938  {0,3,0}     37    1
125   319   177   184  0.491704  {0,2,0}     22    0
75    336   223   224  0.297136  {1,0,0}     36    1
29    382    27    28  0.012705  {0,2,0}     39    0
68    420   237   238  0.776657  {1,1,0}     23    1
39    428   112   114  0.070526  {0,3,0}     27    1
62    431    80    81  0.111892  {0,1,0}     30    0
111   441   112   113  0.105068  {0,2,0}     34    1
69    445    69    70  0.910738  {1,1,0}     23    1
7     466   246   247  0.462365  {0,1,0}     23    1
100   473    23   229  0.195479  {1,1,0}     29    1
112   478   232   233  0.689946  {0,1,0}     28    0
18    498   121   122  0.109853  {1,0,0}     32    1
63    525    86    87  0.176882  {1,1,0}     22    1
76    527    75    76  0.334691  {0,1,0}     23    1
67    533     1    12  0.441124  {1,1,0}     29    0
126   536     3     4  0.343787  {1,1,0}     40    1
26    553    27    28  0.054011  {1,1,0}     28    1
8     574   127   128  0.342732  {1,0,0}     23    0
83    576   114   115  0.453802  {1,1,0}     25    1
38    613   151   152  0.715938  {0,1,0}     38    0
45    615   135   136  0.397167  {0,3,0}     28    1
121   615   213   214  0.609882  {0,1,0}     21    0
124   619   127   138  0.387505  {1,1,0}     21    1
84    621    45    46  0.049415  {1,0,0}     27    1
114   625   105   107  0.212404  {0,2,0}     38    1
35    626    71    72  0.639430  {0,1,0}     40    0
58    651   139   140  0.050768  {0,1,0}     34    1
36    653   237   238  0.881245  {0,1,0}     36    1
46    655     5     6  0.036275  {0,2,0}     20    0
24    677    67    68  0.855245  {0,1,0}     24    1
105   679   190   192  0.440236  {0,3,0}     35    1
82    705   225   248  0.098160  {0,1,1}     27    1
85    712     4    22  0.454709  {1,0,0}     26    1
94    726     4    22  0.693732  {0,2,0}     24    1
14    726   199   202  0.784506  {0,2,0}     22    1
16    726     6     7  0.725120  {1,1,0}     22    1
92    736   213   214  0.279638  {0,3,0}     32    1
4     738   141   142  0.803068  {1,1,0}     26    1
87    740   134   146  0.672471  {1,0,0}     28    1
86    740   192   193  0.680993  {1,1,0}     39    1
57    741   195   197  0.190381  {0,2,0}     20    1
89    744   119   161  0.333783  {1,0,0}     31    1
25    749    93    94  0.798321  {0,1,0}     20    0
66    750    61    62  0.190182  {0,2,0}     37    1
13    758   153   156  0.694788  {1,0,0}     34    1
116   761   155   156  0.295790  {0,1,0}     36    0
88    762     3    15  0.690938  {0,1,1}     22    1
99    775    79    80  0.975334  {0,3,0}     27    0
104   777   162   166  0.177947  {1,0,0}     34    1
30    816   116   117  0.822995  {1,2,0}     38    1
106   823   155   156  0.759708  {0,2,0}     22    1
27    832    43    45  0.875089  {1,1,0}     37    0
42    840    66    67  0.694849  {0,1,0}     24    0
80    849    96   111  0.976688  {0,1,0}     23    0
93    861   135   145  0.083995  {1,0,0}     27    1
109   862    82    83  0.152072  {1,1,0}     21    1
9     876   207   208  0.723882  {0,2,0}     29    1
44    881   104   106  0.776941  {0,1,0}     31    1
119   884   128   137  0.249973  {0,1,0}     39    1
2     891   190   192  0.258426  {1,3,0}     23    1
65    893   125   126  0.766837  {0,3,0}     25    1
97    896   101   110  0.493829  {0,3,0}     33    1
81    901   177   184  0.464375  {1,1,0}     39    1
20    938   151   154  0.433748  {1,1,0}     23    1
37    955   124   125  0.562470  {0,1,0}     35    1
102   960   176   179  0.217429  {1,1,0}     31    1
56    961   121   122  0.983000  {0,1,0}     37    0
70    964   112   114  0.460679  {0,1,0}     24    1
49    966   196   203  0.838565  {1,1,0}     27    1
31    967   165   174  0.927045  {0,1,1}     38    0
117   971   154   155  0.204346  {0,2,0}     35    0
120   972   140   149  0.301103  {0,1,1}     21    1
28    972   198   199  0.596324  {0,3,0}     26    1
43    975   135   136  0.384349  {0,3,0}     36    1
103   976   111   112  0.259204  {0,3,0}     25    0
59    977     0     1  0.174870  {0,3,0}     33    1
50    981   203   210  0.921148  {0,2,0}     25    1
61    988   150   152  0.658584  {0,2,0}     26    1
53   1000    14    15  0.534868  {0,2,0}     40    1
122  1005   184   185  0.306545  {0,2,0}     36    0
10   1006   165   174  0.863242  {0,1,0}     36    0
127  1014    39    40  0.850612  {0,3,0}     35    0
15   1015    65    91  0.601005  {0,1,0}     24    1
98   1024   151   154  0.314608  {0,1,0}     38    1
113  1032    23   170  0.090738  {0,2,0}     38    0
1    1036   142   143  0.937055  {0,1,0}     38    0
72   1038   124   149  0.135359  {1,0,0}     22    1
41   1039    23   229  0.497650  {0,1,0}     33    1
79   1041   104   105  0.836148  {0,1,0}     21    0
47   1045   174   176  0.839184  {0,2,0}     35    0
51   1058   240   242  0.875114  {0,1,0}     37    1
60   1081    51    52  0.132623  {0,2,0}     31    0
3    1083   104   105  0.161400  {0,2,0}     29    1
115  1087    31    38  0.991715  {0,1,1}     35    1
6    1100    59    60  0.133575  {0,3,0}     38    0
123  1144    81    82  0.625079  {0,1,0}     22    1
23   1164   125   126  0.206682  {0,1,0}     20    1
17   1180   169   170  0.621857  {0,1,1}     28    0
95   1188    11    42  0.028151  {0,3,0}     20    1
55   1209    48    49  0.011163  {0,2,0}     22    1
5    1219    45    46  0.424800  {1,1,0}     28    1
90   1223   180   181  0.571155  {0,2,0}     20    1
71   1227    14    15  0.674566  {1,0,0}     30    1
40   1230    77    78  0.028617  {0,2,0}     22    0
74   1233    48    49  0.109950  {1,1,0}     33    1
22   1237   128   137  0.895315  {0,1,0}     23    1
12   1237     3    23  0.022154  {0,2,0}     26    1
108  1254   142   143  0.004635  {0,3,0}     31    0
101  1259    49    56  0.835496  {0,3,0}     34    1
118  1264     9    10  0.267712  {0,0,1}     31    1
19   1268   140   149  0.404110  {1,0,0}     35    1
11   1303   141   142  0.174619  {0,1,0}     34    1
54   1309   246   248  0.715735  {0,1,0}     34    1
64   1326   180   181  0.026447  {0,1,0}     37    1
77   1439   139   140  0.258743  {1,1,0}     28    1
