map EGL-G2-A
fac 5 10 {0,246,137,23,89}
hosp 2 {0,227}
n_ALS 5 1 {1:0,2:137,2:89}
n_BLS 20 1 {5:0,4:246,1:137,7:23,3:89}
n_CLS 10 0 {2:0,3:246,3:137,2:23}
      c_m  head  tail      c_af      c_d  c_tau  c_h
110     2   245   247  0.207040  {0,2,0}     31    0
59     10   215   221  0.127126  {0,1,0}     40    1
99     31   198   199  0.998643  {1,0,0}     31    1
76     48   125   152  0.235530  {1,1,0}     29    1
31     55    47    64  0.832147  {0,2,0}     32    1
27     55   117   119  0.279144  {0,2,0}     39    0
73    123   140   142  0.312812  {0,1,0}     30    1
51    134   179   184  0.808692  {0,1,1}     25    1
75    150   159   161  0.829230  {1,0,0}     40    1
32    171   158   160  0.059304  {1,0,0}     39    0
74    175   107   109  0.011021  {0,1,0}     31    1
97    193    23    87  0.867595  {0,1,0}     31    1
112   201    16    18  0.401946  {0,2,0}     35    0
61    203   236   237  0.073043  {0,1,0}     39    0
103   214   104   105  0.560929  {1,1,0}     40    1
89    239   231   232  0.973877  {0,1,1}     25    1
104   239    74    76  0.725954  {1,1,0}     30    0
56    241   204   206  0.934287  {1,1,0}     28    1
106   361   174   189  0.175797  {0,1,1}     39    1
28    431   217   218  0.076434  {1,1,0}     24    1
101   471   106   108  0.834333  {0,1,1}     20    1
90    480    89    90  0.583384  {1,1,0}     22    1
35    481   170   174  0.155371  {0,0,1}     39    1
113   491   233   254  0.222139  {0,3,0}     20    0
60    506   200   201  0.702899  {0,2,0}     23    1
0     509   133   134  0.570056  {1,0,0}     37    1
44    522   142   143  0.148104  {0,3,0}     22    1
98    529   216   218  0.868121  {1,1,0}     31    1
83    535   196   198  0.423942  {1,0,0}     34    1
72    536   145   148  0.198905  {0,3,0}     31    0
114   557   147   148  0.721967  {1,0,0}     23    1
64    562   133   134  0.903725  {1,0,0}     37    1
38    564   204   205  0.532881  {0,2,0}     33    1
4     565    89    97  0.152918  {0,2,0}     23    1
82    570   164   165  0.361067  {0,1,0}     20    1
21    575   125   150  0.083168  {0,3,0}     29    1
48    588    18    19  0.756633  {0,1,1}     21    1
6     590   184   188  0.583604  {0,1,0}     20    0
65    594   122   123  0.867489  {0,3,0}     30    0
11    599   223   224  0.269975  {0,3,0}     26    0
111   602   116   117  0.391807  {0,2,0}     29    1
125   604   118   119  0.338073  {0,2,0}     26    1
123   620   237   238  0.348331  {1,0,0}     20    1
43    641   208   210  0.818075  {0,3,0}     31    1
100   648   151   153  0.380697  {1,0,0}     37    1
14    653   240   242  0.322302  {0,1,0}     33    0
118   653   174   183  0.126350  {1,1,0}     23    1
10    653    84    85  0.962235  {0,2,0}     38    1
124   664   116   123  0.744682  {0,0,1}     24    0
29    671    49    50  0.263548  {0,2,0}     25    1
69    678   205   208  0.487906  {0,2,0}     33    1
42    683     0    21  0.958312  {1,0,0}     33    1
107   693     5    26  0.984223  {0,1,0}     28    1
25    694    91    92  0.367902  {0,2,0}     39    1
94    694     7     8  0.255709  {1,1,0}     29    1
67    694    18    19  0.713470  {1,0,0}     23    1
102   694    18    20  0.712618  {1,1,0}     20    1
18    699   166   167  0.247712  {1,1,0}     24    1
45    708   189   190  0.253611  {0,1,0}     23    1
70    727    99   132  0.267329  {0,1,0}     25    1
57    748   117   118  0.380657  {1,0,0}     39    1
108   759   236   237  0.239934  {0,1,1}     36    1
116   769    84    86  0.777635  {1,0,0}     30    1
80    770    86    87  0.435936  {0,1,0}     29    0
8     773   179   183  0.720253  {1,0,0}     40    1
12    782    98   127  0.592244  {1,0,0}     31    1
37    787    71    73  0.979063  {1,1,0}     31    1
19    794   240   242  0.459752  {0,1,1}     23    0
88    798   143   145  0.968112  {0,1,0}     27    0
1     805    30    33  0.887703  {1,0,0}     22    1
63    828   123   124  0.881898  {1,1,0}     28    1
17    843    68    69  0.714627  {0,0,1}     26    0
66    880    89    90  0.299114  {0,1,0}     32    1
5     894    12    13  0.027745  {0,1,0}     25    1
55    901   220   221  0.061908  {0,1,0}     33    1
13    903    94    95  0.766325  {1,0,0}     30    1
117   919   195   196  0.125933  {0,1,1}     35    0
93    930   107   108  0.085148  {0,1,0}     33    0
36    931   116   117  0.377008  {1,0,0}     36    1
87    954   120   162  0.720672  {0,2,0}     31    1
81    956   200   201  0.630655  {1,1,0}     28    1
86    971   202   203  0.327455  {0,1,0}     38    1
40    986    81    89  0.257750  {0,0,1}     34    1
109   995   164   165  0.723626  {1,1,0}     32    1
121   999   175   177  0.192953  {0,2,0}     22    1
120  1002    78    82  0.187332  {1,0,0}     28    1
79   1007   163   167  0.739734  {0,2,0}     26    1
41   1014    50    51  0.999149  {0,2,0}     33    1
16   1015   118   119  0.526263  {0,1,0}     23    1
39   1024    87    88  0.216918  {0,2,0}     33    1
92   1029   156   162  0.258361  {0,0,1}     26    0
95   1040   244   253  0.962211  {0,1,0}     22    1
46   1043   188   189  0.596346  {0,1,0}     39    1
52   1045   253   254  0.310582  {1,1,0}     29    1
84   1063    69    80  0.568540  {1,0,0}     29    1
78   1077    10    41  0.060695  {0,3,0}     37    0
47   1078   163   168  0.417318  {0,1,0}     25    0
119  1082   209   216  0.973067  {0,3,0}     33    1
9    1098   239   243  0.970103  {1,1,0}     27    1
49   1104   147   148  0.596607  {0,2,0}     22    1
105  1107   196   197  0.608334  {0,1,0}     31    1
96   1108   193   194  0.989944  {1,0,0}     22    1
34   1131    74    75  0.758475  {0,3,0}     32    1
30   1133   240   241  0.673314  {0,0,1}     35    1
23   1141     1    12  0.248022  {0,2,0}     26    0
26   1154   234   235  0.403537  {0,3,0}     34    1
24   1170    96    98  0.683387  {0,1,1}     33    1
68   1182    74    75  0.017445  {0,1,0}     34    1
53   1183   227   229  0.289028  {0,0,1}     20    1
91   1201     5    26  0.728211  {0,3,0}     39    0
50   1203    47    48  0.638706  {0,1,0}     34    1
2    1207   148   149  0.336269  {1,0,0}     32    1
33   1227     7    30  0.753545  {0,1,0}     24    0
7    1235    39    52  0.405828  {0,1,0}     32    0
127  1242    32    33  0.216073  {1,1,0}     23    0
58   1264    16    18  0.872881  {1,1,0}     34    1
62   1283   174   182  0.141162  {0,1,1}     38    1
126  1305   227   231  0.081344  {0,1,0}     33    1
3    1309    23   237  0.998892  {0,2,0}     20    1
54   1320     0    21  0.080062  {0,2,0}     30    1
115  1321    96    98  0.719620  {1,0,0}     29    1
71   1324   225   228  0.515223  {1,1,0}     36    1
15   1339   153   154  0.440779  {0,1,1}     27    0
77   1357     1    12  0.376881  {0,2,0}     24    1
22   1376   104   114  0.961850  {0,3,0}     35    1
122  1424    47    48  0.691154  {0,1,0}     27    1
20   1432    34    41  0.111522  {0,1,0}     38    0
85   1436    47    64  0.767449  {1,1,0}     33    1
