map EGL-G1-C
fac 5 10 {0,167,64,12,237}
hosp 2 {0,48}
n_ALS 5 1 {1:167,2:64,2:237}
n_BLS 19 1 {1:0,2:167,2:64,7:12,7:237}
n_CLS 6 0 {3:0,1:167,1:64,1:237}
      c_m  head  tail      c_af      c_d  c_tau  c_h
51      0    75    77  0.469516  {0,2,0}     34    0
44     63   140   141  0.829054  {0,2,0}     27    0
2      84   210   212  0.934629  {0,2,0}     23    1
98     84    26    28  0.504443  {0,3,0}     20    0
52     98     1    12  0.874443  {0,2,0}     20    1
81    139   108   109  0.480157  {1,0,0}     28    1
111   161   175   176  0.365739  {0,3,0}     25    1
85    239     9    34  0.618011  {1,0,0}     32    1
123   278    61    62  0.703875  {0,1,0}     32    0
66    356   194   195  0.393660  {1,1,0}     35    0
122   357    77    78  0.682883  {0,2,0}     28    1
30    361     6    27  0.690829  {1,3,0}     31    1
86    368    51    52  0.866527  {0,0,1}     29    1
33    398     7     8  0.181523  {0,0,1}     35    1
47    419    66    68  0.344605  {0,2,0}     20    0
119   424   240   242  0.604369  {1,2,0}     31    1
104   427    11    42  0.337708  {0,2,0}     24    1
101   493   241   242  0.386414  {0,1,0}     38    1
49    512    73    74  0.436414  {0,2,0}     39    0
37    532    18    20  0.831586  {1,1,0}     35    1
96    532   134   146  0.728968  {0,1,1}     36    0
80    540   237   238  0.449223  {0,1,0}     25    1
83    546    47    48  0.468323  {0,3,0}     29    0
5     580   146   147  0.423630  {0,2,0}     29    1
38    584    62    63  0.465822  {0,3,0}     22    0
43    594   238   239  0.203842  {0,1,0}     24    1
9     603   100   101  0.648804  {1,1,0}     27    1
84    614    41    51  0.738110  {1,1,0}     39    1
27    615   116   120  0.326172  {0,1,0}     26    1
18    633   144   147  0.733638  {1,0,0}     38    1
120   634   169   173  0.894746  {0,1,1}     27    0
56    640    85    86  0.961547  {0,1,0}     38    1
24    646   131   132  0.344663  {1,0,0}     36    1
92    647   241   242  0.311713  {0,1,0}     29    1
124   661    12    13  0.448294  {0,2,0}     20    0
94    668    58    59  0.175199  {0,3,0}     38    1
115   670    39    52  0.255343  {0,2,0}     20    0
55    676   115   116  0.252276  {0,2,0}     20    1
69    681   204   209  0.703703  {1,1,0}     38    1
127   697   119   169  0.030812  {1,1,0}     39    1
53    701    49    56  0.597918  {0,2,0}     39    1
45    711    89    91  0.475031  {1,1,0}     33    1
26    712    32    34  0.856999  {0,3,0}     32    1
107   718   137   138  0.420337  {0,3,0}     28    0
75    720    58    59  0.916223  {0,1,0}     24    0
23    724   202   204  0.438739  {0,2,0}     20    0
