map EGL-G2-B
fac 5 10 {0,177,47,56,97}
hosp 1 {0}
n_ALS 10 1 {3:177,2:47,3:56,2:97}
n_BLS 15 1 {3:0,1:177,4:47,3:56,4:97}
n_CLS 10 0 {1:0,1:177,2:47,2:56,4:97}
      c_m  head  tail      c_af      c_d  c_tau  c_h
117     3    70    71  0.099318  {0,1,0}     39    1
39     31    76    78  0.533814  {1,0,0}     27    1
7      39   142   143  0.295743  {0,3,0}     40    1
65     73   202   209  0.391285  {0,1,0}     25    1
116   112   121   155  0.024886  {1,0,0}     24    1
14    122    42    43  0.749434  {0,1,0}     29    0
42    195   201   202  0.754750  {0,1,0}     20    0
109   263    59    60  0.846746  {0,2,0}     29    1
107   306   142   143  0.959592  {1,0,0}     26    1
110   359   154   158  0.522390  {0,2,0}     23    1
34    374   213   215  0.858581  {1,0,0}     35    1
40    377   104   105  0.587258  {0,2,0}     32    1
67    381   123   124  0.733267  {0,1,1}     39    0
83    384   248   249  0.220025  {0,3,0}     35    1
124   388    43    46  0.078246  {0,1,1}     20    1
115   434   210   215  0.215499  {0,1,1}     21    0
119   440    35    36  0.031533  {1,1,0}     39    1
78    445   199   200  0.428658  {0,2,0}     35    0
106   476    57    61  0.016994  {0,1,0}     39    1
90    476    71    72  0.811355  {0,1,0}     37    1
126   511   196   198  0.994721  {0,0,1}     32    0
12    513     1     2  0.079849  {0,1,0}     20    1
125   521    95    96  0.466276  {0,2,0}     26    0
17    530     7    30  0.720965  {0,2,0}     35    1
127   540    78    82  0.680037  {0,2,0}     30    0
13    540   185   187  0.832618  {0,0,1}     34    1
99    558    39    40  0.922979  {1,0,0}     27    1
53    566    29    30  0.045569  {0,2,0}     22    0
26    585    74    76  0.016116  {0,1,0}     31    1
89    588   102   111  0.507020  {0,0,1}     34    1
113   598    13    14  0.291445  {0,2,0}     29    0
18    604   150   151  0.283690  {0,1,0}     30    0
6     626   156   157  0.389538  {0,2,0}     33    1
108   628    25    26  0.323563  {1,0,0}     24    1
1     640   199   200  0.064981  {0,0,1}     20    1
73    652   107   109  0.185723  {0,3,0}     20    0
37    656   131   132  0.958944  {0,1,0}     27    1
75    677    86    87  0.078251  {0,1,0}     23    1
94    684   192   194  0.299308  {1,0,0}     26    1
103   685    40    41  0.730765  {0,2,0}     30    0
47    693    66    92  0.117547  {0,1,0}     28    0
62    702    70    79  0.598273  {0,2,0}     38    1
11    704   244   253  0.422701  {0,3,0}     39    1
76    711     6     7  0.612338  {0,3,0}     26    0
5     724   145   148  0.522088  {0,2,0}     31    1
0     729   174   182  0.076986  {1,1,0}     32    1
45    756    24    25  0.412190  {1,0,0}     32    1
96    759   135   136  0.696152  {1,0,0}     25    1
30    775   133   134  0.835999  {0,1,0}     20    1
72    776   251   252  0.722378  {0,1,0}     23    1
8     777   146   147  0.947747  {0,1,1}     28    0
36    794   184   185  0.776211  {1,0,0}     38    1
29    814   130   131  0.518901  {0,2,0}     36    1
104   817   141   142  0.334134  {0,2,0}     20    1
64    818    46    47  0.945530  {0,1,0}     24    1
66    819   135   136  0.782621  {1,0,0}     22    1
22    822    31    38  0.453421  {1,1,0}     20    1
24    841    61    65  0.446362  {1,0,0}     28    1
111   853    66    67  0.885696  {1,3,0}     21    1
4     856   130   137  0.334132  {1,1,0}     38    1
70    871    50    53  0.416493  {0,2,0}     40    1
77    880     6     7  0.364905  {0,1,0}     27    1
49    887   239   240  0.122294  {0,2,0}     33    0
86    891    13    14  0.045062  {0,0,1}     36    0
57    891     8    33  0.132794  {0,3,0}     23    0
69    893   116   117  0.688499  {0,1,1}     29    1
21    894    78    79  0.973794  {0,3,0}     27    0
68    899   157   161  0.940274  {1,0,0}     28    1
48    900   218   250  0.806770  {0,0,1}     31    1
97    906   141   142  0.215624  {1,1,0}     32    1
61    907   130   137  0.484618  {1,0,0}     21    1
114   909    69    80  0.391578  {1,0,0}     22    1
105   913    54    58  0.945065  {0,1,0}     24    1
95    915   106   108  0.926844  {0,1,1}     39    1
101   919   220   221  0.304766  {0,0,1}     20    1
20    920   147   148  0.325867  {0,3,0}     28    1
15    920   239   244  0.533439  {1,1,0}     32    1
56    928     0     1  0.685764  {0,0,1}     33    1
123   930   112   113  0.207141  {0,2,0}     21    1
16    936   152   155  0.934916  {0,1,1}     38    1
122   938    73    74  0.127078  {0,2,0}     40    1
100   940    19    25  0.024752  {0,2,0}     40    0
32    942   166   167  0.417422  {1,0,0}     22    1
91    944    11    42  0.242826  {0,2,0}     28    0
43    947   156   157  0.418034  {0,1,0}     30    1
71    948   234   235  0.507585  {1,0,0}     27    1
63    949    60    68  0.807047  {1,0,0}     24    1
58    950   188   189  0.823585  {0,1,1}     27    1
120   961    58    59  0.826567  {1,0,0}     36    1
27    973   227   229  0.133555  {0,1,0}     29    1
50    975    56    57  0.266597  {1,0,0}     38    1
93    975   240   241  0.412613  {0,1,0}     31    1
19    982     6    27  0.595164  {0,3,0}     29    1
35    984   179   184  0.132140  {0,3,0}     20    0
121  1004   133   134  0.723751  {0,2,0}     22    1
60   1010   186   198  0.934123  {0,1,0}     36    1
3    1016    72    73  0.714675  {0,1,0}     38    0
112  1021   121   122  0.518177  {0,1,1}     31    0
74   1023    81    89  0.542729  {0,1,0}     35    1
38   1042   106   118  0.705388  {0,1,0}     37    1
46   1054    36    39  0.559305  {1,0,0}     26    1
41   1061     7     8  0.104351  {0,2,0}     35    1
31   1067    96    98  0.961823  {0,1,0}     27    0
118  1090   195   248  0.322738  {1,1,0}     36    1
88   1126   156   157  0.397411  {0,1,1}     27    1
98   1136   122   123  0.771246  {0,3,0}     25    1
80   1139   225   226  0.914831  {1,0,0}     20    1
28   1141   120   170  0.113261  {0,1,0}     37    1
33   1147    43    46  0.507225  {0,1,0}     40    1
51   1150   197   200  0.342460  {1,1,0}     37    1
44   1172   190   192  0.113761  {0,2,0}     39    1
23   1172   248   249  0.338322  {0,0,1}     26    1
10   1176    81    89  0.301792  {1,0,0}     37    1
84   1197     3    15  0.853116  {0,1,1}     31    0
102  1201    66    67  0.654385  {1,0,0}     33    1
85   1205   142   143  0.919528  {1,0,0}     34    1
92   1248    65    66  0.028127  {0,1,1}     24    1
79   1299     1     2  0.307628  {1,3,0}     21    1
9    1305    18    20  0.499506  {0,2,0}     38    0
82   1312   228   229  0.039896  {0,1,0}     40    1
59   1332    60    68  0.598104  {0,2,0}     20    0
2    1359   151   153  0.528890  {0,1,0}     37    1
55   1371   240   241  0.441644  {0,1,0}     29    0
54   1382   248   249  0.867059  {0,1,0}     27    0
25   1407    39    40  0.954630  {1,3,0}     39    1
81   1413   113   115  0.299858  {0,1,0}     32    1
52   1414   175   176  0.820547  {1,0,0}     36    0
87   1427   202   209  0.691246  {1,0,0}     38    1
