map EGL-G2-E
fac 5 10 {0,80,96,213,181}
hosp 1 {0}
n_ALS 9 1 {4:0,4:80,1:213}
n_BLS 17 1 {6:0,1:80,6:96,1:213,3:181}
n_CLS 10 0 {4:80,3:96,2:213,1:181}
      c_m  head  tail      c_af      c_d  c_tau  c_h
19      3   225   226  0.030484  {0,2,0}     36    0
56     17    25    26  0.363331  {0,3,0}     32    1
124    40   245   246  0.637381  {1,0,0}     24    1
11     44   161   165  0.012594  {0,3,0}     35    1
57     44   117   119  0.984827  {1,0,0}     40    1
84     48    12    13  0.637178  {1,0,0}     40    1
3     109    63    64  0.452977  {0,0,1}     20    0
120   117   164   165  0.021999  {0,0,1}     23    1
47    172    94    95  0.941067  {0,1,0}     32    0
107   174    93    94  0.011685  {0,0,1}     32    0
93    336    89    90  0.538425  {1,1,0}     21    1
17    348    29    31  0.862098  {1,0,0}     22    1
7     350   206   207  0.313357  {0,0,1}     23    1
36    352    22    24  0.498253  {0,2,0}     22    1
15    352   129   130  0.286869  {1,1,0}     25    1
58    365   218   250  0.298497  {0,0,1}     33    0
41    397   220   221  0.034346  {0,2,0}     22    1
54    474   210   215  0.726046  {0,1,0}     20    1
26    482     7     8  0.886422  {1,0,0}     28    1
75    485    67    68  0.790135  {0,0,1}     30    1
16    486    37    75  0.780814  {1,1,0}     33    1
111   494   117   119  0.746363  {0,2,0}     38    1
22    496   205   208  0.590664  {1,0,0}     24    1
28    500   101   112  0.963570  {0,1,0}     29    0
20    503   185   186  0.090922  {0,3,0}     21    1
103   515    41    51  0.822372  {0,1,0}     29    1
4     536   236   237  0.473645  {0,3,0}     26    1
55    552   106   118  0.729454  {0,1,0}     31    0
40    563    93    94  0.388353  {0,2,0}     22    1
62    574   206   207  0.947002  {1,1,0}     40    1
105   593    96    98  0.819566  {1,0,0}     31    1
94    593    57    61  0.052413  {0,1,0}     30    1
46    605     8    33  0.919822  {1,0,0}     32    1
90    606    28    29  0.992206  {0,1,0}     37    1
123   606   129   138  0.609431  {1,1,0}     22    1
13    618    18    20  0.587260  {1,1,0}     35    1
1     625   143   145  0.535495  {0,1,0}     40    1
66    628    34    41  0.611911  {0,2,0}     28    1
33    638   249   252  0.313043  {0,3,0}     37    0
63    640    36    39  0.582991  {1,1,0}     36    1
32    650   161   165  0.246591  {0,0,1}     36    0
115   663   233   254  0.370961  {0,3,0}     21    1
25    663   234   235  0.845064  {0,2,0}     34    1
49    666   202   209  0.794496  {0,1,0}     24    1
113   668   194   242  0.850494  {0,3,0}     28    0
119   674   133   135  0.930863  {0,0,1}     22    1
50    678   239   243  0.078625  {0,1,0}     40    1
73    685    89    90  0.653562  {0,1,0}     22    1
89    687   156   157  0.323070  {0,3,0}     29    0
2     697    25    26  0.537590  {1,0,0}     31    0
29    704   170   171  0.520301  {0,1,0}     33    1
65    707   203   204  0.412503  {1,1,0}     34    1
34    714   203   204  0.695339  {0,2,0}     31    1
8     715    76    78  0.482909  {0,1,0}     25    0
99    725   135   147  0.072985  {1,0,0}     21    1
83    730    50    51  0.009735  {0,2,0}     29    1
59    733   171   172  0.016588  {0,3,0}     34    1
82    742   137   138  0.613616  {0,1,0}     31    1
10    756   117   118  0.566216  {1,2,0}     35    1
79    757    30    33  0.931682  {0,1,0}     31    1
48    763   125   150  0.568461  {1,1,0}     24    1
127   800   216   217  0.929464  {0,1,0}     26    1
61    808     5     6  0.047578  {0,3,0}     28    1
64    809   148   149  0.403151  {0,1,1}     26    1
69    815   174   182  0.696754  {0,1,1}     37    1
68    835   239   243  0.125998  {1,1,0}     27    1
108   842    28    29  0.526842  {1,1,0}     37    1
86    851    67    68  0.540811  {0,2,0}     35    1
101   864   226   227  0.602076  {0,1,0}     21    0
9     866   206   207  0.413051  {1,1,0}     38    1
6     882   225   228  0.525561  {1,0,0}     34    1
18    890    53    55  0.859954  {0,3,0}     27    1
92    891   119   120  0.358771  {0,1,0}     27    0
12    892    31    32  0.903707  {0,2,0}     26    0
51    897     3    15  0.992582  {1,0,0}     34    1
0     897   102   111  0.073299  {0,1,0}     28    1
5     898   143   144  0.438214  {1,1,0}     34    1
117   900   136   137  0.886000  {0,3,0}     34    1
109   904    89    97  0.045907  {0,2,0}     37    0
14    909   125   152  0.181316  {0,2,0}     31    1
106   910   154   157  0.683621  {1,1,0}     26    1
77    927   158   159  0.403431  {1,0,0}     27    1
88    928   143   145  0.353970  {0,2,0}     36    1
23    931    23   150  0.058681  {0,1,0}     40    1
60    935   216   217  0.340066  {0,1,0}     27    0
116   939    89    90  0.544827  {1,0,0}     40    1
102   946   117   121  0.563689  {1,1,0}     38    1
97    947    58    59  0.254086  {0,3,0}     23    1
37    948   151   153  0.627236  {1,2,0}     29    1
31    954   227   229  0.435388  {0,1,1}     32    0
112   969   209   216  0.030386  {0,3,0}     23    0
81    995    19    20  0.516653  {0,2,0}     27    1
39   1003   184   188  0.903787  {0,2,0}     31    1
121  1005   152   155  0.988110  {0,0,1}     31    0
43   1008    67    69  0.848040  {0,0,1}     29    0
100  1013   106   118  0.641326  {0,1,1}     20    1
52   1023    47    64  0.614563  {1,1,0}     29    1
95   1028   192   193  0.860428  {0,3,0}     22    0
114  1028    65    66  0.635824  {1,0,0}     34    0
42   1040   150   151  0.345103  {0,3,0}     20    0
96   1059    59    60  0.548718  {1,1,0}     25    1
110  1077   202   209  0.377783  {1,1,0}     32    1
35   1078   209   216  0.684875  {0,2,0}     21    0
27   1099    17    22  0.988236  {0,1,0}     34    1
53   1099   206   207  0.184654  {0,1,0}     30    1
98   1103    49    56  0.442865  {1,0,0}     27    1
72   1122   135   136  0.822956  {0,2,0}     33    1
71   1127   217   219  0.605432  {0,1,0}     36    1
85   1135   157   163  0.396314  {0,2,0}     37    0
24   1135    74    75  0.825096  {1,0,0}     29    1
30   1136   208   209  0.433757  {0,2,0}     22    1
91   1138   156   162  0.375053  {0,1,0}     31    1
67   1146    31    38  0.389992  {1,0,0}     33    1
125  1158   249   252  0.977921  {0,0,1}     37    0
