map EGL-G1-C
fac 5 10 {0,45,155,175,171}
hosp 1 {0}
n_ALS 6 1 {2:0,3:45,1:175}
n_BLS 17 1 {7:0,1:45,2:155,6:175,1:171}
n_CLS 10 0 {1:0,1:45,4:155,1:175,3:171}
      c_m  head  tail      c_af      c_d  c_tau  c_h
6       4   108   109  0.656024  {0,1,1}     33    1
105     7   129   136  0.094241  {1,0,0}     34    1
101    16    66    67  0.204105  {0,1,0}     28    1
118    20    23    86  0.675540  {0,0,1}     25    0
126    23   146   147  0.243202  {1,1,0}     39    1
16     37    65    91  0.039371  {1,1,0}     26    1
48     47   129   130  0.258591  {0,1,0}     26    0
120    49   115   116  0.151774  {1,0,0}     40    1
64     58   104   106  0.182448  {0,2,0}     34    1
59     79    48    49  0.396134  {1,2,0}     39    1
43     87     7    30  0.889754  {0,2,0}     22    0
63     93   153   156  0.902013  {0,2,0}     35    0
119    99   226   231  0.227651  {1,0,0}     25    1
56    133   197   198  0.925782  {0,2,0}     26    1
2     219     4    22  0.804427  {0,1,1}     25    1
97    263   157   159  0.621568  {1,1,0}     24    1
26    280   240   242  0.340123  {0,1,0}     27    0
35    283     9    10  0.295945  {0,1,0}     26    1
30    287   106   107  0.743584  {0,2,0}     20    0
32    343   104   106  0.923592  {0,2,0}     32    1
75    363   121   123  0.967143  {0,3,0}     20    1
71    369   129   130  0.000114  {0,3,0}     33    0
89    398     3    15  0.057138  {0,3,0}     29    1
104   441   184   185  0.502619  {1,0,0}     26    1
83    448   171   172  0.821369  {0,1,0}     24    1
18    461    93    94  0.615750  {0,1,1}     31    0
61    495    62    63  0.591887  {1,1,0}     21    1
17    496    20    21  0.398926  {0,3,0}     36    1
44    514   244   248  0.050614  {1,1,0}     30    1
52    518     0     1  0.637210  {0,1,0}     33    0
88    524    54    58  0.930216  {1,0,0}     38    1
45    534     8     9  0.026060  {0,0,1}     26    0
109   536    14    15  0.621117  {1,0,0}     27    1
0     542    16    18  0.285381  {0,1,0}     21    1
86    554    93    94  0.802496  {0,1,0}     35    0
66    559   124   151  0.092339  {1,1,0}     34    1
42    567   136   137  0.870938  {0,2,0}     30    1
123   568   151   154  0.171871  {0,1,0}     31    1
20    570     5    23  0.873531  {1,1,0}     24    1
7     599   115   122  0.080285  {1,1,0}     23    1
40    605    24    25  0.877242  {1,0,0}     31    1
15    609     1     2  0.182334  {0,2,0}     26    1
67    619   140   141  0.943856  {0,1,0}     32    0
122   624   104   105  0.599852  {0,0,1}     25    1
107   636   212   243  0.033868  {0,1,0}     25    1
96    638   174   176  0.776096  {0,1,0}     25    0
76    640   212   218  0.238619  {1,0,0}     27    1
5     643    17    22  0.236553  {0,2,0}     20    1
24    655    79    80  0.331390  {0,3,0}     40    1
29    661   106   108  0.302660  {0,2,0}     20    1
4     665     5    23  0.325148  {0,2,0}     34    1
27    666   228   229  0.792595  {0,3,0}     31    1
68    668   105   107  0.146671  {0,2,0}     33    1
11    673    36    38  0.120964  {0,1,1}     27    1
14    677   179   180  0.701139  {0,0,1}     27    0
33    709    50    51  0.825750  {0,0,1}     27    1
91    709    65    91  0.934173  {0,1,0}     31    0
116   710   101   110  0.272211  {0,2,0}     36    1
92    713   132   134  0.991000  {0,1,0}     37    0
121   731   131   132  0.785502  {1,1,0}     39    1
53    739   169   170  0.622399  {0,2,0}     20    0
50    740    11    42  0.693833  {1,1,0}     33    1
54    744   158   159  0.674794  {1,1,0}     28    1
41    744   106   108  0.024712  {0,2,0}     36    0
102   753    81    82  0.948565  {0,2,0}     34    1
