map EGL-G2-B
fac 5 10 {0,148,110,21,47}
hosp 2 {0,42}
n_ALS 6 1 {2:0,3:21,1:47}
n_BLS 21 1 {6:0,5:148,3:110,3:21,4:47}
n_CLS 8 0 {2:0,2:110,3:21,1:47}
      c_m  head  tail      c_af      c_d  c_tau  c_h
0      23    96    98  0.422311  {1,2,0}     35    1
27     30   217   219  0.322677  {0,1,0}     32    0
14     47   225   226  0.325255  {1,1,0}     39    1
102    73   216   217  0.429851  {0,2,0}     24    1
109    97   225   228  0.274788  {0,2,0}     34    1
127   111   122   123  0.983984  {0,1,0}     36    1
78    118    81    82  0.596833  {0,1,0}     23    0
30    123   109   110  0.063432  {0,3,0}     33    1
103   195   180   181  0.534544  {0,2,0}     26    0
10    212    17    22  0.532277  {0,1,0}     30    1
106   288     2     3  0.489905  {0,3,0}     32    1
26    315   111   114  0.675071  {1,1,0}     24    1
20    318     4    22  0.329793  {0,3,0}     36    0
45    329   211   212  0.116017  {0,0,1}     21    1
16    376   204   205  0.729396  {0,1,0}     31    1
79    386    91    92  0.840084  {1,0,0}     35    1
11    388   223   224  0.283644  {0,1,1}     32    1
100   419   128   139  0.206571  {0,1,0}     37    1
2     425    91    92  0.486042  {1,1,0}     35    1
123   426    92    93  0.065775  {1,1,0}     26    1
117   434   206   207  0.043656  {0,3,0}     37    1
92    456   105   106  0.061487  {0,2,0}     35    1
124   475   233   235  0.168663  {0,3,0}     25    1
52    475    82    83  0.520407  {0,2,0}     26    1
28    484   128   139  0.205671  {0,1,0}     24    0
115   485    81    82  0.709422  {0,2,0}     32    1
47    486   170   171  0.456289  {0,3,0}     22    1
1     486   121   155  0.875128  {0,3,0}     22    0
95    488   142   143  0.901062  {0,2,0}     29    1
37    507   242   243  0.928026  {0,2,0}     30    0
33    513   163   168  0.497400  {0,2,0}     35    1
57    538   116   123  0.330224  {1,1,0}     25    1
42    539    16    17  0.255752  {0,1,0}     35    0
18    558   248   249  0.683680  {0,1,1}     24    1
86    559   130   137  0.141366  {1,0,0}     24    1
41    581     1    12  0.224558  {0,3,0}     30    1
38    601   219   220  0.632081  {0,2,0}     37    0
62    603     0    21  0.128362  {1,0,0}     29    1
51    603    82    83  0.742525  {1,0,0}     27    1
12    604    10    11  0.945619  {0,1,0}     28    0
3     618    97   112  0.252115  {1,0,0}     21    1
66    625    90    92  0.792714  {1,1,0}     40    1
25    627    11    42  0.448600  {0,1,1}     24    1
72    628   236   237  0.873797  {0,2,0}     40    1
49    632   141   142  0.630580  {0,1,0}     37    0
68    637    65    66  0.599132  {0,3,0}     27    1
110   638   150   151  0.327624  {1,1,0}     21    1
118   646   152   155  0.727540  {0,3,0}     39    1
55    671   227   229  0.718295  {0,3,0}     34    0
32    678   135   147  0.691253  {1,0,0}     35    1
48    686   165   166  0.395167  {0,0,1}     28    1
105   700    36    37  0.911944  {0,1,0}     20    0
73    702    92    93  0.961817  {0,2,0}     23    0
61    715   210   211  0.380619  {0,1,0}     30    0
93    716   186   188  0.259685  {0,1,0}     21    1
70    718    56    57  0.177594  {0,2,0}     35    0
53    730     8     9  0.771037  {0,2,0}     35    1
125   735   190   192  0.706328  {1,1,0}     40    1
114   738   101   112  0.057791  {0,1,0}     28    1
111   752   243   245  0.151885  {0,3,0}     22    1
81    755   227   229  0.998087  {0,2,0}     31    1
6     761   145   146  0.566399  {1,0,0}     27    1
46    763    36    39  0.699589  {1,1,0}     23    1
113   769   135   147  0.575901  {1,2,0}     37    1
121   776    46    47  0.754205  {0,2,0}     38    1
29    789    16    17  0.856823  {0,1,0}     25    1
13    791   253   254  0.471262  {0,0,1}     29    1
80    800   251   254  0.508752  {0,0,1}     38    0
36    815   174   182  0.660584  {0,1,0}     29    1
35    830   211   212  0.607755  {0,1,1}     34    0
60    852    23   171  0.023855  {0,3,0}     22    1
21    863   216   217  0.064568  {0,3,0}     39    0
112   878   111   114  0.861533  {1,0,0}     36    1
63    894     4    22  0.537862  {0,3,0}     27    1
50    913    45    46  0.058835  {1,0,0}     32    1
58    920    63    64  0.482471  {1,1,0}     35    1
43    920   105   107  0.658881  {0,3,0}     30    0
23    935   129   130  0.643374  {0,2,0}     27    1
94    935   197   200  0.014592  {0,1,0}     22    0
91    939   105   106  0.889783  {0,3,0}     24    0
65    960    85   101  0.763956  {0,2,0}     20    1
67    962    47    64  0.887408  {0,2,0}     35    1
76    963   184   185  0.491307  {1,1,0}     26    1
126   964    51    52  0.665146  {0,2,0}     40    1
56    977    31    38  0.057662  {0,2,0}     40    1
85    978    76    77  0.177246  {0,1,0}     25    1
19    991   195   248  0.395023  {0,2,0}     23    1
89    995    82    85  0.084755  {0,3,0}     34    1
4    1021    65    66  0.331533  {1,1,0}     37    1
22   1024    39    73  0.170401  {0,1,0}     38    0
24   1024    90    92  0.991510  {0,3,0}     36    0
98   1034    66    67  0.943972  {0,1,0}     27    0
5    1036   161   165  0.781336  {0,1,0}     26    0
74   1044   210   215  0.797555  {0,1,0}     32    1
54   1067    95    96  0.979637  {1,0,0}     27    1
83   1067    69    80  0.845697  {0,2,0}     20    1
96   1069    29    31  0.073775  {1,0,0}     29    1
