map EGL-G2-D
fac 5 10 {0,22,208,38,147}
hosp 1 {0}
n_ALS 5 1 {1:0,1:22,1:208,1:38,1:147}
n_BLS 19 1 {2:0,3:22,3:208,5:38,6:147}
n_CLS 9 0 {6:0,1:22,2:147}
      c_m  head  tail      c_af      c_d  c_tau  c_h
14     21   116   117  0.177847  {1,0,0}     34    1
2      91    73    74  0.266135  {0,1,0}     27    1
90     95    40    41  0.060849  {0,1,0}     23    1
27    134    42    43  0.081661  {1,1,0}     28    1
58    146    42    43  0.826932  {0,3,0}     24    1
84    156    11    42  0.975958  {0,3,0}     37    0
126   162   130   137  0.691964  {0,3,0}     35    1
47    182   250   251  0.923745  {0,3,0}     31    0
67    187   251   252  0.420746  {0,3,0}     23    1
69    229    59    60  0.248015  {1,1,0}     28    1
5     287   253   254  0.413294  {0,3,0}     36    1
16    373    12    16  0.162169  {0,2,0}     27    1
31    376    69    80  0.950336  {0,1,0}     29    0
62    435   244   253  0.949441  {0,1,0}     29    0
93    449   159   160  0.896523  {0,0,1}     40    1
114   476   158   160  0.646068  {1,1,0}     21    1
110   481   156   157  0.766471  {0,2,0}     32    1
9     483   121   122  0.876681  {0,1,0}     23    1
22    496   252   253  0.432898  {0,3,0}     29    0
106   516   190   191  0.777967  {1,0,0}     25    1
116   533   166   178  0.495883  {0,2,0}     31    0
68    563   103   111  0.246607  {0,1,0}     28    1
63    572   228   230  0.609077  {0,1,0}     31    0
19    577    81    82  0.649837  {1,1,0}     20    1
59    590   164   165  0.808222  {0,1,0}     34    0
122   593   217   219  0.662848  {1,1,0}     36    1
8     599     0     1  0.534259  {0,2,0}     35    0
18    608   126   127  0.102551  {0,1,0}     28    1
61    614   132   133  0.349907  {1,0,0}     25    1
111   626   170   171  0.759428  {1,1,0}     25    1
120   626   166   178  0.605494  {0,2,0}     24    0
82    656    61    65  0.830566  {1,0,0}     40    1
53    663    71    73  0.751950  {0,2,0}     40    0
102   686    65    66  0.071441  {0,3,0}     36    1
13    693    17    19  0.258796  {1,0,0}     37    0
28    694    40    41  0.924177  {1,1,0}     28    1
91    700   193   194  0.307005  {0,2,0}     32    1
25    703   185   187  0.730449  {1,0,0}     31    1
29    705   236   238  0.751374  {0,1,1}     36    0
115   717    18    20  0.958913  {0,1,0}     30    1
105   719    74    76  0.869711  {1,0,0}     32    1
38    720   179   180  0.871900  {1,1,0}     24    1
75    742    23   150  0.275565  {0,2,0}     36    0
21    742    90    92  0.102992  {0,2,0}     26    0
36    744    23    87  0.635419  {0,1,1}     26    0
71    747   180   181  0.251834  {0,1,0}     35    1
7     750    99   132  0.572497  {0,1,0}     31    0
6     751   217   218  0.427741  {1,1,0}     30    1
42    762   220   221  0.911875  {0,1,1}     26    0
32    769    83    84  0.699008  {0,1,0}     38    1
43    812    11    42  0.499959  {0,1,0}     21    0
123   813    35    36  0.908526  {0,1,1}     23    0
103   821    89    97  0.601154  {0,0,1}     25    0
3     825   116   117  0.584644  {0,2,0}     40    0
76    831    12    16  0.884472  {0,2,0}     21    1
108   832   158   159  0.466326  {0,3,0}     28    0
46    838    85   101  0.954524  {0,2,0}     38    1
35    848   193   194  0.347532  {0,2,0}     32    1
45    854   170   174  0.486578  {0,1,0}     20    1
