map EGL-G1-A
fac 5 10 {0,128,216,228,179}
hosp 3 {0,77,157}
n_ALS 10 1 {2:0,2:216,3:228,3:179}
n_BLS 19 1 {1:0,7:128,3:216,7:228,1:179}
n_CLS 6 0 {4:0,1:128,1:216}
      c_m  head  tail      c_af      c_d  c_tau  c_h
27     12    73    75  0.071472  {0,2,0}     39    1
20     23   132   134  0.482053  {0,1,0}     23    1
48     30    10    41  0.817189  {1,0,0}     34    1
91     32   193   194  0.291263  {0,1,0}     23    1
53     42   128   129  0.494240  {0,3,0}     29    1
46     46   132   133  0.484429  {1,0,0}     23    1
35     60   157   158  0.312751  {1,2,0}     39    1
34     64   146   147  0.890741  {0,1,1}     31    0
103    70   132   134  0.187924  {0,2,0}     25    1
26     78   204   205  0.908418  {0,2,0}     35    1
40     92   228   230  0.047329  {0,2,0}     28    1
52    105   216   217  0.446648  {0,1,0}     35    1
92    107   142   144  0.348156  {0,3,0}     31    0
115   119   138   139  0.116054  {0,1,0}     27    1
8     178    48    49  0.140814  {1,0,0}     37    1
64    211   191   194  0.878471  {0,2,0}     27    0
4     228   175   176  0.654454  {0,2,0}     35    1
11    254    13    14  0.575270  {0,1,0}     24    1
89    258    83    84  0.222508  {0,2,0}     39    0
56    260   128   137  0.647420  {0,2,0}     34    1
106   276    35    36  0.193503  {0,1,0}     26    0
5     383    22    24  0.175327  {0,2,0}     26    1
23    398   100   111  0.917470  {1,0,0}     29    0
32    428   129   136  0.904171  {0,1,0}     28    1
17    452    65    91  0.089775  {0,2,0}     23    0
127   476    93    94  0.279708  {1,1,0}     35    1
37    482    28    29  0.987571  {0,2,0}     21    0
54    483   103   113  0.452049  {0,3,0}     21    0
113   511    53    55  0.208121  {0,1,0}     25    0
100   513   185   192  0.326766  {1,1,0}     34    1
105   514   136   137  0.909143  {1,0,0}     38    1
30    526    37    74  0.876906  {0,1,0}     40    0
0     530   146   147  0.736139  {1,1,0}     28    1
43    536    81    84  0.160112  {0,1,0}     26    0
82    536   199   201  0.445737  {0,1,0}     20    0
45    554    96   114  0.545639  {1,1,0}     24    1
69    555    58    59  0.069555  {0,1,0}     23    1
21    563   189   241  0.765787  {1,0,0}     37    1
102   582   198   200  0.575969  {1,1,0}     28    1
79    585    46    47  0.294376  {0,1,0}     35    1
85    590   219   221  0.591603  {0,1,0}     22    1
80    590   185   192  0.862753  {1,0,0}     27    1
75    608   160   163  0.430396  {0,1,0}     26    1
108   618    37    74  0.160175  {0,1,0}     28    1
88    621   151   154  0.080450  {1,3,0}     40    1
86    626   219   220  0.382933  {0,1,0}     22    0
107   643   132   133  0.601290  {0,2,0}     21    0
65    646   204   209  0.156507  {1,1,0}     39    1
51    654    24    25  0.373973  {1,1,0}     24    1
95    655   244   249  0.550058  {0,2,0}     33    0
9     657   237   238  0.970382  {0,1,0}     20    0
16    661    91    92  0.945576  {0,0,1}     33    0
111   662    97   126  0.612400  {0,2,0}     37    0
83    667   190   192  0.985148  {0,2,0}     21    0
33    668   118   119  0.763548  {0,1,0}     21    1
42    673   177   178  0.062245  {1,1,0}     26    1
71    673     5    26  0.692308  {1,0,0}     27    1
84    678   155   161  0.555554  {0,2,0}     20    1
118   679   139   140  0.299044  {0,1,0}     26    1
57    693   124   149  0.820923  {1,0,0}     28    1
39    722   164   165  0.065570  {0,1,1}     27    1
93    731   228   229  0.821072  {1,0,0}     25    1
41    733    10    41  0.983248  {0,3,0}     20    0
49    736    69    78  0.337017  {0,1,0}     37    1
22    739    75    77  0.900599  {0,2,0}     36    0
98    743   152   153  0.637683  {0,3,0}     24    0
124   769   231   236  0.928823  {0,1,0}     40    0
38    771     5    26  0.783141  {0,0,1}     21    1
24    783   102   103  0.582317  {0,1,0}     29    0
104   811   173   181  0.704920  {0,1,1}     28    1
123   821    77    81  0.547781  {0,1,0}     28    0
44    843   156   160  0.638681  {0,3,0}     31    1
47    846    59    71  0.753061  {0,0,1}     32    1
28    861   232   234  0.470216  {0,2,0}     38    0
60    862    81    82  0.863951  {1,1,0}     23    1
121   870   234   235  0.272642  {1,1,0}     34    1
61    871    68    79  0.140401  {0,1,0}     29    1
76    872   234   235  0.901348  {0,1,0}     20    1
90    888   245   246  0.042558  {0,2,0}     27    1
122   890   192   193  0.447896  {1,1,0}     32    1
94    891    80    88  0.107469  {0,2,0}     20    1
10    892   150   152  0.211676  {0,1,0}     35    0
114   901    72    73  0.102454  {1,1,0}     24    1
12    905    57    61  0.630995  {0,0,1}     32    1
97    912   123   124  0.445424  {1,1,0}     20    1
15    914   112   113  0.137177  {1,3,0}     40    1
18    946     5    26  0.188015  {0,1,0}     38    0
19    949   126   127  0.613798  {1,1,0}     29    1
25    953   104   106  0.476392  {0,2,0}     27    1
14    973   125   126  0.254076  {1,3,0}     21    1
31    977   202   203  0.009145  {0,1,1}     22    0
77    978    97   126  0.633279  {1,1,0}     31    1
6     989   173   181  0.047895  {1,1,0}     35    1
78    997    32    34  0.608955  {0,2,0}     23    1
112   999   176   180  0.737698  {0,1,1}     22    1
67    999   210   211  0.788414  {0,3,0}     31    0
55   1002    54    55  0.271535  {0,1,0}     33    1
13   1010     3     4  0.153585  {0,2,0}     36    0
81   1021    14    15  0.889403  {0,1,0}     33    1
87   1033   176   179  0.493788  {1,0,0}     25    1
66   1044    36    37  0.909832  {0,2,0}     21    1
7    1051   149   150  0.581210  {1,0,0}     33    1
59   1053   153   157  0.448713  {0,1,0}     31    1
110  1062   120   121  0.648635  {0,1,0}     27    1
50   1064   112   113  0.756912  {0,2,0}     40    0
1    1080   195   197  0.100001  {1,0,0}     39    1
109  1083   185   186  0.330097  {1,1,0}     24    1
68   1098   199   201  0.960653  {1,0,0}     40    1
62   1116   101   102  0.416305  {0,3,0}     29    1
2    1121   198   200  0.937348  {0,2,0}     22    1
36   1125    59    71  0.506694  {1,0,0}     28    1
29   1128   229   230  0.556738  {0,2,0}     39    1
3    1140   226   227  0.756362  {0,1,0}     26    0
72   1142   101   110  0.230645  {0,1,1}     39    1
63   1183    18    20  0.788583  {0,3,0}     33    0
125  1187   105   117  0.065215  {0,2,0}     20    0
116  1257   124   125  0.163719  {1,1,0}     24    1
99   1273   105   117  0.502914  {0,2,0}     20    0
58   1277    70    71  0.597695  {0,2,0}     37    1
96   1277   137   138  0.917146  {0,3,0}     20    1
120  1313   240   242  0.077184  {0,3,0}     38    1
117  1341    70    72  0.661835  {1,1,0}     37    1
73   1344   199   201  0.908738  {1,1,0}     31    1
101  1344   216   217  0.474368  {1,1,0}     30    1
70   1356    36    37  0.897849  {0,1,0}     31    1
119  1413   204   209  0.090180  {0,1,0}     21    1
126  1415   138   139  0.427331  {0,1,1}     36    0
74   1432    68    79  0.811369  {0,1,0}     27    0
