map EGL-G2-D
fac 5 10 {0,166,134,131,181}
hosp 1 {0}
n_ALS 5 1 {2:166,2:131,1:181}
n_BLS 15 1 {2:0,3:166,5:131,5:181}
n_CLS 10 0 {1:0,2:134,3:131,4:181}
      c_m  head  tail      c_af      c_d  c_tau  c_h
88     50    91    96  0.357357  {1,0,0}     25    1
84     52    54    58  0.899102  {0,1,0}     40    1
65     53   221   222  0.057125  {1,0,0}     34    1
11     60     0     1  0.847952  {0,1,0}     36    1
22     73   137   138  0.713304  {0,3,0}     39    1
97     80    90    91  0.053127  {0,2,0}     22    1
115    85   135   136  0.608357  {0,3,0}     34    0
93    109   113   115  0.609151  {1,0,0}     37    1
35    112   225   228  0.803962  {1,2,0}     30    1
63    146    50    52  0.227825  {0,1,0}     35    1
12    153     9    34  0.686419  {1,1,0}     31    1
64    170    70    79  0.368393  {0,1,0}     33    1
81    195     9    34  0.813817  {1,2,0}     30    1
2     229   246   247  0.992949  {0,3,0}     26    0
16    248   201   202  0.513522  {0,1,0}     39    0
126   277    55    56  0.525359  {0,1,0}     22    1
53    305   129   130  0.729415  {0,2,0}     29    0
21    362    71    73  0.700340  {0,1,0}     23    0
66    366    95    99  0.655161  {0,3,0}     34    0
107   378   141   142  0.190370  {1,0,0}     38    1
49    408    59    60  0.023559  {0,3,0}     40    1
6     433    83    84  0.489078  {0,3,0}     24    1
117   434    69    80  0.227051  {0,1,0}     24    1
96    449   205   208  0.169853  {0,1,1}     35    1
78    480    59    72  0.289703  {0,2,0}     31    1
71    485   121   155  0.471826  {0,1,0}     37    1
79    486   209   216  0.479054  {0,2,0}     34    0
87    508    61    65  0.556288  {0,1,0}     36    1
51    508   126   150  0.724740  {0,3,0}     27    0
46    511    71    72  0.006200  {1,0,0}     23    1
61    521   131   132  0.814195  {0,1,0}     25    1
37    525    89    90  0.321129  {0,2,0}     25    0
95    540   117   121  0.442385  {0,2,0}     30    1
0     540   176   177  0.424818  {1,1,0}     29    1
123   542   247   249  0.735523  {0,0,1}     37    1
48    544   107   108  0.926589  {0,3,0}     33    1
106   553    19    25  0.434726  {1,0,0}     40    1
89    558    82    85  0.476484  {0,1,0}     29    1
4     578   235   236  0.102140  {0,1,0}     34    1
111   613    97   112  0.542810  {0,1,1}     26    1
72    613    84    85  0.654466  {0,2,0}     21    0
75    621    59    60  0.681656  {0,2,0}     34    1
85    632   118   119  0.857770  {1,0,0}     20    1
100   648    19    20  0.160343  {0,2,0}     36    1
105   648   127   128  0.492501  {0,2,0}     35    1
120   652   209   216  0.008154  {0,1,0}     31    1
67    653    89    97  0.487151  {0,1,0}     32    1
92    667    47    64  0.272240  {0,1,1}     40    1
77    672   130   131  0.761539  {1,0,0}     25    1
19    677    15    17  0.661347  {0,1,0}     37    1
30    678   186   188  0.979507  {0,2,0}     36    1
44    698   210   215  0.893252  {1,1,0}     37    1
70    701    12    16  0.823500  {0,2,0}     39    0
24    702    37    75  0.690294  {0,3,0}     39    1
28    716     3    15  0.985337  {1,0,0}     32    1
103   718   253   254  0.210372  {1,1,0}     32    1
10    736   111   114  0.598101  {0,1,0}     36    0
38    737   127   128  0.910358  {0,2,0}     38    1
27    754   122   124  0.781242  {0,1,1}     20    1
101   757   210   215  0.922053  {0,1,0}     25    0
14    760   202   209  0.256061  {1,0,0}     32    1
90    790   111   114  0.789827  {1,1,0}     35    1
98    808   239   243  0.757836  {0,1,0}     34    1
15    827   179   180  0.018038  {1,0,0}     37    1
3     862   225   226  0.599348  {0,1,0}     30    0
76    869   248   249  0.820154  {0,3,0}     30    1
33    873    83    84  0.151876  {0,2,0}     30    0
125   885   227   231  0.671822  {0,2,0}     20    0
118   888    12    16  0.029031  {0,0,1}     22    0
52    905   188   189  0.129140  {0,2,0}     34    1
42    906   118   119  0.916409  {0,1,0}     32    0
7     907     9    10  0.402522  {0,1,0}     35    0
43    912   244   253  0.259268  {0,2,0}     38    1
54    921    82    85  0.289732  {0,2,0}     28    0
122   938   143   145  0.400265  {0,2,0}     27    0
99    940   145   148  0.917049  {1,0,0}     32    1
127   946   127   128  0.791668  {0,1,0}     22    1
108   964    12    13  0.748712  {1,0,0}     26    1
