map EGL-G2-C
fac 5 10 {0,114,138,124,106}
hosp 3 {0,54,29}
n_ALS 8 1 {3:0,1:114,2:138,1:124,1:106}
n_BLS 19 1 {5:0,5:114,3:138,2:124,4:106}
n_CLS 9 0 {2:0,3:114,1:138,1:124,2:106}
      c_m  head  tail      c_af      c_d  c_tau  c_h
111     9   227   231  0.212545  {0,1,0}     26    1
94     64   161   164  0.830276  {0,2,0}     33    1
17     87   125   152  0.713516  {0,1,0}     36    0
23     93    54    58  0.641726  {0,2,0}     21    1
64    114     8    33  0.276640  {1,0,0}     34    1
51    142    49    56  0.324335  {0,3,0}     36    1
71    181    81    89  0.465218  {1,0,0}     24    1
109   291   170   171  0.710564  {0,1,0}     24    0
74    330   174   189  0.655521  {1,0,0}     29    1
105   359    32    34  0.257337  {0,2,0}     37    0
32    365   159   161  0.871395  {0,3,0}     30    1
3     366   196   198  0.655299  {1,0,0}     28    1
47    376   130   137  0.347285  {0,3,0}     27    0
79    450   250   251  0.273787  {0,1,1}     35    1
18    453    36    37  0.995026  {0,3,0}     37    1
53    456   250   251  0.582472  {1,0,0}     23    1
99    461   226   251  0.790026  {1,1,0}     32    1
72    477   153   154  0.045233  {0,1,0}     40    0
27    486   138   139  0.203487  {0,1,1}     39    1
5     486    40    41  0.361525  {0,2,0}     24    1
55    492    39    40  0.409237  {0,1,0}     37    1
25    494   175   176  0.453689  {0,1,1}     29    1
123   507    30    33  0.845511  {0,1,0}     28    1
63    516    23    87  0.031801  {1,1,0}     32    1
66    518   233   235  0.255088  {1,1,0}     30    1
6     535    89    90  0.266135  {1,1,0}     23    1
7     549   203   204  0.862646  {0,1,0}     31    0
115   552   102   103  0.845249  {1,1,0}     30    1
85    554   106   108  0.756918  {0,2,0}     23    1
49    555   248   249  0.268596  {0,1,0}     21    0
0     559    99   100  0.930498  {0,1,1}     27    1
57    562   177   181  0.680449  {0,2,0}     26    1
62    575    51    52  0.193727  {0,1,0}     24    1
96    590    27    30  0.495595  {0,0,1}     27    0
127   597    24    26  0.579155  {1,0,0}     24    1
28    603   139   140  0.195234  {0,1,0}     38    0
15    626   116   117  0.247550  {0,1,1}     27    0
67    657   206   207  0.363893  {1,0,0}     32    1
24    660    54    55  0.964440  {0,2,0}     24    1
60    680   250   251  0.625246  {0,1,0}     22    1
35    685   206   207  0.675567  {0,1,0}     29    1
98    698    74    76  0.783210  {0,3,0}     34    0
120   710   194   242  0.343348  {0,2,0}     28    1
106   725   217   219  0.629722  {0,2,0}     23    1
14    741    35    36  0.479528  {0,0,1}     35    1
122   741   249   252  0.922338  {0,1,0}     27    0
75    745    51    52  0.895900  {1,0,0}     36    1
12    757    89    90  0.875797  {0,1,0}     27    1
76    762    82    83  0.966058  {0,2,0}     21    1
78    773    30    33  0.901734  {0,1,0}     34    1
100   779   213   215  0.932358  {1,1,0}     38    1
102   792    24    26  0.286980  {1,1,0}     20    1
43    793   185   186  0.395190  {0,0,1}     21    1
110   795   121   155  0.662912  {0,2,0}     25    1
125   816   244   253  0.101903  {1,0,0}     37    1
8     835   105   107  0.118980  {0,1,0}     40    1
59    840    40    41  0.657199  {0,3,0}     37    1
42    848    70    79  0.617499  {0,1,1}     32    0
88    851   202   209  0.877100  {0,2,0}     20    1
89    852   125   126  0.215633  {0,2,0}     33    1
2     866   251   252  0.080753  {0,2,0}     21    1
84    875    63    65  0.787408  {0,2,0}     30    0
56    890    73    74  0.822163  {1,0,0}     39    1
4     902     7    30  0.719423  {1,0,0}     34    1
119   903   104   114  0.544984  {0,3,0}     34    1
