map EGL-G1-B
fac 5 10 {0,58,108,10,136}
hosp 3 {0,245,139}
n_ALS 7 1 {1:0,1:58,2:108,2:10,1:136}
n_BLS 16 1 {5:0,1:58,4:108,4:10,2:136}
n_CLS 8 0 {1:0,1:58,4:10,2:136}
      c_m  head  tail      c_af      c_d  c_tau  c_h
96      2    54    58  0.334254  {1,0,0}     32    1
11     10    19    25  0.604686  {0,2,0}     22    0
127    20   222   223  0.224788  {0,3,0}     27    1
33     40    39    40  0.789985  {1,1,0}     35    1
112    40    94    95  0.009393  {0,2,0}     26    1
98     84    50    53  0.942027  {0,3,0}     34    1
3     123    90    95  0.070506  {0,1,0}     30    1
61    139     7     8  0.591650  {0,2,0}     34    0
79    196   192   193  0.510845  {0,1,0}     34    1
121   215    27    28  0.399010  {0,1,0}     35    0
83    221   207   209  0.032926  {1,1,0}     36    1
70    244    88    89  0.355970  {0,1,0}     20    0
15    275    12    16  0.991377  {0,1,1}     35    1
10    353   144   147  0.160406  {0,3,0}     35    1
36    364     0     1  0.004280  {1,3,0}     38    1
23    386    70    72  0.597718  {0,1,0}     38    1
40    389    46    47  0.603840  {0,1,1}     26    1
14    399   155   156  0.935387  {1,0,0}     29    1
87    437    66    68  0.365780  {1,1,0}     26    1
101   445    80    81  0.725965  {1,0,0}     25    1
119   447     2     3  0.160437  {0,2,0}     25    1
86    457   198   199  0.655798  {0,2,0}     39    1
92    485   212   218  0.401620  {0,3,0}     29    0
67    485    43    45  0.782175  {0,1,0}     24    0
46    486   127   128  0.503365  {0,1,0}     36    1
49    491   145   146  0.654142  {0,2,0}     24    1
16    500    90    91  0.054820  {0,2,0}     33    1
1     506   116   118  0.580821  {0,3,0}     23    1
91    520   163   164  0.174737  {0,2,0}     23    1
13    520    97   126  0.205697  {0,0,1}     23    0
82    527    70    72  0.706123  {0,1,0}     35    1
120   528    56    57  0.244227  {0,2,0}     36    0
75    537    86    87  0.032060  {1,1,0}     32    1
62    551   158   160  0.233727  {0,1,0}     37    1
