map EGL-G1-E
fac 5 10 {0,10,211,25,154}
hosp 2 {0,61}
n_ALS 7 1 {2:0,3:10,2:25}
n_BLS 23 1 {4:0,4:10,6:211,5:25,4:154}
n_CLS 10 0 {1:0,3:10,2:211,1:25,3:154}
      c_m  head  tail      c_af      c_d  c_tau  c_h
116     0   145   146  0.489836  {0,2,0}     30    1
36      8   234   236  0.367328  {0,3,0}     29    0
73     20    92    93  0.649513  {1,0,0}     25    1
91     40   191   194  0.202605  {0,1,0}     27    1
108    46   174   176  0.333794  {0,2,0}     23    0
105    48    78    79  0.472520  {0,2,0}     25    1
43     72    13    14  0.183515  {0,1,0}     25    1
10    119    98   131  0.686188  {0,2,0}     26    1
42    124    63    64  0.182769  {0,3,0}     40    0
72    136   140   141  0.080615  {1,1,0}     35    1
12    156    12    13  0.230888  {0,3,0}     33    1
53    162   140   141  0.927899  {0,1,0}     30    1
67    202   244   249  0.938661  {0,1,1}     40    0
48    234    85    86  0.715345  {1,1,0}     36    1
85    378   115   122  0.233306  {0,3,0}     34    1
27    383    14    15  0.894801  {1,1,0}     21    1
87    397   140   141  0.176479  {0,1,0}     24    1
25    400     8    33  0.691749  {0,1,0}     32    1
33    400   225   248  0.282508  {0,2,0}     22    1
34    403   161   162  0.330839  {0,1,0}     30    1
62    444   150   152  0.715301  {0,3,0}     26    1
76    446    71    72  0.127193  {1,1,0}     30    1
23    453   100   101  0.149606  {0,0,1}     25    1
7     462   191   194  0.476880  {1,0,0}     20    1
64    498   175   176  0.096889  {0,2,0}     28    1
107   531   223   224  0.187240  {1,3,0}     27    1
37    541    68    69  0.187299  {0,1,0}     37    0
113   550   198   199  0.846368  {1,0,0}     40    1
5     553   144   145  0.530497  {0,0,1}     36    1
84    558   210   211  0.484551  {1,1,0}     38    1
88    566    31    38  0.677850  {1,0,0}     32    1
63    566   192   193  0.849087  {0,3,0}     24    1
124   595   216   217  0.654612  {0,0,1}     40    1
104   615   121   123  0.182910  {0,2,0}     21    1
120   615    95    97  0.053078  {0,1,1}     25    1
52    616   169   173  0.762208  {1,1,0}     39    1
118   647   212   218  0.023850  {0,1,0}     27    1
18    650    66    67  0.606407  {1,2,0}     35    1
74    651   164   165  0.620629  {1,1,0}     27    1
96    659   204   209  0.344462  {0,1,0}     37    1
92    669    98   130  0.020908  {0,2,0}     40    1
117   679    66    67  0.702447  {0,0,1}     30    1
45    697   146   147  0.130432  {0,3,0}     37    0
21    706    98   131  0.660855  {0,2,0}     40    1
123   720     5    23  0.660053  {0,1,0}     37    1
29    729   191   193  0.811707  {0,0,1}     40    1
60    731   242   245  0.504557  {0,2,0}     34    1
47    738   244   245  0.111288  {0,0,1}     28    1
78    744    13    14  0.999599  {1,2,0}     25    1
71    762     7     8  0.656641  {0,1,0}     24    1
49    766   106   108  0.761093  {0,3,0}     29    1
11    772     9    34  0.744591  {1,1,0}     33    1
26    778   121   122  0.853584  {1,0,0}     35    1
102   778   125   126  0.033469  {0,3,0}     32    1
77    782    23   229  0.251463  {0,1,0}     27    0
3     798   117   118  0.940588  {0,1,0}     22    0
68    799    35    36  0.860573  {0,2,0}     38    1
8     804   220   222  0.059991  {1,1,0}     32    1
9     805    32    34  0.406008  {0,1,0}     39    0
109   805    53    54  0.811338  {0,1,0}     31    1
97    814   157   159  0.440563  {0,1,1}     39    1
32    814   191   194  0.086373  {0,1,0}     37    0
24    827    11    42  0.437025  {0,3,0}     32    1
99    830   147   148  0.613645  {0,3,0}     32    1
