map EGL-G2-A
fac 5 10 {0,190,26,34,7}
hosp 1 {0}
n_ALS 8 1 {2:0,1:190,3:26,2:34}
n_BLS 23 1 {7:0,4:190,6:26,3:34,3:7}
n_CLS 6 0 {3:190,2:34,1:7}
      c_m  head  tail      c_af      c_d  c_tau  c_h
105    22    13    14  0.486611  {0,3,0}     36    1
45     64    31    38  0.137873  {1,3,0}     32    1
83    112   223   224  0.598065  {1,0,0}     25    1
67    184   223   224  0.773437  {1,0,0}     24    1
70    297     8     9  0.186671  {0,1,1}     37    1
96    299   113   114  0.307183  {0,3,0}     40    1
65    336    30    33  0.167877  {0,2,0}     37    0
56    352   233   254  0.860533  {0,1,0}     31    1
107   373     9    34  0.082408  {0,2,0}     39    0
20    415   127   128  0.698789  {0,1,1}     35    1
49    422    60    68  0.755308  {0,3,0}     38    1
108   423   193   246  0.536431  {0,3,0}     33    0
14    426     8    33  0.272449  {1,1,0}     22    1
85    432    98   127  0.274739  {0,1,0}     36    0
5     436    23   150  0.377049  {0,1,0}     23    0
41    440    97   112  0.556506  {0,3,0}     37    1
78    440     5    26  0.141446  {0,3,0}     37    0
50    443   102   103  0.407373  {0,1,0}     39    1
80    449   197   200  0.304762  {1,0,0}     38    1
62    483   235   236  0.988790  {0,2,0}     33    1
111   490   128   129  0.632890  {0,1,0}     38    1
68    502   203   204  0.967420  {0,3,0}     35    1
46    508    43    45  0.922096  {1,3,0}     23    1
81    517    39    52  0.228819  {1,1,0}     20    1
114   542   155   156  0.051775  {1,0,0}     27    1
113   543   121   155  0.700368  {0,1,1}     20    1
57    545   236   238  0.366630  {0,3,0}     26    0
44    558   218   225  0.021738  {0,1,0}     29    1
122   567    76    78  0.113941  {0,2,0}     31    0
22    568   179   180  0.226073  {0,2,0}     23    0
79    582    12    13  0.162967  {0,3,0}     30    0
7     584    68    69  0.975383  {0,3,0}     25    1
87    587   177   180  0.820689  {0,1,0}     38    0
17    587    45    46  0.098481  {1,0,0}     25    1
21    590   166   178  0.669865  {0,2,0}     27    1
117   604     4    22  0.134687  {0,2,0}     21    0
97    608   190   192  0.369542  {0,0,1}     27    1
35    623   197   200  0.302153  {1,1,0}     30    1
93    624    66    67  0.772771  {0,3,0}     25    1
104   636   154   157  0.723020  {0,3,0}     27    0
24    637   142   143  0.630790  {0,1,0}     34    1
66    641   117   118  0.376608  {0,1,0}     40    1
54    653    27    30  0.966965  {0,3,0}     28    1
8     658    38    40  0.601039  {0,2,0}     29    0
84    662    97    98  0.056481  {1,0,0}     30    1
72    669   101   102  0.694564  {0,1,1}     33    0
100   672   222   223  0.215767  {0,2,0}     39    1
11    677   234   239  0.962605  {0,2,0}     38    0
