map EGL-G1-D
fac 5 10 {0,219,110,204,105}
hosp 1 {0}
n_ALS 8 1 {3:0,2:204,3:105}
n_BLS 24 1 {6:0,6:219,4:110,2:204,6:105}
n_CLS 10 0 {4:219,3:110,2:204,1:105}
      c_m  head  tail      c_af      c_d  c_tau  c_h
11     11     2     3  0.883469  {1,1,0}     21    1
116    21    27    28  0.655486  {1,1,0}     29    1
95     27    19    25  0.406046  {0,3,0}     26    1
4      38   144   145  0.327137  {1,0,0}     29    1
105    45   220   222  0.263628  {1,1,0}     38    1
71     80   241   242  0.250212  {0,1,0}     38    0
15    105    81    82  0.303125  {1,1,0}     22    1
120   114   231   236  0.036094  {0,3,0}     28    1
124   150    39    40  0.214553  {0,1,0}     26    1
17    150     9    34  0.234766  {1,1,0}     40    1
118   163   156   162  0.597626  {0,2,0}     32    1
119   190   220   222  0.406122  {1,0,0}     24    1
40    199   179   180  0.918398  {0,2,0}     36    1
123   203    15    17  0.460587  {1,1,0}     34    1
36    226    25    26  0.544873  {0,2,0}     30    1
112   227     3    15  0.431884  {1,1,0}     36    1
62    262   227   228  0.851384  {0,1,0}     29    0
22    262   207   208  0.643171  {0,3,0}     22    1
75    274     5     6  0.838706  {1,0,0}     22    1
50    312   152   153  0.554190  {0,1,0}     26    0
44    333   150   152  0.842377  {0,3,0}     29    1
24    341   165   166  0.393223  {0,3,0}     35    0
33    423   137   138  0.783918  {1,0,0}     26    1
8     424    69    78  0.875579  {0,3,0}     31    0
12    435   228   230  0.364514  {0,0,1}     33    1
85    441    80    88  0.627141  {0,0,1}     36    0
69    467   170   171  0.957989  {1,0,0}     33    1
2     480     9    34  0.192302  {1,0,0}     23    1
20    484   123   124  0.346480  {0,1,0}     40    1
54    484    62    63  0.613159  {1,0,0}     20    1
19    548    17    19  0.284991  {0,1,0}     26    1
106   555   163   168  0.177291  {0,1,0}     29    1
125   558   202   203  0.522659  {0,2,0}     39    1
99    560    39    52  0.420186  {0,1,0}     27    1
91    562    17    19  0.674950  {0,1,0}     36    1
0     571   134   135  0.587896  {1,1,0}     40    1
26    589   166   167  0.171583  {1,0,0}     29    1
30    600   222   223  0.613546  {0,2,0}     27    0
107   606    31    38  0.101588  {0,2,0}     32    0
61    606    55    56  0.016698  {0,2,0}     22    1
101   608    31    38  0.924737  {0,1,0}     33    0
78    612   135   145  0.251389  {0,1,0}     29    1
89    619    15    17  0.343256  {0,1,0}     29    1
115   646    16    17  0.177296  {0,1,0}     23    1
102   648    60    67  0.396859  {0,2,0}     22    0
6     653   189   241  0.052480  {0,3,0}     38    0
1     654   191   193  0.644388  {1,1,0}     29    1
127   663     8     9  0.647360  {1,1,0}     24    1
53    672    70    71  0.802909  {0,1,0}     26    1
94    677   222   223  0.470051  {0,1,0}     21    0
103   684   115   116  0.074434  {1,1,0}     29    1
10    692    10    11  0.760983  {0,1,0}     39    0
34    706   152   153  0.964899  {0,3,0}     23    0
42    706   167   175  0.408873  {1,0,0}     23    1
90    733    98    99  0.875101  {1,0,0}     30    1
39    735   137   138  0.135548  {0,2,0}     33    1
126   745    12    16  0.776243  {0,1,0}     31    0
104   745   123   124  0.695081  {1,1,0}     37    1
92    747   142   144  0.817054  {0,0,1}     37    1
51    749    57    61  0.203566  {0,2,0}     36    1
56    756   158   160  0.584211  {0,0,1}     39    0
109   774   132   133  0.818859  {1,2,0}     27    1
45    783   125   126  0.054469  {0,3,0}     34    1
68    787   115   122  0.919765  {1,1,0}     37    1
117   797   178   179  0.474791  {0,2,0}     37    1
98    812   150   152  0.940457  {0,1,0}     33    1
80    812   177   178  0.331917  {0,1,0}     28    1
84    823   140   149  0.792624  {0,1,0}     25    0
72    824   155   156  0.655213  {0,3,0}     40    0
77    829   165   174  0.379879  {0,2,0}     39    1
52    845   115   116  0.226916  {0,0,1}     37    0
31    849   220   222  0.222461  {1,0,0}     35    1
41    854   139   141  0.937014  {0,1,1}     30    0
82    868   210   211  0.499428  {0,1,0}     39    0
81    874   167   175  0.069848  {1,1,0}     23    1
9     889    68    79  0.467003  {1,0,0}     35    0
25    897   155   161  0.243639  {0,3,0}     29    0
87    898   226   227  0.446513  {0,2,0}     35    1
59    907   167   175  0.683248  {0,1,0}     35    1
122   917   106   108  0.858734  {0,1,0}     24    1
16    921    23    86  0.487769  {1,1,0}     39    1
70    927   225   226  0.849553  {0,0,1}     25    1
110   933    60    67  0.469315  {1,1,0}     35    1
76    934   101   102  0.417190  {1,0,0}     22    1
3     953    27    28  0.526306  {1,0,0}     30    1
97    968   178   182  0.706005  {0,3,0}     20    1
7     978    10    41  0.541645  {1,1,0}     21    1
67    982   204   205  0.171513  {0,2,0}     29    1
5     983   222   225  0.148184  {0,1,0}     35    1
27    985   166   167  0.069493  {0,2,0}     23    1
21    985   189   241  0.719424  {0,1,0}     36    1
114   994    41    51  0.719759  {1,0,0}     20    1
35   1009   165   177  0.213125  {1,1,0}     30    1
111  1014   193   194  0.533577  {1,1,0}     30    1
64   1057   178   179  0.381928  {0,2,0}     35    1
86   1069     2     3  0.492224  {1,1,0}     20    1
28   1071    31    32  0.941413  {0,1,0}     26    0
60   1074   211   213  0.236951  {1,0,0}     27    1
100  1077   246   248  0.086381  {1,0,0}     21    1
29   1078   116   120  0.840774  {0,2,0}     20    1
46   1078    23   229  0.187777  {0,2,0}     35    0
63   1118   199   201  0.713966  {0,3,0}     30    0
79   1118   179   180  0.744172  {0,0,1}     37    1
83   1142   127   138  0.408819  {0,2,0}     35    0
48   1185   139   140  0.889260  {0,3,0}     23    0
121  1193   149   150  0.881324  {1,1,0}     38    1
58   1200     2     3  0.641960  {1,0,0}     25    1
55   1224   237   240  0.128908  {0,1,0}     27    1
37   1226   155   156  0.722337  {0,1,0}     21    1
14   1252   245   246  0.583322  {0,3,0}     20    1
73   1271   134   135  0.523304  {1,1,0}     32    1
65   1283   226   227  0.845631  {0,3,0}     26    1
66   1288   199   202  0.847187  {0,1,0}     20    1
88   1308    83    85  0.108641  {0,2,0}     37    1
23   1310   156   162  0.207150  {1,1,0}     22    1
96   1313   215   216  0.471407  {0,2,0}     21    1
47   1336   165   177  0.789018  {0,2,0}     24    1
38   1349   119   161  0.780785  {0,1,0}     24    0
49   1352   196   197  0.829466  {0,0,1}     35    1
57   1352   157   159  0.388149  {1,1,0}     31    1
32   1359   139   141  0.063842  {0,2,0}     36    1
43   1361   228   229  0.433764  {0,1,0}     32    0
18   1368   240   241  0.543020  {1,0,0}     21    1
93   1371   111   112  0.387249  {0,3,0}     20    0
13   1394   189   190  0.213563  {0,1,0}     24    1
108  1398   119   161  0.637448  {1,1,0}     40    1
113  1417   176   180  0.683488  {0,3,0}     32    0
74   1430   116   120  0.420445  {0,2,0}     28    1
