map EGL-G1-A
fac 5 10 {0,192,23,202,84}
hosp 3 {0,231,225}
n_ALS 10 1 {4:0,1:192,3:202,2:84}
n_BLS 17 1 {5:0,3:192,5:23,1:202,3:84}
n_CLS 6 0 {1:0,4:202,1:84}
      c_m  head  tail      c_af      c_d  c_tau  c_h
89     41    90    91  0.472766  {1,0,0}     24    1
103    51    46    47  0.571614  {0,1,0}     20    1
84     58   128   129  0.705334  {0,1,0}     30    1
39     76   210   212  0.573472  {0,2,0}     38    0
22     80    75    77  0.064273  {1,1,0}     31    1
112    87   149   150  0.620842  {1,1,0}     33    1
123    99    57    61  0.198302  {1,0,0}     37    1
12    171    96   111  0.078385  {0,1,1}     27    1
58    181    49    56  0.678626  {0,1,0}     34    0
121   196   125   126  0.692700  {0,1,0}     30    1
82    223   204   209  0.678149  {0,2,0}     36    1
26    228   115   122  0.294590  {1,1,0}     29    1
65    234    72    73  0.153537  {1,0,0}     30    0
102   295    96   111  0.552742  {0,3,0}     37    0
114   343   144   147  0.117841  {0,0,1}     21    1
71    350    23   170  0.871844  {0,2,0}     38    0
11    362    59    71  0.533308  {0,2,0}     32    1
64    367    94    95  0.514657  {0,3,0}     26    1
16    384    15    17  0.723539  {0,1,0}     35    1
63    395   155   161  0.082335  {0,1,0}     20    0
41    396     2     3  0.924373  {0,3,0}     24    1
38    399    10    11  0.356337  {0,2,0}     40    1
96    439    77    78  0.484618  {0,2,0}     23    1
86    448   225   248  0.064719  {0,1,1}     35    1
4     499   128   137  0.625393  {1,2,0}     37    1
99    507     9    34  0.640493  {0,1,0}     36    1
98    522    34    41  0.280735  {0,2,0}     38    1
122   526    60    67  0.918112  {0,2,0}     37    0
47    550   234   235  0.763448  {0,3,0}     28    1
6     558   150   151  0.890605  {0,1,0}     37    1
69    572   207   209  0.825154  {0,3,0}     26    0
72    594   180   181  0.640913  {0,1,1}     28    0
30    595    62    63  0.444028  {0,1,0}     34    1
43    602   150   152  0.553054  {1,0,0}     31    1
36    603    55    56  0.031081  {0,2,0}     36    1
20    614    31    38  0.416968  {0,2,0}     39    1
24    615    73    74  0.078086  {0,2,0}     23    0
25    618    13    14  0.468717  {0,3,0}     26    1
100   620    45    64  0.851990  {0,1,0}     20    0
74    638    14    15  0.276280  {1,1,0}     21    1
73    639   165   166  0.195360  {0,1,0}     33    1
34    651   158   159  0.484851  {0,1,0}     23    1
120   654   108   109  0.506162  {1,1,0}     37    1
10    685    46    47  0.999156  {1,0,0}     25    1
46    692    41    51  0.361212  {1,1,0}     29    1
116   699    12    13  0.455389  {0,1,0}     23    1
67    710    19    20  0.376294  {1,1,0}     21    1
29    712    37    74  0.383062  {0,1,0}     32    1
55    713   207   209  0.673328  {0,3,0}     24    1
75    722    90    91  0.764640  {0,1,0}     24    1
5     723    39    40  0.726685  {0,1,0}     29    1
118   731   189   190  0.170089  {0,2,0}     33    1
53    731   163   168  0.515818  {1,1,0}     32    1
48    736   100   111  0.004872  {0,2,0}     36    1
92    758   184   185  0.596832  {0,1,0}     26    0
13    769   124   151  0.633247  {0,0,1}     36    0
91    774   191   194  0.010685  {0,2,0}     32    0
111   780    75    77  0.031313  {0,1,0}     32    0
15    781   225   226  0.197440  {0,2,0}     34    1
40    806    58    59  0.340781  {1,0,0}     27    1
54    808   154   155  0.137714  {0,3,0}     40    0
81    813   193   194  0.759139  {1,0,0}     39    1
85    847   202   204  0.745482  {1,0,0}     29    1
107   852    89    90  0.623002  {0,1,0}     34    1
88    857   179   180  0.885218  {0,2,0}     32    1
106   857    84   100  0.874659  {0,3,0}     21    1
27    865   219   221  0.071722  {0,1,0}     35    1
110   872   195   196  0.850737  {0,2,0}     35    0
70    897    19    25  0.685493  {0,0,1}     33    1
18    903   225   227  0.421381  {0,2,0}     37    1
87    907   124   151  0.004121  {1,1,0}     27    1
31    914   220   222  0.085832  {1,1,0}     34    1
42    916   226   231  0.004635  {0,1,0}     23    1
59    918   220   222  0.224539  {0,1,0}     23    0
105   920   119   169  0.842248  {0,2,0}     30    0
