map EGL-G2-A
fac 5 10 {0,193,82,69,170}
hosp 3 {0,221,99}
n_ALS 8 1 {2:0,1:82,1:69,4:170}
n_BLS 23 1 {2:0,9:193,6:82,4:69,2:170}
n_CLS 7 0 {1:0,1:193,3:82,1:69,1:170}
      c_m  head  tail      c_af      c_d  c_tau  c_h
44      6   190   191  0.501384  {0,1,0}     36    1
116    59    50    53  0.668467  {0,2,0}     37    1
53     97   209   216  0.803584  {0,1,0}     35    1
22    121   205   207  0.714617  {1,0,0}     36    1
98    133   188   189  0.928181  {0,2,0}     32    0
36    146   140   141  0.214023  {1,0,0}     38    1
31    148    19    25  0.038623  {0,1,0}     32    1
120   159     7     8  0.240661  {1,0,0}     39    1
95    176    16    18  0.579139  {0,1,0}     35    1
7     186   240   241  0.098084  {0,1,0}     35    0
90    191   174   182  0.983803  {0,2,0}     28    1
62    237   177   181  0.001099  {0,2,0}     20    0
93    267     6    27  0.600474  {0,1,0}     29    0
17    270    72    73  0.413532  {0,2,0}     31    1
16    312    66    67  0.674467  {1,1,0}     21    1
126   340   184   188  0.631720  {0,3,0}     20    1
20    363    31    38  0.240725  {0,1,1}     22    1
41    386   184   188  0.080202  {1,1,0}     38    1
66    410     6     7  0.864544  {0,1,0}     39    1
13    413    65    66  0.936448  {0,3,0}     32    0
63    414   226   229  0.927665  {0,1,0}     25    1
119   446   179   180  0.014370  {0,1,0}     39    0
65    464    17    22  0.052647  {0,1,1}     34    1
121   513   216   218  0.894711  {0,1,0}     35    1
67    529    13    14  0.972076  {0,1,1}     40    1
47    533   116   123  0.917280  {0,3,0}     34    0
79    534    12    13  0.941066  {0,1,0}     21    1
38    540   193   194  0.047967  {0,1,0}     27    0
89    548   116   117  0.524653  {0,2,0}     25    1
49    563    48    57  0.766876  {0,0,1}     26    0
91    582   127   128  0.739095  {1,0,0}     34    1
73    587    47    64  0.790893  {0,1,0}     33    0
35    598   226   251  0.998801  {1,0,0}     38    1
83    599   120   170  0.641764  {0,3,0}     31    1
25    612   234   235  0.364529  {0,3,0}     22    1
61    618    76    77  0.858210  {0,1,0}     27    0
82    627    97   112  0.227297  {1,0,0}     28    1
