map EGL-G1-E
fac 5 10 {0,52,242,223,22}
hosp 1 {0}
n_ALS 5 1 {3:0,1:52,1:242}
n_BLS 19 1 {5:0,4:52,4:242,3:223,3:22}
n_CLS 7 0 {1:0,4:52,1:223,1:22}
      c_m  head  tail      c_af      c_d  c_tau  c_h
68     42   118   119  0.532689  {1,0,0}     39    1
50     99   186   187  0.654298  {0,2,0}     29    0
3     111   169   173  0.122370  {0,3,0}     40    1
100   111    36    38  0.380141  {1,1,0}     22    1
46    114    96    97  0.205576  {0,1,0}     40    1
102   125    70    71  0.491182  {0,3,0}     34    0
40    128   165   174  0.271371  {0,0,1}     26    0
123   138   225   227  0.379342  {0,1,0}     25    0
21    164    29    31  0.491695  {0,1,1}     37    0
97    166   132   134  0.263464  {0,0,1}     28    0
74    172   177   184  0.581934  {1,0,0}     20    1
53    184   122   123  0.332844  {0,1,0}     32    0
14    253    79    80  0.420864  {1,1,0}     26    1
55    295    36    39  0.167472  {0,1,1}     20    1
36    309    23   229  0.056342  {0,3,0}     24    0
61    372    49    50  0.017826  {0,1,1}     35    1
110   377   173   181  0.329079  {0,2,0}     34    1
58    397    39    40  0.611419  {1,1,0}     24    1
91    404    38    40  0.190515  {0,1,0}     22    0
81    445    31    32  0.320961  {0,1,0}     37    1
8     447   128   137  0.799199  {0,3,0}     32    1
106   493   176   179  0.603579  {0,2,0}     40    1
16    494   171   172  0.516688  {0,2,0}     26    1
103   517   202   204  0.574411  {0,1,1}     24    0
37    537   216   217  0.989900  {0,2,0}     28    0
29    546   157   158  0.542822  {0,3,0}     29    0
62    548   211   212  0.067335  {0,2,0}     25    1
83    553   202   204  0.294712  {0,1,1}     21    0
90    556    10    41  0.762127  {1,0,0}     37    1
121   560    89    91  0.020095  {0,1,0}     23    0
117   567    55    56  0.385692  {0,1,0}     20    1
57    588   215   216  0.896758  {1,0,0}     29    1
30    634    24    26  0.471039  {0,3,0}     26    1
45    643    65    91  0.199856  {0,2,0}     22    0
2     647    96   114  0.186452  {0,2,0}     21    1
52    662   244   248  0.211997  {0,2,0}     36    0
113   667    49    50  0.891751  {0,1,0}     22    1
38    674   100   111  0.727147  {0,1,1}     21    1
108   676    96    97  0.707428  {0,1,0}     37    0
73    690   178   183  0.333926  {0,3,0}     36    0
9     700    19    25  0.384139  {0,2,0}     28    0
12    702    37    74  0.208577  {1,1,0}     34    1
109   702   169   170  0.154053  {0,1,0}     28    1
118   715   225   248  0.278354  {0,2,0}     40    1
28    741   126   127  0.068462  {0,1,0}     27    1
105   747   174   176  0.503474  {1,1,0}     24    1
115   748   125   126  0.593252  {0,1,0}     22    0
89    749   246   247  0.671780  {1,1,0}     38    1
26    760   157   158  0.074223  {1,1,0}     35    0
34    771    65    66  0.860941  {1,0,0}     40    1
111   784    35    36  0.155359  {0,2,0}     38    1
23    788    43    45  0.502048  {0,1,0}     21    0
7     789    50    52  0.674815  {0,3,0}     26    1
87    791   120   121  0.853795  {0,2,0}     22    1
104   793    93    94  0.098887  {0,1,0}     26    0
66    805    43    45  0.233657  {0,2,0}     30    1
94    807    39    72  0.969819  {0,1,0}     35    1
71    809   142   143  0.749204  {1,0,0}     27    1
42    809   220   222  0.152710  {0,3,0}     21    1
96    833    27    28  0.716848  {0,0,1}     23    1
65    848    90    95  0.400298  {0,3,0}     23    1
0     851   137   138  0.613776  {0,1,0}     32    1
79    869   242   245  0.731058  {0,2,0}     20    0
47    869   177   184  0.598677  {0,3,0}     33    1
82    883    75    76  0.079088  {0,2,0}     36    0
67    887   163   168  0.170730  {1,1,0}     20    1
70    893   135   136  0.165410  {1,0,0}     39    1
59    910   138   139  0.459578  {0,0,1}     32    1
85    918   241   242  0.106593  {0,3,0}     35    0
41    933   241   242  0.395518  {0,3,0}     36    1
80    942   177   184  0.452611  {1,0,0}     25    1
48    944   191   193  0.937372  {1,0,0}     23    1
43    948   111   112  0.462995  {0,3,0}     27    0
56    951   140   149  0.557546  {1,1,0}     40    1
44    952   198   200  0.257190  {1,1,0}     40    1
10    955   210   212  0.470635  {1,1,0}     36    1
51    955    51    52  0.488094  {0,2,0}     39    1
101   966    29    30  0.093307  {1,0,0}     36    1
35    982   212   243  0.449938  {0,1,0}     28    1
15    996     0     1  0.581905  {1,1,0}     26    1
1    1007    57    61  0.339048  {0,1,0}     31    0
39   1010   244   245  0.926105  {0,1,0}     34    1
86   1012   199   201  0.268428  {0,2,0}     39    1
20   1017   161   162  0.149834  {0,3,0}     36    0
64   1022   163   168  0.751548  {0,1,1}     37    0
125  1022   164   165  0.195142  {0,2,0}     24    1
19   1023   138   139  0.967494  {0,1,0}     38    1
13   1023   238   239  0.911154  {0,1,1}     28    1
54   1024   165   174  0.941394  {0,2,0}     38    1
77   1036    43    44  0.108004  {1,1,0}     39    0
92   1054   150   151  0.724000  {1,1,0}     33    1
76   1059   103   113  0.315711  {0,0,1}     33    1
116  1064   162   166  0.429304  {1,3,0}     35    1
4    1068   241   242  0.815162  {0,1,0}     23    1
99   1068   106   107  0.185001  {1,1,0}     33    1
27   1084   225   226  0.424673  {0,2,0}     21    0
107  1092    73    74  0.495993  {1,1,0}     29    0
11   1095   156   160  0.543550  {1,0,0}     28    1
18   1111   238   239  0.488007  {0,0,1}     37    1
72   1120   185   186  0.400752  {1,1,0}     36    1
126  1130    45    46  0.269647  {0,1,0}     33    1
88   1133   128   129  0.738119  {0,1,0}     29    1
84   1134    98    99  0.590524  {0,1,0}     40    1
114  1137    66    67  0.645686  {0,1,0}     30    0
24   1144   219   220  0.676143  {0,1,0}     39    0
33   1185    45    46  0.274513  {0,1,0}     25    0
98   1191    69    78  0.920215  {0,1,0}     30    1
112  1198    96   114  0.746870  {0,0,1}     33    1
22   1212    38    40  0.526547  {0,3,0}     28    1
75   1215   219   220  0.957196  {0,3,0}     29    1
63   1216   158   160  0.763044  {1,1,0}     38    1
93   1246   219   220  0.580375  {0,1,0}     40    1
124  1255   174   176  0.226798  {0,1,0}     34    0
60   1261    77    78  0.049447  {0,1,0}     29    1
25   1263   153   156  0.616785  {0,0,1}     28    1
32   1282   165   166  0.541751  {0,3,0}     29    1
120  1295   124   125  0.461338  {0,2,0}     29    1
6    1323   124   151  0.943471  {0,2,0}     40    0
122  1323   157   159  0.109506  {0,1,0}     26    0
49   1340    16    17  0.857344  {0,1,0}     21    1
127  1362    29    30  0.736858  {0,2,0}     36    1
69   1371    73    75  0.725781  {1,0,0}     38    1
119  1377   116   120  0.188722  {1,1,0}     25    1
17   1408   127   128  0.524146  {0,1,0}     40    0
95   1409    54    55  0.988344  {0,0,1}     25    1
5    1412    93    94  0.794556  {1,1,0}     28    1
78   1425   220   222  0.990685  {1,1,0}     34    1
31   1430    90    91  0.734170  {0,1,1}     37    0
