map EGL-G2-D
fac 5 10 {0,149,173,94,96}
hosp 1 {0}
n_ALS 6 1 {1:0,3:149,1:94,1:96}
n_BLS 25 1 {4:0,3:149,5:173,9:94,4:96}
n_CLS 5 0 {3:0,1:149,1:173}
      c_m  head  tail      c_af      c_d  c_tau  c_h
112    21    21    35  0.578206  {0,1,1}     25    0
106    27   204   205  0.893992  {0,3,0}     31    1
7      50   136   146  0.221443  {1,0,0}     29    0
9      51    81    82  0.965877  {0,0,1}     25    0
46     78   184   188  0.077646  {1,0,0}     23    1
72     79    45    64  0.296849  {0,1,0}     35    0
49    107   163   167  0.035172  {0,3,0}     40    1
34    134   228   230  0.045482  {1,0,0}     30    1
45    161   234   239  0.039189  {1,0,0}     22    1
60    205    79    80  0.358984  {0,1,0}     20    0
3     221   117   121  0.110850  {1,0,0}     28    1
0     223    79    80  0.617450  {1,0,0}     37    1
70    232    84    86  0.362521  {1,0,0}     25    1
17    243    68    69  0.376958  {1,0,0}     26    1
61    261   163   168  0.024162  {0,1,0}     30    1
67    261   127   128  0.094857  {0,2,0}     40    1
115   275   236   238  0.533027  {0,2,0}     35    0
93    305   172   173  0.070860  {0,3,0}     37    0
87    334   137   138  0.489129  {1,0,0}     20    1
121   357   219   223  0.041968  {1,0,0}     22    1
58    371    99   132  0.937922  {1,3,0}     38    1
102   379   178   179  0.780332  {0,1,0}     25    0
91    389   105   107  0.341188  {0,3,0}     28    0
29    390   202   203  0.237279  {0,3,0}     27    0
50    429   117   118  0.893815  {0,2,0}     22    1
109   430   133   134  0.372509  {1,0,0}     31    1
124   439   210   215  0.749341  {0,1,0}     21    0
41    458    50    52  0.524270  {1,1,0}     35    1
55    462   156   162  0.417321  {1,1,0}     40    1
122   485   136   146  0.877739  {1,1,0}     33    1
73    496    92    93  0.353920  {0,3,0}     38    1
2     540    73    74  0.673247  {0,2,0}     27    1
18    541    21    35  0.486345  {0,1,0}     33    0
43    549   212   213  0.793369  {0,1,0}     35    1
76    552    45    46  0.921557  {0,3,0}     21    1
10    559   247   249  0.083987  {0,1,0}     35    0
63    570   225   226  0.457579  {1,0,0}     24    1
107   582   218   250  0.656453  {1,2,0}     35    0
79    597   193   194  0.541315  {1,0,0}     21    0
4     612    99   132  0.001897  {1,0,0}     21    1
99    612   179   184  0.162902  {0,1,0}     27    0
36    615     1    12  0.212298  {0,1,1}     26    1
35    647    35    36  0.445111  {0,3,0}     24    1
82    663    53    55  0.347774  {1,1,0}     26    1
71    663   197   199  0.385417  {0,1,0}     22    1
92    664   211   212  0.467824  {1,1,0}     35    1
32    668   135   147  0.173484  {1,1,0}     38    1
62    687   120   162  0.210834  {1,1,0}     40    1
27    691    96    98  0.606461  {0,3,0}     33    0
100   694   166   178  0.006359  {0,1,0}     32    0
125   696    27    28  0.682434  {0,0,1}     39    1
117   698   170   171  0.161499  {0,2,0}     32    0
12    698    43    44  0.703894  {1,2,0}     36    1
81    703    25    26  0.248065  {1,1,0}     30    1
89    719    91    92  0.682921  {0,0,1}     36    0
75    733   166   175  0.869254  {0,3,0}     24    0
24    756   158   159  0.070423  {0,1,0}     36    0
40    767    67    69  0.547070  {1,0,0}     39    1
31    793   103   104  0.872838  {1,0,0}     35    1
26    800     2    14  0.281277  {0,1,0}     39    0
44    809   216   217  0.557182  {0,1,1}     25    1
64    811   221   222  0.549314  {0,3,0}     34    1
25    816    99   132  0.563183  {1,3,0}     25    1
11    839    97    98  0.738371  {0,2,0}     40    0
16    840     7    30  0.034875  {0,1,0}     22    1
59    845    95    96  0.916866  {1,0,0}     21    1
98    850    51    52  0.369772  {0,1,0}     20    0
53    854   145   146  0.614087  {0,1,0}     28    0
30    862    47    64  0.041872  {0,1,0}     26    0
88    862   101   112  0.396371  {0,2,0}     37    1
13    881   111   114  0.228942  {1,1,0}     20    1
110   888   251   252  0.880251  {0,0,1}     27    1
119   912    85   101  0.261882  {1,1,0}     29    1
118   913    61    65  0.180678  {0,2,0}     22    1
127   917   140   141  0.008573  {0,3,0}     27    1
52    919    53    54  0.231705  {0,1,0}     31    0
85    921    79    80  0.272471  {0,1,0}     24    0
66    923    69    80  0.401971  {0,1,0}     33    1
77    934   147   148  0.489434  {0,3,0}     29    1
33    934    95    96  0.371462  {0,1,1}     23    1
65    935   161   164  0.799971  {0,3,0}     27    1
84    936   252   253  0.195257  {0,2,0}     33    0
111   942   190   191  0.553984  {1,0,0}     35    1
1     943   159   160  0.168057  {0,2,0}     28    1
8     949     3    15  0.496682  {0,1,1}     23    0
116   952   193   246  0.853203  {1,0,0}     34    1
51    957   234   239  0.863855  {1,1,0}     40    1
97    965   161   164  0.857397  {0,0,1}     30    1
20    967    63    64  0.381837  {0,1,1}     31    0
123   981   120   170  0.029033  {0,1,1}     31    1
104  1012   188   189  0.193443  {1,1,0}     23    1
42   1018   228   229  0.106573  {0,0,1}     24    1
56   1029    90    91  0.625873  {0,2,0}     34    1
54   1031    16    18  0.121544  {0,2,0}     35    1
14   1032   157   161  0.588922  {0,3,0}     32    1
68   1036    47    48  0.520077  {0,2,0}     35    1
95   1038   195   248  0.714499  {0,2,0}     26    0
28   1050   218   225  0.446448  {0,1,0}     21    1
37   1055   247   249  0.764336  {1,1,0}     27    1
22   1083    43    45  0.377668  {1,1,0}     36    1
74   1088   200   201  0.665557  {0,2,0}     32    1
105  1090   210   211  0.816552  {0,1,0}     27    1
120  1114    97   115  0.434865  {1,2,0}     37    1
39   1124    74    75  0.695992  {1,1,0}     22    1
108  1136     0     1  0.595486  {0,1,0}     35    0
23   1144     9    34  0.008057  {1,0,0}     20    1
90   1151   198   199  0.240043  {1,0,0}     29    1
69   1152   202   209  0.497370  {0,2,0}     37    1
101  1153   249   250  0.376537  {0,3,0}     39    0
114  1170   233   234  0.622230  {0,3,0}     24    1
47   1181    29    30  0.391226  {1,1,0}     36    1
78   1182    84    85  0.349426  {1,0,0}     26    1
86   1205   121   155  0.435274  {0,1,0}     27    0
96   1210   156   162  0.562051  {0,2,0}     33    1
48   1229   150   151  0.703026  {0,3,0}     35    0
57   1230   166   178  0.807068  {0,2,0}     23    1
38   1233    68    69  0.809445  {0,2,0}     22    1
5    1258    72    73  0.514526  {0,3,0}     22    1
94   1275    39    73  0.194058  {0,3,0}     37    1
19   1281   139   140  0.370768  {0,1,0}     20    0
126  1311   240   241  0.283692  {1,1,0}     24    1
15   1324     0    21  0.598054  {1,1,0}     30    1
103  1363   152   153  0.137772  {0,2,0}     22    1
113  1363   115   116  0.604233  {0,2,0}     28    0
21   1373   215   221  0.989253  {1,2,0}     26    1
80   1403   231   232  0.104596  {1,0,0}     33    1
83   1409   156   162  0.764615  {0,2,0}     36    0
6    1434    23   237  0.755956  {0,1,0}     32    1
