map EGL-G2-D
fac 5 10 {0,178,78,26,177}
hosp 2 {0,174}
n_ALS 5 1 {2:178,1:78,2:26}
n_BLS 19 1 {4:0,2:178,3:78,4:26,6:177}
n_CLS 6 0 {2:0,1:178,2:78,1:26}
      c_m  head  tail      c_af      c_d  c_tau  c_h
101    60   133   135  0.064599  {0,1,0}     38    0
18    101   192   193  0.929174  {0,3,0}     24    0
50    102   210   211  0.651025  {0,3,0}     21    0
76    111   181   182  0.384675  {0,1,0}     35    1
73    134   210   211  0.010461  {1,1,0}     36    1
91    136   130   131  0.116056  {0,2,0}     32    1
22    150   124   125  0.356577  {0,2,0}     33    0
55    150    96    98  0.578876  {1,1,0}     29    1
116   162    43    45  0.533084  {0,1,1}     26    1
102   180   252   253  0.197203  {0,2,0}     32    0
106   181   138   139  0.928128  {0,1,1}     31    0
115   183    94    95  0.006040  {0,2,0}     25    1
21    193   210   211  0.562288  {1,1,0}     20    1
54    204   121   122  0.542585  {1,1,0}     25    1
27    213   164   169  0.661265  {0,2,0}     27    0
120   226   101   112  0.050760  {0,1,0}     27    1
99    274   237   238  0.870735  {1,1,0}     35    1
96    288    15    17  0.508998  {0,3,0}     20    0
74    289    36    37  0.731324  {0,2,0}     29    0
26    300   125   126  0.752709  {0,1,0}     21    0
114   317    99   132  0.269193  {0,0,1}     23    0
32    352   195   248  0.503847  {1,0,0}     37    1
42    382   133   135  0.328881  {0,1,0}     23    0
66    405     4    22  0.663687  {0,1,0}     22    0
7     420    89    90  0.334110  {1,1,0}     40    1
93    442   136   146  0.131793  {0,2,0}     33    0
83    446   174   182  0.705754  {0,3,0}     33    0
125   480    11    42  0.255712  {0,2,0}     22    0
94    506   197   200  0.956337  {0,1,0}     22    0
86    511    56    57  0.749095  {0,3,0}     20    1
36    513   126   127  0.953822  {0,3,0}     40    0
23    518   195   248  0.146553  {0,2,0}     37    1
104   542     7     8  0.582244  {0,2,0}     24    1
16    543   195   196  0.503362  {0,1,0}     21    0
78    545   152   153  0.625133  {1,1,0}     29    1
5     550   105   107  0.956084  {0,3,0}     30    0
126   557    12    16  0.768392  {0,2,0}     33    1
72    563   120   162  0.684909  {0,1,0}     39    1
85    571    50    51  0.847483  {0,1,0}     21    1
0     573   111   114  0.220862  {0,3,0}     32    1
90    590   142   143  0.401042  {0,0,1}     29    0
69    591   210   211  0.930921  {0,2,0}     20    1
13    592    24    26  0.628883  {1,0,0}     24    1
62    638   171   172  0.051827  {1,1,0}     20    1
77    639     5    23  0.280005  {1,0,0}     37    1
41    644   117   118  0.789785  {1,0,0}     38    1
103   649   130   131  0.090460  {1,0,0}     33    1
28    651    83    84  0.289780  {0,2,0}     25    1
53    663   197   200  0.462538  {1,0,0}     30    1
2     680   166   167  0.266107  {1,1,0}     23    1
100   693   240   242  0.648354  {0,1,0}     30    1
15    699   133   135  0.828343  {1,1,0}     23    1
109   701   174   182  0.352622  {0,2,0}     31    1
1     708    73    74  0.986287  {0,1,0}     36    1
121   732   133   134  0.590505  {1,0,0}     31    1
107   741   156   162  0.677702  {0,1,0}     21    0
97    743   102   111  0.869581  {0,2,0}     22    1
60    746   154   158  0.272862  {0,3,0}     29    0
44    751   209   216  0.794959  {0,1,0}     40    1
30    768   227   231  0.287227  {0,1,0}     34    0
39    772   211   212  0.734992  {0,2,0}     28    1
98    776    78    82  0.960924  {1,0,0}     30    1
61    783   190   191  0.448851  {0,1,0}     22    1
113   788   125   152  0.387800  {0,1,0}     34    1
8     789   121   122  0.096830  {1,1,0}     24    1
118   798   159   161  0.196962  {1,1,0}     29    1
11    801    28    29  0.147015  {1,0,0}     20    1
71    809    59    60  0.411041  {0,2,0}     29    0
67    818   172   173  0.119034  {0,3,0}     20    1
127   824    36    39  0.271899  {0,1,0}     36    1
34    829    43    46  0.685465  {0,3,0}     36    0
119   860   205   208  0.680265  {0,0,1}     32    1
79    866   141   150  0.682732  {0,1,0}     30    1
81    873    95    96  0.921290  {0,2,0}     29    1
43    877   244   245  0.547974  {0,2,0}     24    1
46    881   130   137  0.006167  {1,1,0}     29    1
38    883     6     7  0.633401  {0,1,0}     24    0
24    887   193   194  0.193809  {0,2,0}     40    0
84    890    27    30  0.015168  {1,1,0}     27    1
75    901   172   173  0.634755  {1,0,0}     34    1
51    926   112   113  0.743027  {1,1,0}     28    0
64    932   175   176  0.243969  {0,1,0}     21    0
59    932   226   227  0.590043  {1,0,0}     38    1
82    935    42    43  0.151649  {1,1,0}     27    1
47    943    59    60  0.659373  {0,2,0}     20    1
31    956   118   119  0.676697  {0,2,0}     21    0
52    963    45    64  0.503887  {1,0,0}     38    1
14    964   157   161  0.940772  {0,1,0}     29    1
9     964   145   146  0.596686  {0,3,0}     33    0
88    969    48    49  0.952970  {0,1,0}     26    0
