map EGL-G1-A
fac 5 10 {0,212,232,17,135}
hosp 2 {0,92}
n_ALS 5 1 {2:0,1:212,2:232}
n_BLS 16 1 {4:0,2:212,4:232,2:17,4:135}
n_CLS 5 0 {2:0,1:17,2:135}
      c_m  head  tail      c_af      c_d  c_tau  c_h
110    40    65    92  0.458921  {1,0,0}     37    1
122    61   165   174  0.761498  {0,0,1}     30    0
48     68    10    11  0.450170  {1,0,0}     30    1
98     81    57    61  0.980311  {0,1,0}     31    1
82     86   240   242  0.938745  {1,0,0}     32    1
56    100    84   100  0.987175  {0,1,0}     23    0
11    140    48    57  0.810504  {0,1,0}     34    0
72    155   165   166  0.462561  {1,0,0}     40    1
63    199    54    58  0.386731  {0,1,0}     34    1
105   203   132   133  0.646810  {0,2,0}     27    1
115   236    14    15  0.500018  {0,2,0}     33    1
101   243   141   142  0.713326  {0,2,0}     23    1
8     255   153   156  0.437467  {1,0,0}     32    1
107   271    17    22  0.797779  {0,0,1}     25    1
3     276    84   100  0.992759  {0,1,0}     36    0
37    289   137   138  0.638712  {0,2,0}     27    1
125   296     2     3  0.670259  {0,2,0}     28    1
57    372     5    23  0.353680  {0,2,0}     31    1
102   375    10    41  0.115413  {0,3,0}     28    0
25    400    49    56  0.242641  {1,0,0}     28    1
49    462   177   184  0.455139  {1,0,0}     28    1
40    470     8     9  0.050141  {0,2,0}     33    1
35    487   242   243  0.868714  {0,3,0}     32    1
31    492    82    83  0.974037  {0,1,0}     27    1
16    511   106   108  0.612815  {1,1,0}     20    1
30    558   116   118  0.694956  {1,0,0}     24    0
127   559   106   107  0.201769  {0,1,1}     31    0
75    563    39    40  0.228706  {0,0,1}     29    1
119   568    61    62  0.523983  {0,1,0}     40    1
108   571    50    53  0.109430  {0,1,0}     39    1
79    575   246   248  0.248011  {0,1,0}     36    1
42    576   199   201  0.799785  {0,1,0}     27    1
52    581    65    92  0.436220  {0,3,0}     26    0
120   582    54    58  0.395695  {0,1,0}     39    1
97    600   225   226  0.097309  {0,1,0}     20    1
27    608   102   103  0.773010  {0,3,0}     26    0
99    614   186   187  0.991281  {0,3,0}     25    1
124   635   157   158  0.539680  {0,1,1}     25    1
73    638   131   132  0.134590  {0,1,0}     32    1
34    641     9    34  0.084998  {0,3,0}     35    1
80    660   177   184  0.749821  {0,1,0}     20    1
50    661   157   158  0.647513  {0,3,0}     39    0
20    668   162   166  0.627041  {0,2,0}     34    1
29    672   244   249  0.846862  {1,3,0}     23    1
68    673   180   181  0.288283  {0,3,0}     34    0
118   674   158   159  0.536296  {0,2,0}     38    1
92    681    16    17  0.844819  {0,0,1}     38    0
0     708    30    33  0.338629  {1,1,0}     24    1
51    722    15    17  0.134147  {0,1,0}     20    0
24    730   242   245  0.397227  {1,1,0}     28    1
53    730   178   182  0.392467  {0,2,0}     23    0
114   730   203   210  0.485825  {1,0,0}     27    1
89    731   156   160  0.753132  {0,1,0}     32    0
2     775   171   172  0.732086  {0,1,0}     21    1
65    777    88    89  0.395606  {0,2,0}     24    0
26    778   153   156  0.149477  {0,2,0}     34    0
15    780    53    55  0.986590  {0,1,0}     22    1
4     787    27    28  0.866914  {0,1,0}     31    0
96    789   107   108  0.720367  {0,1,1}     33    1
12    795    80    81  0.955251  {0,0,1}     21    0
23    820   141   142  0.816325  {0,3,0}     31    0
60    824   128   129  0.544035  {1,0,0}     38    1
5     825     9    10  0.193757  {0,1,0}     40    1
22    831   199   201  0.332132  {1,0,0}     32    1
28    842   108   109  0.464759  {0,2,0}     26    1
90    848   103   113  0.860517  {1,0,0}     38    0
117   849    41    51  0.080817  {1,1,0}     37    1
71    857     5     6  0.835530  {0,1,1}     33    0
14    864    80    81  0.560906  {1,0,0}     36    0
9     878   171   172  0.505267  {0,2,0}     33    0
123   879   116   118  0.302913  {1,1,0}     32    1
32    892     6     7  0.318922  {0,2,0}     35    0
64    903   155   161  0.370691  {1,0,0}     28    1
41    916   220   222  0.129982  {0,1,0}     32    0
21    923   245   246  0.224742  {0,2,0}     20    0
70    941   142   143  0.916585  {0,1,0}     32    1
76    943    24    25  0.255137  {0,3,0}     33    1
106   955   142   144  0.303769  {0,3,0}     36    0
91    960   169   173  0.301921  {0,3,0}     37    0
46    968    75    76  0.076758  {1,0,0}     26    1
55    982   199   201  0.211455  {1,0,0}     32    1
62    983    27    28  0.076323  {0,2,0}     28    0
95    987   165   174  0.703936  {1,0,0}     31    1
94    995   204   209  0.002589  {0,1,0}     36    0
116  1002    49    56  0.570554  {0,1,0}     32    0
67   1006   129   130  0.909183  {1,1,0}     34    1
78   1007   136   137  0.002531  {0,2,0}     34    1
39   1012   199   201  0.956053  {1,1,0}     24    1
36   1021   153   157  0.080306  {0,2,0}     30    1
47   1027   150   152  0.641158  {1,1,0}     22    1
45   1042   114   115  0.766215  {0,1,0}     35    1
100  1044   176   180  0.286858  {0,2,0}     29    0
83   1047   194   195  0.200048  {0,0,1}     31    1
58   1067   101   102  0.675913  {0,1,0}     40    0
74   1071   120   154  0.021943  {0,1,0}     26    0
18   1072   103   104  0.359680  {0,2,0}     39    1
33   1074    24    25  0.015378  {1,1,0}     28    1
93   1079   212   243  0.734850  {0,2,0}     39    0
121  1079   156   160  0.850336  {0,2,0}     30    0
126  1095    77    81  0.820362  {1,0,0}     33    1
88   1104   198   200  0.581422  {0,3,0}     31    1
77   1118    45    46  0.113921  {0,1,0}     20    1
86   1127   135   145  0.646013  {0,2,0}     28    1
10   1129   163   164  0.413202  {0,0,1}     22    1
61   1130   124   151  0.766009  {0,3,0}     40    0
6    1153   238   240  0.457282  {0,1,0}     29    1
103  1165   206   207  0.706961  {1,1,0}     38    1
1    1187    79    80  0.213528  {0,1,1}     30    0
85   1190   229   230  0.821780  {0,1,0}     21    0
7    1191   237   240  0.813294  {0,0,1}     24    1
44   1208    39    52  0.475878  {1,1,0}     22    1
109  1208    29    30  0.690055  {1,0,0}     36    1
13   1236   160   163  0.830831  {0,0,1}     24    1
81   1241   137   138  0.715581  {1,1,0}     25    1
66   1258    68    69  0.493035  {1,0,0}     36    1
104  1260   146   147  0.995495  {0,1,0}     25    1
54   1274    98   130  0.012510  {0,3,0}     20    1
111  1288   151   152  0.256311  {1,0,0}     29    1
113  1289    92    93  0.540173  {1,1,0}     24    1
19   1301   203   210  0.125463  {1,0,0}     27    1
17   1319    23   149  0.804981  {0,2,0}     29    0
43   1324   153   157  0.637493  {1,1,0}     36    1
38   1334   108   109  0.973790  {0,1,0}     23    1
69   1384   220   222  0.678948  {0,0,1}     20    0
87   1386    97   126  0.697725  {1,1,0}     28    1
59   1397   174   176  0.785598  {0,3,0}     29    1
112  1400   156   162  0.356442  {0,1,0}     38    1
84   1412   129   136  0.521538  {0,2,0}     40    0
