map EGL-G1-A
fac 5 10 {0,101,132,73,157}
hosp 2 {0,243}
n_ALS 6 1 {3:0,2:132,1:157}
n_BLS 24 1 {3:0,4:101,8:132,6:73,3:157}
n_CLS 10 0 {2:0,3:73,5:157}
      c_m  head  tail      c_af      c_d  c_tau  c_h
39     46   158   160  0.694918  {1,1,0}     33    1
60     52   165   177  0.967618  {0,1,0}     21    1
114    78   162   166  0.261166  {0,2,0}     37    0
6      84   124   149  0.145836  {0,2,0}     21    1
79    130   222   223  0.070259  {0,3,0}     35    1
36    152    59    71  0.397478  {0,1,0}     24    1
74    163   243   244  0.572163  {0,0,1}     21    0
2     181   165   177  0.997717  {0,1,0}     34    0
122   186    31    38  0.201604  {0,1,0}     27    0
63    201    43    46  0.384355  {0,2,0}     38    0
57    239    61    62  0.539935  {0,2,0}     34    0
27    252    19    25  0.420521  {0,1,0}     32    1
91    253   227   228  0.544275  {0,3,0}     36    1
33    304   124   149  0.050340  {0,1,0}     29    0
100   335     2    14  0.441796  {0,1,0}     38    0
19    348   128   137  0.589104  {1,0,0}     38    1
120   364    16    17  0.357037  {1,3,0}     32    1
88    400   225   227  0.348470  {0,1,0}     21    0
69    403   175   176  0.513680  {1,0,0}     30    1
47    431     1    12  0.189200  {1,3,0}     21    1
86    449   132   134  0.379146  {1,0,0}     23    1
121   456   212   243  0.730878  {1,0,0}     38    1
92    462   191   193  0.291346  {1,0,0}     32    1
112   468    25    26  0.118102  {0,2,0}     30    1
48    482    50    52  0.284033  {0,3,0}     25    1
8     483   163   164  0.097449  {1,0,0}     32    1
52    489   180   181  0.430649  {0,1,0}     34    0
77    491   108   109  0.566063  {0,2,0}     21    1
127   495   194   195  0.461730  {0,3,0}     28    1
51    498   104   106  0.549658  {0,0,1}     30    1
99    502    26    28  0.509504  {1,1,0}     34    1
55    525   124   149  0.826836  {1,0,0}     25    1
119   534   216   217  0.120467  {0,2,0}     34    0
13    538    54    55  0.453927  {0,1,0}     20    1
73    562   232   233  0.180246  {0,1,1}     24    1
28    569     9    10  0.799042  {1,1,0}     31    1
50    575   146   147  0.806763  {0,1,0}     32    1
124   582   192   193  0.401225  {0,1,0}     40    0
83    591   213   214  0.387726  {1,0,0}     23    1
67    604   102   103  0.649755  {0,3,0}     34    0
11    615    13    14  0.031210  {0,2,0}     40    1
110   621   150   152  0.442725  {0,2,0}     33    0
31    622   226   227  0.139136  {0,1,0}     21    1
5     623   150   152  0.552923  {1,0,0}     20    1
81    635    81    84  0.626003  {0,2,0}     28    0
23    640   116   120  0.076592  {0,2,0}     36    1
93    651   112   114  0.678772  {0,1,0}     40    1
95    652    68    69  0.430104  {1,0,0}     40    1
106   656   104   106  0.034611  {1,1,0}     40    1
117   686    66    68  0.648974  {0,1,0}     34    0
97    694   177   178  0.444360  {0,3,0}     38    0
125   701   139   141  0.590180  {0,2,0}     22    0
9     702     5    23  0.441981  {0,2,0}     23    0
116   712     3    23  0.485850  {0,0,1}     25    1
3     739    14    15  0.113325  {1,1,0}     30    1
115   758   169   170  0.557035  {0,2,0}     24    1
17    770   151   154  0.280190  {0,2,0}     31    1
43    770   246   247  0.614674  {0,1,0}     38    0
34    773   180   181  0.523324  {0,2,0}     20    0
18    776    61    62  0.817739  {1,1,0}     28    1
12    784   196   203  0.122234  {0,3,0}     38    0
54    791   190   192  0.503607  {0,2,0}     21    0
35    802    97   126  0.425987  {0,2,0}     37    1
56    805   152   153  0.868159  {0,1,0}     24    0
113   810     7    30  0.192415  {0,2,0}     34    1
38    824   103   113  0.763816  {0,3,0}     23    0
72    825   225   248  0.508450  {0,2,0}     25    1
44    825   137   138  0.179415  {0,3,0}     40    0
53    845    23   170  0.458181  {0,0,1}     23    1
104   849    31    38  0.584088  {1,1,0}     33    1
118   863    98    99  0.653585  {1,0,0}     26    1
78    865    50    51  0.645285  {0,1,1}     21    1
29    869   105   107  0.292896  {0,1,0}     27    0
49    871     2     3  0.490085  {0,1,0}     28    0
82    899    68    79  0.533939  {1,0,0}     37    0
61    910    50    52  0.010235  {1,1,0}     40    1
