map EGL-G1-B
fac 5 10 {0,170,204,226,11}
hosp 3 {0,185,198}
n_ALS 5 1 {1:0,1:170,2:204,1:226}
n_BLS 18 1 {3:0,2:170,2:204,2:226,9:11}
n_CLS 7 0 {3:0,3:226,1:11}
      c_m  head  tail      c_af      c_d  c_tau  c_h
1       8   156   162  0.487181  {1,0,0}     29    1
77     43   175   176  0.726059  {0,0,1}     34    0
59     49   199   202  0.656084  {0,2,0}     39    0
56     81    67    68  0.622438  {1,0,0}     24    1
62    114   225   227  0.393447  {0,3,0}     27    1
17    119    32    34  0.647712  {0,3,0}     22    1
30    146    65    91  0.838001  {0,1,0}     34    0
71    154   212   243  0.682751  {0,2,0}     35    0
29    211   232   233  0.250935  {0,2,0}     24    1
23    269   231   232  0.324179  {0,2,0}     25    0
19    303   103   104  0.242168  {1,0,0}     37    1
52    316    10    41  0.958828  {0,2,0}     21    1
89    328    49    56  0.568696  {0,2,0}     27    1
37    353   132   134  0.018770  {0,1,0}     35    1
31    363   242   243  0.676798  {0,0,1}     27    1
121   394   127   138  0.430093  {0,1,0}     29    1
20    453    59    71  0.618519  {1,0,0}     35    1
36    459   244   248  0.926675  {0,1,1}     33    0
40    476   173   181  0.967128  {0,1,1}     36    0
92    509   192   193  0.450041  {0,1,0}     34    0
101   527   204   205  0.779807  {1,0,0}     26    1
5     539     5     6  0.751545  {0,2,0}     29    0
112   540   131   132  0.993940  {0,3,0}     25    0
16    544   206   207  0.764330  {1,1,0}     35    1
60    545    69    70  0.958419  {0,2,0}     34    1
85    546    96   114  0.421298  {0,1,0}     40    0
14    556   135   145  0.459364  {0,1,0}     35    1
123   574   156   160  0.141144  {0,3,0}     27    0
47    593    62    63  0.884413  {0,2,0}     29    1
75    606    25    26  0.085391  {0,1,0}     22    1
106   613   234   236  0.795609  {0,1,0}     32    1
33    625   123   124  0.500143  {1,1,0}     34    1
54    634   117   118  0.871924  {0,2,0}     28    1
102   644    72    73  0.056048  {0,1,0}     35    0
127   648   165   166  0.313416  {0,2,0}     28    0
39    659   180   181  0.977692  {0,1,0}     33    1
10    661   118   119  0.011664  {0,2,0}     24    1
72    664    81    82  0.703329  {0,2,0}     27    1
12    679   242   245  0.899567  {0,2,0}     37    1
87    685    63    64  0.503253  {0,1,0}     22    0
45    702    65    91  0.968639  {0,3,0}     22    0
63    711   222   225  0.311438  {0,1,1}     21    0
6     712   225   226  0.870947  {1,1,0}     39    1
38    731   107   108  0.354168  {0,3,0}     35    0
9     741   220   222  0.949619  {0,2,0}     38    0
35    742   225   248  0.158228  {0,2,0}     26    0
91    748     4    22  0.229148  {1,1,0}     33    0
83    752   202   204  0.590101  {0,1,0}     37    1
44    761    39    72  0.095222  {0,2,0}     31    0
113   767    36    38  0.027619  {1,0,0}     22    1
3     774   234   236  0.235624  {0,1,0}     35    0
57    779   237   238  0.508391  {0,2,0}     29    0
22    784   202   204  0.993778  {0,2,0}     30    0
108   786   105   107  0.146311  {0,1,0}     22    1
46    792    42    43  0.388795  {0,3,0}     25    1
28    798   203   210  0.701952  {0,1,1}     30    0
64    809   180   181  0.472428  {1,0,0}     32    1
15    812   157   158  0.376101  {0,2,0}     35    1
11    836   212   243  0.477548  {0,1,0}     39    1
93    841   228   230  0.664046  {1,0,0}     20    1
18    844    70    71  0.618081  {0,1,0}     37    1
78    850   117   118  0.670125  {1,1,0}     38    1
104   851    68    79  0.154439  {0,2,0}     26    1
111   852   180   181  0.755261  {0,2,0}     27    1
122   865    45    64  0.558634  {0,2,0}     35    0
70    888   211   213  0.883835  {0,2,0}     32    0
117   910    28    29  0.040904  {1,1,0}     36    0
80    911   136   137  0.264576  {0,1,0}     40    1
107   913    31    32  0.420226  {0,2,0}     28    0
58    919     3    15  0.834993  {0,1,0}     40    1
7     931   228   229  0.662565  {0,1,1}     33    0
13    940    72    73  0.441689  {1,3,0}     37    1
115   945    83    84  0.427722  {0,2,0}     38    1
68    957   192   193  0.425377  {1,1,0}     24    1
82    966   134   135  0.761427  {0,2,0}     36    1
4     970   176   179  0.182701  {0,1,0}     24    1
84    977    98   131  0.503656  {0,2,0}     22    1
109   980   231   236  0.364952  {0,0,1}     24    0
50    985    35    36  0.959190  {1,0,0}     25    1
34    987    66    68  0.530713  {1,1,0}     34    1
0     992    10    41  0.914655  {0,2,0}     29    1
65    998    90    91  0.484014  {0,1,0}     33    0
116  1015   178   179  0.050553  {1,1,0}     36    1
120  1028    65    92  0.707826  {0,1,0}     38    1
