map EGL-G2-D
fac 5 10 {0,188,189,125,8}
hosp 2 {0,19}
n_ALS 5 1 {3:0,1:189,1:125}
n_BLS 24 1 {7:0,6:188,4:189,4:125,3:8}
n_CLS 5 0 {1:188,1:189,2:125,1:8}
      c_m  head  tail      c_af      c_d  c_tau  c_h
35      5   159   160  0.264636  {0,2,0}     22    1
48      6    17    19  0.630873  {1,0,0}     39    1
93     68   157   161  0.333165  {0,1,0}     32    1
97     77   247   248  0.552036  {0,3,0}     23    0
75    119    89    90  0.510333  {1,1,0}     31    1
87    131   239   243  0.521491  {1,1,0}     20    1
117   163     1     2  0.869845  {0,3,0}     26    0
12    197   105   106  0.752930  {0,3,0}     33    0
31    227    28    29  0.208947  {1,0,0}     21    1
22    268     7     8  0.455754  {0,1,0}     39    1
116   288   200   201  0.413670  {0,1,0}     22    0
64    297   204   205  0.431216  {0,0,1}     23    1
70    318   228   230  0.854164  {0,1,0}     35    1
1     319    23   171  0.768504  {0,1,0}     38    0
45    319   190   191  0.929551  {0,3,0}     37    0
125   328     7     8  0.210199  {1,0,0}     21    1
59    338   240   241  0.816018  {1,0,0}     24    1
95    374    78    82  0.526645  {0,3,0}     22    0
38    376   181   182  0.624864  {0,3,0}     39    0
119   388    80    81  0.228488  {0,1,0}     25    1
8     396   106   118  0.031129  {0,2,0}     38    0
30    435   200   201  0.096252  {1,0,0}     39    1
74    454    61    65  0.876317  {0,2,0}     27    0
2     473   218   250  0.605678  {0,0,1}     22    0
49    481   170   171  0.839912  {1,0,0}     33    1
108   486   106   108  0.651860  {0,2,0}     37    0
90    499   177   181  0.122028  {0,2,0}     36    1
60    518   186   188  0.865750  {1,2,0}     22    1
126   521   133   134  0.991784  {0,0,1}     32    1
25    522   247   248  0.810110  {1,0,0}     32    1
39    536   243   245  0.315976  {1,1,0}     36    1
32    554    43    44  0.065069  {1,0,0}     24    1
62    586    31    38  0.947522  {0,2,0}     23    0
6     595    93    94  0.326397  {1,1,0}     27    1
53    603    91    96  0.090540  {0,1,0}     38    1
105   611   143   144  0.247890  {0,3,0}     26    0
42    612   128   139  0.923829  {0,3,0}     25    0
120   614   117   121  0.651784  {0,2,0}     27    1
61    618    89    97  0.047216  {0,0,1}     20    1
71    636     3     4  0.130135  {1,1,0}     35    1
47    647    13    14  0.058503  {0,3,0}     36    0
28    658   117   118  0.196584  {1,1,0}     20    1
46    678    51    52  0.575030  {1,0,0}     30    1
65    679   116   117  0.221827  {0,1,0}     21    0
84    685    48    49  0.740306  {1,1,0}     26    1
121   690   135   136  0.840470  {0,1,0}     38    1
104   698   201   202  0.279536  {1,1,0}     26    1
113   708    49    56  0.233460  {0,3,0}     26    0
101   709   204   206  0.057747  {0,2,0}     22    0
27    715    49    50  0.412611  {0,1,0}     31    0
23    723   120   162  0.958110  {0,3,0}     26    1
20    746    43    45  0.732214  {0,1,0}     35    1
54    747   222   223  0.703892  {1,0,0}     34    1
91    766   213   215  0.537651  {0,1,1}     40    0
55    784   115   116  0.224121  {0,2,0}     26    1
21    789   239   244  0.893543  {0,3,0}     30    1
58    802    22    24  0.676806  {0,1,1}     25    0
96    806   213   215  0.676765  {0,2,0}     22    0
10    809    86    87  0.032573  {0,1,1}     25    1
100   815   197   199  0.291569  {0,2,0}     31    0
118   817    78    82  0.437988  {0,0,1}     39    0
66    817   178   179  0.293615  {0,2,0}     23    0
37    825   151   152  0.828997  {0,1,1}     23    1
17    826   236   237  0.520277  {1,1,0}     37    0
115   831    99   131  0.582646  {0,3,0}     21    1
109   839    74    76  0.572710  {1,1,0}     30    1
29    843   249   252  0.571382  {0,1,0}     25    0
9     853    84    86  0.357241  {0,2,0}     23    0
24    866   105   106  0.998024  {1,0,0}     25    1
50    872    49    50  0.270629  {0,1,0}     23    1
85    890   157   163  0.808803  {1,0,0}     21    1
41    892    82    83  0.383334  {1,3,0}     27    0
86    904   231   232  0.994005  {0,1,0}     38    1
0     915   215   221  0.129467  {0,1,1}     37    1
7     917    83    84  0.742389  {0,1,0}     31    0
4     921    74    76  0.741153  {1,0,0}     24    1
13    923    14    15  0.368576  {0,1,0}     23    1
14    924   136   146  0.458065  {1,0,0}     21    1
98    928    26    28  0.342539  {0,1,0}     29    0
122   929   194   242  0.257874  {0,2,0}     20    0
110   932   179   184  0.624401  {1,1,0}     25    1
124   934   212   213  0.125838  {1,1,0}     33    1
63    934   239   240  0.633571  {1,0,0}     29    1
34    941    99   131  0.614067  {0,3,0}     27    1
78    943    79    80  0.380702  {0,2,0}     37    1
68    957    66    67  0.737424  {1,1,0}     31    1
99    974   177   181  0.336672  {0,3,0}     37    0
94    980   192   193  0.597787  {0,1,0}     36    1
3     981   239   240  0.247512  {0,2,0}     34    0
107   990     9    34  0.898214  {0,1,0}     35    1
69    995   128   139  0.532543  {0,1,1}     32    1
88   1025    82    83  0.068847  {1,1,0}     31    1
51   1028    41    51  0.228334  {0,3,0}     36    0
11   1055    48    57  0.513644  {0,1,1}     36    1
81   1057    82    85  0.839088  {1,0,0}     23    1
89   1087    94    95  0.392661  {0,3,0}     20    1
5    1090    95    99  0.959996  {0,2,0}     29    1
67   1095   226   251  0.468103  {0,2,0}     30    0
114  1102   179   183  0.806200  {0,2,0}     28    1
123  1109   239   244  0.251894  {0,1,0}     37    0
127  1134   236   238  0.215099  {1,1,0}     24    1
57   1136    23    87  0.346863  {0,1,0}     29    1
92   1139    31    38  0.464345  {1,0,0}     34    1
111  1153    41    51  0.328038  {0,2,0}     25    0
80   1177    27    28  0.449097  {0,3,0}     38    0
43   1179    34    41  0.939010  {0,1,1}     27    0
72   1186    16    17  0.092062  {0,1,0}     39    1
76   1187   249   250  0.282931  {1,1,0}     31    1
52   1195     3     4  0.143288  {0,1,1}     36    1
83   1204    80    81  0.002936  {0,3,0}     29    0
18   1208   161   165  0.305425  {1,0,0}     39    1
79   1209    91    92  0.901928  {0,2,0}     36    0
103  1230   177   181  0.278446  {0,3,0}     25    1
15   1262   155   156  0.175677  {1,1,0}     27    1
44   1268    61    65  0.688743  {1,2,0}     28    1
82   1276   164   169  0.215018  {0,1,0}     28    1
26   1278    53    54  0.792802  {0,0,1}     28    0
56   1283    74    75  0.759782  {1,0,0}     29    1
106  1321   107   109  0.644404  {0,1,0}     40    0
112  1361   204   206  0.927364  {0,1,1}     27    1
33   1364   122   123  0.322335  {0,3,0}     24    0
40   1375   170   171  0.449151  {1,1,0}     37    1
19   1376    65    66  0.026852  {1,2,0}     39    1
36   1403    31    38  0.680832  {0,1,0}     21    1
16   1407     2    14  0.991635  {1,0,0}     33    1
73   1426    60    68  0.369836  {0,2,0}     22    0
102  1429    67    69  0.725271  {0,1,0}     21    0
77   1433   212   213  0.045656  {0,1,0}     28    1
