map EGL-G2-D
fac 5 10 {0,225,135,236,49}
hosp 2 {0,213}
n_ALS 7 1 {2:0,1:225,1:236,3:49}
n_BLS 17 1 {5:225,3:135,6:236,3:49}
n_CLS 6 0 {2:0,2:135,2:49}
      c_m  head  tail      c_af      c_d  c_tau  c_h
28      1   196   197  0.524841  {0,2,0}     24    1
127    11    80    81  0.080590  {0,2,0}     27    1
67     25   190   192  0.975351  {0,3,0}     39    1
12     40    13    14  0.890469  {1,0,0}     28    1
116    42   130   131  0.991076  {0,3,0}     34    0
69     57    60    68  0.255808  {1,0,0}     22    1
108    69   174   183  0.950638  {0,3,0}     27    1
6      86    16    17  0.119990  {0,1,0}     38    0
92     89   125   126  0.167260  {0,1,1}     27    1
114    92     0    21  0.489623  {0,3,0}     35    1
63    109   217   218  0.895702  {0,2,0}     33    1
76    112    26    28  0.641993  {0,3,0}     38    1
4     127    99   132  0.629081  {0,0,1}     26    0
43    174    67    69  0.281397  {0,3,0}     22    0
111   188   188   189  0.876543  {1,2,0}     25    1
101   221   228   230  0.844813  {1,0,0}     20    1
65    294   128   129  0.636862  {0,2,0}     20    1
119   324   197   199  0.647078  {0,3,0}     25    0
103   349   212   213  0.164194  {1,1,0}     27    1
40    379    26    28  0.073885  {0,2,0}     30    0
55    408   178   179  0.541445  {0,1,0}     35    1
61    413     3     4  0.590223  {0,1,0}     35    1
51    475    13    14  0.944722  {0,1,0}     29    0
2     506    25    26  0.012497  {0,1,0}     36    0
81    526    18    19  0.298084  {0,1,1}     39    0
5     530    41    51  0.148491  {1,0,0}     24    1
1     537    76    77  0.886256  {0,1,0}     29    0
22    538   251   252  0.147284  {0,2,0}     22    1
44    540    56    57  0.649849  {0,2,0}     36    0
113   544    81    89  0.374337  {0,3,0}     20    1
42    550    31    38  0.094499  {0,2,0}     23    0
118   558     2    14  0.385327  {1,0,0}     28    1
20    561   152   153  0.746736  {0,0,1}     27    0
31    603   161   165  0.713630  {0,2,0}     24    1
72    613   145   148  0.587598  {0,2,0}     23    1
27    620   107   109  0.458245  {0,2,0}     20    0
11    625   216   217  0.638628  {0,1,0}     37    1
25    632   186   188  0.504653  {0,2,0}     22    0
123   634    19    25  0.790098  {0,3,0}     32    1
54    637   212   213  0.521186  {0,1,0}     35    0
85    640   159   160  0.767645  {1,0,0}     23    1
59    648    54    55  0.374623  {0,1,0}     39    0
53    652    82    83  0.215727  {1,1,0}     35    1
95    656   157   163  0.186857  {0,1,0}     34    0
3     669    91    92  0.650147  {0,2,0}     27    1
47    673   205   208  0.283177  {0,1,0}     35    0
86    678    17    19  0.692675  {0,1,1}     39    0
96    683    66    92  0.219815  {0,2,0}     32    0
64    686   166   178  0.445745  {0,2,0}     20    1
23    689   121   155  0.583274  {0,1,0}     40    0
98    695   132   133  0.716125  {0,3,0}     31    0
99    700    68    69  0.314193  {0,1,1}     29    0
126   702    83    84  0.832916  {0,0,1}     30    1
18    708    27    30  0.957759  {0,2,0}     30    0
0     710     9    10  0.901864  {0,2,0}     32    1
71    718    31    38  0.113440  {0,3,0}     35    1
32    761     9    34  0.037322  {1,1,0}     34    1
107   767    17    22  0.116263  {0,1,0}     38    1
91    768   175   177  0.640732  {0,2,0}     37    1
35    778   129   130  0.986126  {1,1,0}     38    1
90    782     7    30  0.884669  {0,2,0}     30    0
56    805    23   237  0.883054  {0,2,0}     31    1
30    808    29    31  0.588350  {0,3,0}     38    1
13    819   236   237  0.769575  {0,0,1}     29    1
84    825   190   191  0.804126  {0,3,0}     30    1
37    836   202   209  0.848972  {0,1,1}     26    0
117   856    18    19  0.178979  {0,3,0}     22    1
87    872   240   242  0.204421  {0,3,0}     33    1
52    875   157   163  0.949138  {1,0,0}     29    1
21    879   195   248  0.365308  {0,2,0}     38    1
109   886   181   182  0.050619  {0,1,1}     38    0
102   887   243   245  0.867692  {0,1,0}     26    1
79    891    76    77  0.181231  {0,1,0}     28    1
121   898   202   203  0.642646  {0,1,0}     21    0
94    905    99   131  0.001527  {0,1,0}     35    1
26    911     7     8  0.947798  {1,0,0}     27    1
74    921    10    11  0.395907  {1,0,0}     20    1
78    927   126   150  0.962418  {0,1,0}     39    1
73    929   190   192  0.297975  {1,0,0}     29    1
104   957   120   162  0.307915  {0,2,0}     32    0
83    962   167   168  0.912199  {1,1,0}     35    1
106   966   109   110  0.488489  {0,2,0}     32    0
120   969   136   146  0.510934  {1,0,0}     38    1
62    969   202   203  0.519891  {0,2,0}     33    1
10   1008    87    88  0.034768  {1,0,0}     24    0
125  1014   135   147  0.530727  {0,3,0}     30    1
39   1015   246   247  0.171909  {0,2,0}     35    1
100  1027    63    64  0.827999  {1,1,0}     35    1
9    1031     6    27  0.246518  {0,2,0}     22    1
105  1040    17    19  0.183646  {0,1,0}     23    1
50   1059    70    79  0.163201  {0,1,1}     33    1
124  1063     4     5  0.267704  {0,2,0}     28    1
70   1065   218   250  0.297413  {0,1,0}     34    0
41   1073   216   217  0.737844  {0,1,1}     20    0
34   1073   219   223  0.208414  {0,0,1}     21    0
68   1087   129   138  0.219003  {0,2,0}     34    1
89   1091    34    41  0.806931  {0,1,0}     38    0
122  1095   204   206  0.934971  {0,1,0}     24    0
77   1100    16    17  0.037213  {0,1,1}     37    0
110  1104   135   136  0.601858  {0,2,0}     38    1
45   1127    76    78  0.657608  {0,3,0}     29    1
49   1128    78    82  0.852758  {1,0,0}     20    1
88   1144    14    15  0.238087  {0,2,0}     21    1
38   1147   174   183  0.153972  {0,3,0}     27    0
17   1153    32    33  0.184985  {0,1,0}     23    0
46   1155    30    33  0.235596  {0,2,0}     39    1
80   1163   240   242  0.624807  {0,3,0}     38    1
48   1166    68    69  0.038154  {1,1,0}     32    1
57   1185    12    13  0.555520  {0,1,0}     35    0
66   1192   125   126  0.681754  {0,2,0}     20    1
58   1194    67    68  0.055075  {0,2,0}     34    1
115  1195   208   209  0.810135  {0,0,1}     31    0
97   1245   164   169  0.992350  {0,2,0}     36    1
24   1284    70    79  0.160737  {0,0,1}     30    0
8    1298     4    22  0.092269  {0,3,0}     25    0
36   1298   159   161  0.997565  {1,3,0}     25    1
14   1299   222   223  0.202875  {1,2,0}     37    1
60   1300   239   243  0.577111  {0,1,0}     24    0
15   1322    97   115  0.736445  {0,2,0}     29    1
75   1352   135   147  0.484188  {1,0,0}     25    1
16   1361    48    57  0.405209  {0,1,0}     32    1
7    1368   236   237  0.901227  {0,1,0}     39    0
82   1389     5     6  0.406503  {0,3,0}     34    1
19   1394    10    11  0.847003  {0,2,0}     24    0
93   1396     0    21  0.114157  {0,3,0}     23    1
29   1409    17    22  0.283867  {0,0,1}     36    1
112  1424   105   106  0.497326  {0,1,1}     37    0
33   1435    11    42  0.664856  {0,2,0}     36    1
