map EGL-G2-A
fac 5 10 {0,195,166,182,99}
hosp 1 {0}
n_ALS 8 1 {4:0,2:195,1:166,1:182}
n_BLS 22 1 {6:0,6:195,6:166,4:99}
n_CLS 7 0 {2:195,3:166,2:182}
      c_m  head  tail      c_af      c_d  c_tau  c_h
69     11   143   145  0.283332  {1,1,0}     35    1
86     27    91    92  0.228498  {1,3,0}     37    1
15     34   200   201  0.959309  {1,2,0}     32    1
85     40     5    23  0.086906  {0,3,0}     36    1
87     51   170   174  0.501905  {0,2,0}     27    0
114    55    50    52  0.086732  {0,2,0}     27    1
13     68   243   245  0.739502  {0,2,0}     33    0
100   106    47    64  0.919656  {0,3,0}     38    1
29    113    47    48  0.281674  {0,1,0}     35    0
46    142    86    87  0.763326  {0,3,0}     37    1
38    228    68    69  0.362590  {0,2,0}     29    0
10    246   136   137  0.274690  {0,1,0}     33    0
4     255    96    98  0.568332  {0,3,0}     40    0
31    325   200   201  0.769531  {0,3,0}     37    0
65    352    61    65  0.223477  {0,2,0}     40    0
35    364    66    67  0.782900  {0,3,0}     22    1
60    386   111   114  0.355158  {0,2,0}     38    0
79    388   162   163  0.814009  {0,1,0}     33    1
109   443    43    45  0.994406  {0,3,0}     30    1
102   458    59    72  0.903798  {0,2,0}     28    1
91    495   226   227  0.037631  {0,1,1}     27    0
76    504   201   203  0.831295  {1,0,0}     27    1
18    545    67    68  0.850275  {0,1,0}     30    0
52    550    95    96  0.598083  {0,1,0}     20    1
56    557   215   221  0.934865  {1,0,0}     28    1
125   576   217   218  0.452018  {0,2,0}     35    1
63    576   233   235  0.276793  {1,0,0}     27    1
95    592    27    28  0.587106  {0,2,0}     23    0
92    602    35    36  0.879993  {0,1,0}     28    1
62    640   248   249  0.902970  {0,2,0}     34    1
51    647    26    28  0.958866  {0,2,0}     32    1
44    657    73    74  0.731519  {1,3,0}     35    1
9     658   154   157  0.599201  {0,3,0}     32    0
74    663    11    42  0.299086  {0,3,0}     27    1
82    664    17    19  0.291591  {1,0,0}     32    1
119   666   184   185  0.904886  {0,3,0}     35    1
106   678    32    33  0.986563  {1,2,0}     22    1
54    686    36    38  0.204250  {0,2,0}     25    1
118   699    22    24  0.205323  {0,2,0}     24    1
84    721    28    29  0.589321  {0,1,0}     36    1
26    726     9    34  0.003052  {1,1,0}     24    1
112   734   105   107  0.026635  {0,1,0}     28    0
73    736   159   160  0.636947  {0,3,0}     26    1
8     738    94    95  0.044940  {1,0,0}     24    1
116   752   235   236  0.373661  {0,3,0}     35    1
94    753   168   176  0.320576  {0,2,0}     29    0
57    758   156   157  0.536733  {0,2,0}     20    1
83    758    94    95  0.322968  {1,1,0}     38    1
42    759    80    81  0.507843  {1,0,0}     29    1
19    761   101   102  0.217350  {0,0,1}     33    0
115   775   103   104  0.065400  {1,1,0}     39    1
99    787   234   239  0.095135  {1,1,0}     39    1
72    790   250   251  0.477328  {1,1,0}     36    1
22    793   147   148  0.425671  {0,1,0}     38    0
101   797   236   238  0.677223  {0,1,0}     26    1
39    797   197   199  0.276720  {0,2,0}     37    0
27    823   166   178  0.805986  {0,3,0}     35    1
43    828    43    44  0.471789  {0,2,0}     25    1
96    839    89    90  0.681840  {0,3,0}     27    1
64    841   179   184  0.070739  {1,0,0}     35    1
123   842     5     6  0.826051  {0,2,0}     38    1
45    845   167   168  0.904058  {0,3,0}     33    0
36    850    63    64  0.362703  {0,2,0}     37    0
23    854   164   165  0.348622  {0,2,0}     24    1
97    864   174   182  0.908145  {1,0,0}     27    1
105   881    49    50  0.467844  {0,2,0}     31    1
53    888    11    42  0.800734  {0,1,1}     30    1
61    918   202   203  0.936614  {0,3,0}     22    1
49    928   107   109  0.034561  {1,1,0}     26    1
70    928   103   111  0.154372  {0,2,0}     23    1
80    936   125   150  0.273292  {0,2,0}     37    1
104   941   102   103  0.590546  {0,1,1}     40    0
11    951   159   160  0.358718  {1,0,0}     34    1
