map EGL-G1-B
fac 5 10 {0,228,174,30,78}
hosp 3 {0,9,10}
n_ALS 7 1 {1:0,1:228,1:174,2:30,2:78}
n_BLS 15 1 {3:0,5:228,1:174,4:30,2:78}
n_CLS 9 0 {4:0,2:228,2:174,1:30}
      c_m  head  tail      c_af      c_d  c_tau  c_h
48      0    92    93  0.383550  {0,3,0}     38    1
118    14   177   178  0.271268  {0,0,1}     22    1
113    44    88    96  0.939776  {0,1,0}     40    1
58     45    27    28  0.282582  {0,2,0}     37    1
108    48   104   106  0.059715  {0,3,0}     40    0
121    66    75    76  0.200805  {0,2,0}     24    0
95     94   162   167  0.398371  {0,1,0}     22    0
46    100   199   201  0.219962  {1,1,0}     31    1
36    114    82    83  0.063780  {0,2,0}     35    1
12    129   207   209  0.317763  {0,1,0}     28    1
97    137    81    82  0.324936  {1,1,0}     29    1
110   259   169   173  0.698871  {0,2,0}     40    1
41    280    53    55  0.447641  {0,0,1}     35    0
60    297    38    40  0.909611  {0,2,0}     31    1
68    303   165   166  0.249251  {0,2,0}     32    1
87    304    50    51  0.602623  {1,0,0}     20    1
27    306   241   242  0.724722  {0,3,0}     38    0
93    308    43    45  0.549919  {0,2,0}     34    1
13    311    41    51  0.082852  {0,2,0}     25    1
30    335   212   218  0.337793  {0,3,0}     31    1
10    344   195   197  0.447020  {1,3,0}     27    1
35    401     6     7  0.746647  {0,0,1}     27    1
119   416    45    46  0.323990  {0,1,0}     31    0
114   450   120   154  0.127187  {0,3,0}     34    0
55    455   100   111  0.225038  {0,1,0}     38    1
107   492    16    18  0.712402  {1,1,0}     22    1
15    515    39    40  0.973098  {1,0,0}     24    1
72    521    39    52  0.949641  {0,1,1}     38    1
49    532    41    51  0.615953  {0,3,0}     38    1
33    549   189   241  0.998325  {0,1,0}     31    1
4     556   112   114  0.751446  {1,1,0}     20    1
64    578    89    91  0.292953  {0,2,0}     21    1
0     593   238   240  0.578889  {0,1,0}     28    1
105   596    94    98  0.484937  {0,2,0}     33    0
39    598   102   103  0.570243  {1,1,0}     39    1
18    602   202   204  0.110776  {0,2,0}     23    0
111   615    61    62  0.823529  {1,0,0}     39    1
43    615   240   242  0.363362  {0,2,0}     27    0
96    618     3    15  0.758959  {0,2,0}     36    1
80    618   106   107  0.639088  {1,1,0}     31    1
112   626     4     5  0.838458  {0,1,1}     21    1
84    639   105   117  0.101682  {1,1,0}     34    1
88    640   178   183  0.737676  {0,1,0}     26    0
69    650     5    26  0.231161  {0,2,0}     27    0
25    657   108   109  0.681818  {1,1,0}     32    1
8     660    59    60  0.126907  {0,2,0}     39    1
34    661   135   145  0.585130  {0,1,0}     25    1
53    684    16    18  0.559883  {0,3,0}     31    1
47    689    54    58  0.003020  {0,2,0}     27    1
