map EGL-G2-B
fac 5 10 {0,86,252,19,251}
hosp 1 {0}
n_ALS 6 1 {3:0,1:19,2:251}
n_BLS 24 1 {3:0,5:86,8:252,2:19,6:251}
n_CLS 5 0 {1:0,2:86,2:19}
      c_m  head  tail      c_af      c_d  c_tau  c_h
62     15   175   176  0.198528  {0,2,0}     30    1
72     22   225   228  0.916174  {0,1,1}     22    0
35     34   167   168  0.274478  {1,1,0}     33    1
110    40    95    96  0.010888  {0,3,0}     29    0
127    46   247   249  0.102906  {0,1,0}     28    0
78     61   206   207  0.702550  {0,0,1}     30    1
70     61    57    61  0.485314  {0,3,0}     36    0
108    69   226   251  0.248703  {1,1,0}     24    1
59     69    81    89  0.332697  {0,0,1}     20    0
26     70    89    97  0.406082  {0,1,0}     26    0
50     91   198   199  0.408195  {0,2,0}     38    0
17     93   213   214  0.119185  {0,3,0}     33    0
53    168    81    89  0.967468  {0,1,0}     25    1
95    291    81    82  0.279188  {1,0,0}     40    1
44    318   105   106  0.074078  {1,0,0}     29    1
106   341    36    37  0.078814  {0,1,0}     30    1
34    357   208   210  0.469453  {0,3,0}     24    1
7     369   165   166  0.328359  {0,1,0}     29    1
51    393    43    44  0.643279  {0,2,0}     38    1
27    415    24    25  0.794686  {1,1,0}     23    1
100   418   161   165  0.044822  {0,3,0}     24    1
79    433    26    28  0.090112  {0,1,0}     40    1
22    433   116   123  0.591357  {0,1,0}     35    1
98    449    87    88  0.797694  {0,3,0}     39    0
16    486    29    30  0.057510  {0,2,0}     33    0
67    514    49    56  0.566170  {0,1,0}     39    0
122   524   193   194  0.629618  {0,3,0}     32    0
40    528    82    85  0.092567  {0,2,0}     36    1
77    597   231   232  0.289689  {1,0,0}     26    1
48    603   130   137  0.340011  {0,3,0}     39    1
61    606   102   103  0.973105  {1,3,0}     26    1
102   611    39    52  0.163015  {1,0,0}     38    1
88    618   148   149  0.476721  {0,1,0}     36    1
73    621     9    10  0.727941  {1,3,0}     39    1
81    622   184   188  0.909885  {0,3,0}     37    0
43    643    18    20  0.593382  {0,1,0}     35    1
23    645    10    11  0.899044  {1,0,0}     29    1
109   681     5    26  0.140253  {0,1,0}     31    0
55    683   127   128  0.023293  {0,2,0}     28    0
96    690   129   130  0.110489  {1,0,0}     32    1
64    715    67    68  0.139225  {0,1,0}     32    1
41    715   205   207  0.078834  {0,0,1}     40    1
39    724   177   181  0.813995  {0,3,0}     31    1
74    725    53    55  0.443707  {0,1,0}     35    1
71    726   190   192  0.453332  {1,1,0}     23    1
1     730    17    22  0.990106  {0,2,0}     23    1
24    735    83    84  0.694751  {0,1,0}     40    0
49    740   125   152  0.172567  {0,1,0}     37    1
8     747   213   214  0.880738  {1,0,0}     20    1
25    770   239   240  0.813593  {0,2,0}     21    0
28    780   145   146  0.294538  {0,1,0}     21    1
20    780   125   150  0.801690  {0,1,0}     21    1
120   781   162   163  0.644614  {1,0,0}     22    1
11    783    47    64  0.631450  {0,0,1}     25    1
14    793   122   123  0.255162  {0,3,0}     27    1
36    800    27    28  0.541204  {0,2,0}     28    1
112   807    54    55  0.528170  {1,1,0}     24    1
29    807   117   121  0.604277  {1,1,0}     31    1
93    811     5     6  0.286123  {0,0,1}     28    1
42    815   233   254  0.830684  {0,3,0}     28    0
38    825    40    41  0.284650  {1,1,0}     38    1
82    829   126   150  0.392439  {1,1,0}     32    1
6     831   164   169  0.026516  {1,1,0}     36    1
56    832   247   249  0.260260  {1,0,0}     21    1
30    833     4    22  0.138408  {0,0,1}     25    0
91    834   190   192  0.993314  {1,1,0}     22    1
124   834    12    13  0.448943  {0,3,0}     33    1
19    836   137   138  0.956229  {0,1,0}     39    1
3     844   108   109  0.642589  {0,0,1}     27    1
97    859    87    88  0.804745  {0,1,1}     25    1
114   874    36    37  0.393394  {1,1,0}     26    1
113   882   240   241  0.500092  {0,1,1}     23    1
52    888    87    88  0.399203  {0,1,0}     22    0
66    891    16    17  0.951166  {1,0,0}     25    1
116   892   140   141  0.741888  {0,0,1}     25    1
105   908   210   215  0.025535  {1,1,0}     22    1
84    919    43    46  0.592498  {0,0,1}     36    1
31    935   195   196  0.596411  {0,1,0}     33    1
121   935    48    57  0.326122  {1,1,0}     40    1
118   937   175   176  0.412224  {1,0,0}     32    1
46    938   166   178  0.478818  {0,1,0}     40    0
85    943   247   249  0.991720  {1,1,0}     32    1
2     946    46    47  0.398500  {1,1,0}     29    1
119   954   233   234  0.917045  {1,1,0}     23    1
0     966   227   231  0.961024  {1,0,0}     30    1
32    974    27    28  0.580346  {0,2,0}     25    1
87    988   252   253  0.581888  {0,2,0}     25    0
92    988     8    33  0.546832  {0,2,0}     30    1
80    991    78    79  0.272888  {0,2,0}     34    1
58   1005   248   249  0.416429  {1,0,0}     23    1
18   1017   125   126  0.456954  {1,1,0}     34    1
47   1019    54    55  0.165562  {0,1,1}     25    0
63   1020   202   209  0.065613  {0,3,0}     37    1
90   1037    95    99  0.949488  {0,1,0}     39    1
15   1040     8     9  0.465701  {0,2,0}     40    0
68   1052    54    55  0.069183  {0,1,0}     25    1
37   1055   105   106  0.355187  {0,1,0}     21    0
54   1060    89    90  0.107485  {0,1,0}     22    1
13   1073   161   164  0.625185  {1,0,0}     31    1
111  1079    65    66  0.450511  {0,2,0}     37    1
123  1097   125   126  0.559545  {0,1,0}     24    1
83   1100   102   103  0.996617  {0,2,0}     20    1
89   1104    92    93  0.203632  {0,1,0}     37    0
103  1104   200   201  0.240676  {0,2,0}     36    1
65   1123    10    11  0.093951  {1,0,0}     24    1
69   1129   106   118  0.749701  {1,0,0}     39    1
94   1137    76    78  0.740856  {0,1,0}     25    0
12   1145   113   115  0.595670  {0,1,1}     27    1
101  1162   225   228  0.952392  {0,1,1}     20    1
76   1166   106   118  0.835899  {1,0,0}     34    1
107  1176    72    73  0.286227  {1,1,0}     34    1
117  1184    81    82  0.663934  {0,2,0}     34    1
57   1185   124   125  0.559766  {0,2,0}     23    0
115  1191   130   131  0.737688  {0,1,0}     40    0
104  1192   155   156  0.281147  {0,2,0}     35    1
21   1195    23    87  0.613522  {1,1,0}     24    1
126  1213    54    55  0.835652  {0,2,0}     34    0
75   1216   225   228  0.911161  {0,2,0}     31    0
9    1289   177   180  0.392871  {0,2,0}     32    0
125  1307   212   213  0.132897  {0,1,0}     37    1
5    1329   219   220  0.686144  {0,2,0}     23    1
60   1333   151   152  0.568001  {0,1,0}     36    1
45   1361   225   226  0.069345  {1,0,0}     39    1
10   1361   179   183  0.241749  {1,0,0}     33    1
99   1366    48    49  0.622567  {0,3,0}     22    1
86   1368   125   126  0.409769  {0,1,1}     21    1
4    1383   156   162  0.630644  {1,1,0}     28    1
33   1421   107   109  0.560080  {0,1,0}     23    1
