map EGL-G1-C
fac 5 10 {0,11,79,139,176}
hosp 2 {0,157}
n_ALS 9 1 {3:0,3:11,3:139}
n_BLS 25 1 {5:0,4:11,4:79,3:139,9:176}
n_CLS 6 0 {1:0,1:11,1:79,2:139,1:176}
      c_m  head  tail      c_af      c_d  c_tau  c_h
9       0    82    83  0.710571  {0,1,1}     35    1
23     27   134   135  0.738757  {1,1,0}     35    1
124    46     5     6  0.678527  {0,1,0}     36    1
61     48    18    20  0.664223  {0,0,1}     22    1
66     84    63    64  0.741343  {0,1,0}     24    1
27    101    79    80  0.641249  {1,0,0}     34    1
47    109   101   110  0.612229  {0,0,1}     37    0
118   111   132   134  0.883292  {1,0,0}     25    1
88    134   100   111  0.787427  {0,1,0}     35    0
19    140    82    83  0.965295  {1,0,0}     30    1
75    156   154   155  0.027353  {0,1,0}     35    0
44    193   197   198  0.202144  {1,3,0}     40    1
103   198   157   158  0.660167  {1,0,0}     32    1
73    211    53    55  0.402874  {1,1,0}     20    1
114   214    62    63  0.248739  {1,1,0}     39    1
111   268    10    11  0.384134  {0,3,0}     23    1
15    305   147   148  0.831382  {1,1,0}     24    1
50    309    39    40  0.480132  {0,3,0}     36    1
91    316   123   124  0.067680  {0,2,0}     20    0
121   334    83    85  0.431929  {0,1,1}     26    1
119   340   132   134  0.518555  {0,3,0}     33    1
39    359     7     8  0.946898  {0,2,0}     20    0
85    398     4     5  0.565604  {0,1,0}     28    0
31    411   136   137  0.377234  {0,1,0}     28    0
51    446    80    81  0.637116  {0,1,0}     39    1
36    452    31    38  0.554571  {0,2,0}     37    1
117   456   228   229  0.172801  {1,1,0}     34    1
123   458   137   138  0.338749  {0,2,0}     27    1
92    459   127   128  0.955966  {1,3,0}     23    1
74    483   129   136  0.708449  {1,0,0}     28    1
0     527   244   245  0.374864  {0,0,1}     30    1
25    537    50    52  0.218473  {0,1,0}     21    1
79    541    38    40  0.308344  {0,2,0}     20    0
33    541   125   126  0.707932  {0,3,0}     22    0
77    547    24    26  0.698190  {0,3,0}     25    0
89    554   216   217  0.160113  {0,3,0}     36    0
112   555   131   132  0.610155  {0,2,0}     21    0
24    557   234   236  0.734379  {0,3,0}     23    1
100   558    40    41  0.850721  {0,1,0}     38    1
94    566    23    86  0.920827  {0,2,0}     37    0
32    590    63    64  0.023514  {0,2,0}     21    1
102   597   102   103  0.101353  {0,2,0}     36    1
53    606   104   105  0.593031  {0,2,0}     32    1
43    628    59    71  0.950118  {0,1,1}     31    1
37    634   115   122  0.002034  {0,1,0}     20    0
41    640   177   178  0.776015  {0,2,0}     31    0
110   657    90    95  0.695882  {0,1,0}     26    1
4     659   232   234  0.138511  {1,0,0}     33    0
63    663   124   151  0.786953  {0,3,0}     24    0
76    688    23   229  0.658192  {1,2,0}     28    1
81    697   198   199  0.480463  {0,3,0}     21    1
13    700   173   181  0.106781  {1,1,0}     29    1
28    726   193   194  0.376880  {0,2,0}     20    0
8     733    69    70  0.127444  {0,2,0}     38    0
2     738   132   134  0.959202  {1,1,0}     39    1
38    738   191   194  0.687545  {1,0,0}     28    1
1     739    49    56  0.213033  {1,1,0}     39    1
5     741   151   154  0.592770  {1,0,0}     23    1
57    749   124   125  0.049220  {0,1,0}     40    0
126   752   154   155  0.048396  {0,3,0}     26    1
26    753   238   240  0.647899  {0,2,0}     32    1
122   774   125   126  0.434018  {0,1,0}     33    0
18    782    53    54  0.560482  {0,2,0}     34    1
104   785   240   242  0.863046  {1,0,0}     30    1
16    793   202   204  0.824990  {0,2,0}     28    1
69    811   206   207  0.280549  {1,0,0}     36    0
120   812   164   165  0.134594  {1,3,0}     35    1
90    813   158   160  0.913568  {0,3,0}     38    1
78    830    39    52  0.165571  {1,1,0}     25    1
109   836    55    56  0.871692  {0,3,0}     33    0
22    845   125   126  0.598705  {0,3,0}     20    1
68    845   105   117  0.649866  {0,2,0}     39    1
101   846    40    41  0.743876  {1,1,0}     36    1
67    847    69    70  0.447337  {0,2,0}     30    0
65    855   122   123  0.440026  {0,3,0}     34    0
97    857   102   103  0.854214  {0,2,0}     21    0
70    860   222   225  0.319891  {0,1,0}     31    0
59    864   129   136  0.675700  {1,1,0}     30    1
72    869   234   235  0.644178  {1,1,0}     36    1
56    875    88    96  0.966314  {0,2,0}     34    1
115   883    59    60  0.095115  {0,1,0}     20    1
95    884   153   157  0.437158  {0,1,0}     37    0
17    895   202   204  0.173809  {0,0,1}     20    0
49    898   204   209  0.401632  {1,1,0}     27    0
52    915   228   229  0.272731  {1,1,0}     34    1
58    918   124   149  0.986169  {0,1,0}     34    1
106   946   174   175  0.591710  {0,1,0}     35    1
93    957    90    95  0.166393  {0,0,1}     20    1
82    982   130   131  0.953131  {0,2,0}     38    0
34    984   100   111  0.867806  {0,3,0}     20    1
21    986     5     6  0.650561  {0,1,0}     30    1
54    993   146   147  0.553047  {0,3,0}     26    1
29    994    63    64  0.704644  {1,0,0}     21    1
96   1005    31    32  0.442742  {0,1,0}     35    1
62   1013   164   165  0.107722  {0,1,0}     28    0
6    1016    30    33  0.696585  {1,0,0}     27    1
30   1018   234   235  0.337703  {0,0,1}     30    1
107  1045   120   121  0.314711  {1,1,0}     22    1
11   1051    69    70  0.057025  {1,0,0}     33    1
84   1053   231   236  0.284347  {1,0,0}     28    1
87   1053   139   141  0.415667  {1,0,0}     38    0
98   1058   213   216  0.604928  {0,1,0}     28    0
64   1058   137   138  0.289928  {1,1,0}     35    1
86   1075   202   204  0.919112  {0,0,1}     22    1
55   1079   142   143  0.375035  {0,1,0}     34    0
14   1081   232   233  0.928982  {0,2,0}     25    1
108  1090   245   246  0.146977  {1,0,0}     34    1
3    1095    73    74  0.481075  {1,0,0}     33    1
113  1099    53    54  0.644176  {0,1,0}     35    1
35   1105     4    22  0.507213  {0,1,0}     35    0
48   1122    65    66  0.799347  {0,2,0}     23    1
20   1159    91    92  0.023907  {0,2,0}     35    1
99   1160   128   137  0.229618  {0,2,0}     31    0
40   1166    41    51  0.558482  {0,2,0}     20    1
12   1169   125   149  0.446951  {0,1,1}     21    1
71   1188    22    24  0.808795  {1,1,0}     24    1
46   1223    24    26  0.862480  {0,2,0}     31    0
7    1249   213   214  0.242889  {0,0,1}     34    1
105  1252   124   151  0.482394  {0,2,0}     29    0
125  1301    78    79  0.652082  {0,2,0}     32    1
60   1317     7    30  0.868586  {0,1,0}     33    1
127  1319   244   248  0.204215  {0,1,0}     38    1
83   1327   204   205  0.552989  {1,0,0}     37    1
116  1332    55    56  0.742372  {0,2,0}     25    0
10   1376   246   247  0.830316  {0,1,0}     29    1
42   1376   157   159  0.613914  {1,1,0}     26    1
45   1417    61    62  0.977759  {1,2,0}     22    1
80   1425   125   126  0.277212  {0,3,0}     26    0
