map EGL-G2-C
fac 5 10 {0,253,112,50,182}
hosp 2 {0,78}
n_ALS 5 1 {1:0,2:112,1:50,1:182}
n_BLS 23 1 {3:0,7:253,7:112,6:50}
n_CLS 5 0 {1:0,3:253,1:182}
      c_m  head  tail      c_af      c_d  c_tau  c_h
56     10    11    42  0.432306  {0,1,0}     34    1
103    69   159   160  0.007855  {0,2,0}     30    1
87     73    84    85  0.802669  {0,1,1}     36    1
117    99   128   139  0.030723  {1,1,0}     20    0
16    106   130   137  0.834090  {0,2,0}     20    0
35    149   226   229  0.510121  {1,0,0}     20    1
22    149   209   216  0.285607  {0,2,0}     20    1
61    161    16    17  0.987635  {0,2,0}     22    1
15    237     1    12  0.383569  {1,1,0}     28    1
124   249    63    64  0.338544  {0,1,0}     22    1
79    275     9    34  0.753558  {1,0,0}     36    1
72    309     5    23  0.693086  {0,1,0}     29    1
34    313    73    74  0.963641  {0,1,1}     22    1
97    315   218   225  0.098537  {0,2,0}     20    0
64    359   136   137  0.802077  {0,3,0}     24    0
62    364   105   107  0.704951  {1,1,0}     33    1
18    385    32    33  0.356249  {0,2,0}     40    0
45    389    74    75  0.849389  {0,1,0}     25    1
109   413   170   171  0.984718  {0,2,0}     30    1
76    415    48    57  0.867444  {0,1,1}     27    0
107   422   185   186  0.369839  {1,0,0}     22    1
69    426   105   107  0.227302  {0,2,0}     22    1
1     445   153   154  0.912853  {0,1,0}     20    0
40    467    97    98  0.541217  {0,1,0}     23    1
13    481    81    82  0.625236  {0,2,0}     33    0
83    530   153   154  0.642944  {0,1,0}     30    1
84    540   161   165  0.106212  {0,3,0}     29    0
104   541   178   179  0.430262  {0,1,0}     22    0
89    554    95    96  0.627350  {0,1,0}     23    0
48    559   202   203  0.108454  {0,0,1}     36    1
81    562   113   115  0.281576  {1,3,0}     27    1
102   564    97    98  0.118976  {0,2,0}     28    1
46    574   151   152  0.558896  {1,1,0}     22    1
29    581    71    73  0.380834  {0,1,1}     35    0
114   609   209   216  0.934252  {0,3,0}     38    1
20    620    76    78  0.904892  {0,2,0}     31    0
9     621   166   175  0.574865  {1,1,0}     40    1
44    625   179   183  0.762278  {0,1,1}     21    1
92    627   236   238  0.366373  {0,3,0}     36    1
68    628   128   139  0.968136  {0,0,1}     21    1
65    634    66    93  0.092677  {1,0,0}     29    1
52    634    20    21  0.281250  {0,1,0}     21    1
101   644   115   116  0.585569  {0,3,0}     20    0
80    658     1     2  0.770208  {1,1,0}     31    1
6     661    32    34  0.612702  {0,3,0}     29    0
55    684    81    89  0.404714  {0,1,0}     30    1
113   685   199   200  0.210569  {0,0,1}     24    0
73    691    93    94  0.461178  {0,1,1}     24    0
126   693    47    48  0.897886  {0,3,0}     35    0
11    700    61    65  0.816051  {0,0,1}     27    0
3     700   206   207  0.252349  {1,1,0}     21    1
57    702    23    87  0.226798  {1,0,0}     30    1
19    721   244   245  0.002048  {0,1,0}     24    0
4     729   252   253  0.790933  {0,2,0}     37    1
106   731   220   221  0.716132  {1,1,0}     31    1
36    738   143   144  0.432476  {0,0,1}     40    0
127   748   245   247  0.474312  {0,3,0}     27    0
94    751   126   127  0.909398  {1,1,0}     20    1
95    760    99   132  0.163263  {0,1,0}     34    1
30    774   228   230  0.380750  {1,0,0}     36    1
111   782    91    92  0.575202  {0,3,0}     34    1
119   793   205   208  0.951448  {0,1,0}     22    0
63    794   179   183  0.769859  {1,1,0}     37    1
14    817   219   223  0.497076  {0,1,0}     31    1
98    833   121   122  0.312714  {0,2,0}     22    1
25    837    74    76  0.485776  {0,2,0}     33    0
90    861    69    80  0.000402  {0,2,0}     36    1
50    875   186   198  0.854163  {0,2,0}     35    1
66    876   136   146  0.162987  {0,2,0}     32    1
49    876   233   235  0.787484  {0,3,0}     32    1
53    891   186   188  0.895713  {1,0,0}     28    1
86    891   128   129  0.196384  {0,1,0}     32    0
78    900   239   244  0.194410  {0,1,0}     26    1
100   912    99   100  0.167424  {0,2,0}     37    0
32    919    43    44  0.383031  {1,1,0}     21    1
115   932   217   218  0.158722  {1,0,0}     26    1
54    947     7    30  0.582319  {0,3,0}     38    1
125   947     6     7  0.410816  {1,0,0}     24    1
33    948   226   229  0.951805  {0,1,0}     20    0
67    956    39    73  0.411418  {1,1,0}     29    1
17    957   189   190  0.854350  {0,1,0}     33    0
74    967   201   202  0.022325  {0,1,1}     27    1
39    984    59    72  0.537588  {1,1,0}     20    0
71    994    35    36  0.831659  {0,2,0}     35    1
41   1000   115   116  0.865349  {0,1,1}     29    0
21   1009   228   229  0.923592  {0,1,0}     20    1
105  1022     6     7  0.620466  {0,2,0}     30    0
88   1029   227   233  0.507398  {0,3,0}     23    1
43   1037    31    38  0.233096  {0,3,0}     33    1
96   1040   130   131  0.604737  {1,0,0}     39    1
60   1041   227   229  0.292832  {0,2,0}     35    1
75   1048   150   151  0.915949  {0,1,0}     33    0
112  1052   126   127  0.187081  {1,1,0}     23    1
77   1057    85   101  0.404561  {0,1,0}     21    0
108  1080     5     6  0.614892  {1,0,0}     22    1
91   1082     8     9  0.844749  {0,2,0}     23    1
8    1084    16    18  0.390684  {0,1,0}     36    1
24   1089   192   193  0.521200  {0,2,0}     20    1
120  1114    54    58  0.638373  {1,1,0}     38    1
42   1119    81    89  0.019169  {0,2,0}     30    0
51   1125   106   118  0.310270  {1,0,0}     39    1
70   1149   133   135  0.904824  {0,1,0}     27    0
27   1157   126   150  0.314251  {0,1,0}     26    1
47   1160   247   248  0.475224  {0,3,0}     35    1
116  1168   161   164  0.392736  {1,0,0}     40    1
82   1170   166   167  0.359714  {0,1,0}     27    1
85   1174   113   115  0.464496  {0,1,0}     21    1
26   1182   174   183  0.693058  {0,2,0}     36    1
59   1185   240   241  0.687618  {1,0,0}     33    1
