map EGL-G1-A
fac 5 10 {0,6,160,50,5}
hosp 3 {0,84,244}
n_ALS 8 1 {4:0,2:6,1:160,1:5}
n_BLS 25 1 {3:0,5:6,5:160,6:50,6:5}
n_CLS 8 0 {2:0,4:50,2:5}
      c_m  head  tail      c_af      c_d  c_tau  c_h
28     26   242   245  0.902272  {0,1,0}     22    1
100    35   169   170  0.626907  {0,3,0}     40    1
4      47    66    67  0.549488  {0,1,0}     26    1
36     47    62    63  0.781482  {1,1,0}     23    1
44     59    85    86  0.355406  {1,0,0}     36    1
122    99   193   194  0.315450  {1,0,0}     33    1
49    103   129   130  0.810826  {1,0,0}     34    1
92    104    15    17  0.923713  {1,1,0}     31    0
32    105    42    43  0.187469  {1,1,0}     30    1
64    133    61    62  0.852142  {0,1,0}     25    0
97    159    75    76  0.123387  {0,2,0}     33    1
61    165    32    33  0.408873  {0,1,0}     20    1
59    193    84   100  0.843031  {0,3,0}     38    1
104   201    93    94  0.485488  {1,0,0}     20    1
121   210    50    52  0.253263  {0,2,0}     25    0
33    225   190   192  0.650374  {0,2,0}     37    1
27    227    98   130  0.915116  {1,1,0}     32    1
1     251    81    82  0.075911  {0,2,0}     20    1
3     277    15    17  0.740842  {0,1,1}     23    0
41    290   246   248  0.521681  {1,1,0}     25    0
90    290    77    81  0.109258  {0,3,0}     30    1
80    320   188   189  0.556378  {1,1,0}     40    1
118   351   226   227  0.994470  {1,1,0}     40    1
2     359   139   140  0.421887  {0,3,0}     22    0
78    385   100   101  0.803451  {0,2,0}     39    1
110   386   175   176  0.328689  {0,0,1}     26    0
15    389    94    95  0.796312  {0,2,0}     37    0
35    418   211   213  0.016726  {1,0,0}     32    1
72    420   158   159  0.396936  {0,2,0}     32    0
63    421   123   124  0.982783  {0,1,1}     40    0
109   435    53    55  0.216234  {1,1,0}     25    1
19    439    18    19  0.327488  {1,1,0}     23    1
12    471   216   217  0.564118  {1,0,0}     34    1
73    479   165   177  0.633372  {0,2,0}     32    1
40    484    48    49  0.184725  {0,1,1}     30    1
66    510   102   103  0.300207  {1,1,0}     37    1
8     513    71    72  0.938435  {1,0,0}     21    1
43    522    11    42  0.308631  {1,1,0}     36    1
117   534   111   112  0.690130  {1,1,0}     27    1
113   550   219   221  0.052901  {1,0,0}     22    1
23    557    90    91  0.248479  {0,2,0}     26    1
65    588     9    34  0.610389  {1,0,0}     22    1
94    593    97   126  0.629127  {0,3,0}     28    0
13    601    19    25  0.433978  {0,1,1}     34    1
93    605   141   142  0.317958  {0,2,0}     24    0
79    626   140   149  0.775250  {0,1,0}     33    0
82    630    58    59  0.944898  {0,2,0}     28    0
87    635   124   151  0.563258  {0,2,0}     28    0
76    640    69    70  0.317223  {0,1,0}     36    1
58    641   196   203  0.605680  {1,2,0}     37    1
20    642    24    25  0.335378  {1,1,0}     35    1
112   675     0     1  0.203251  {0,1,0}     24    0
124   683   150   152  0.092787  {0,1,0}     39    0
26    686   228   229  0.542641  {0,2,0}     32    1
60    688    73    75  0.500616  {0,2,0}     40    1
81    705   237   238  0.799045  {0,2,0}     24    1
14    706    53    55  0.207218  {1,0,0}     35    1
52    710   199   201  0.864658  {0,2,0}     36    0
18    710    27    28  0.131453  {0,2,0}     21    0
111   712   191   194  0.865264  {1,0,0}     24    1
11    714    53    55  0.046037  {1,0,0}     37    1
54    716   130   131  0.097957  {0,2,0}     36    1
10    747   156   162  0.265431  {0,3,0}     22    1
67    759    98   131  0.939479  {0,1,0}     34    0
55    779   238   240  0.513935  {0,1,0}     22    0
96    784   101   110  0.921247  {0,1,0}     25    1
53    792    53    54  0.425588  {1,3,0}     40    1
86    798   179   180  0.051204  {0,2,0}     26    1
95    807   186   187  0.756258  {0,2,0}     24    1
57    822   225   227  0.561572  {0,1,0}     40    0
120   830   136   137  0.941704  {0,0,1}     40    1
91    839   176   179  0.198496  {1,1,0}     37    1
115   845   225   227  0.658838  {1,0,0}     37    1
48    856    55    56  0.674016  {0,1,0}     24    1
68    861   140   149  0.462916  {0,1,1}     22    0
83    867    50    51  0.591776  {1,1,0}     30    1
102   871    22    24  0.269204  {1,0,0}     20    1
34    881    20    21  0.362779  {1,1,0}     29    1
69    892    60    67  0.110986  {0,1,0}     20    1
127   898    37    74  0.008153  {0,3,0}     37    0
126   900   242   243  0.086339  {1,0,0}     25    1
98    907    75    77  0.573354  {0,1,0}     21    1
47    907    50    52  0.765580  {0,1,1}     36    1
123   916    60    67  0.255279  {0,2,0}     34    1
50    919    34    41  0.612706  {0,2,0}     20    1
45    939   157   158  0.579487  {0,3,0}     23    0
9     940    31    38  0.078371  {0,3,0}     29    0
71    944     7     8  0.494923  {0,1,0}     24    1
119   944    93    94  0.373246  {1,0,0}     22    1
31    946   176   179  0.910078  {0,1,1}     28    1
114   990    32    33  0.053857  {0,2,0}     22    0
62   1019    83    85  0.432843  {0,1,0}     24    1
16   1021   175   176  0.324958  {1,0,0}     30    1
42   1021    61    62  0.254789  {1,1,0}     36    1
101  1024   157   159  0.789105  {0,0,1}     25    1
75   1034   116   118  0.835897  {1,0,0}     36    1
25   1042    32    34  0.294888  {0,2,0}     25    0
5    1057    68    79  0.490836  {0,3,0}     34    0
105  1075   219   221  0.596932  {0,1,1}     28    0
89   1075    27    30  0.772464  {0,1,0}     38    0
88   1097    73    75  0.167864  {0,1,0}     26    0
77   1103   150   152  0.692529  {0,1,0}     33    1
22   1104    63    64  0.414945  {0,1,0}     28    0
29   1108    77    81  0.717100  {0,1,0}     29    0
85   1128   176   179  0.227376  {0,1,0}     36    1
103  1140    27    30  0.132173  {0,1,0}     27    1
108  1153   150   151  0.306156  {0,0,1}     26    1
56   1174   104   105  0.142170  {0,1,0}     26    1
51   1197   211   213  0.368319  {0,1,1}     26    1
24   1206    78    79  0.743782  {0,2,0}     28    1
30   1207   158   159  0.911043  {0,0,1}     21    1
106  1217    22    24  0.513651  {0,1,0}     35    1
39   1219   153   156  0.128243  {0,2,0}     27    1
7    1226   127   128  0.699154  {1,1,0}     27    1
38   1228   121   122  0.934345  {1,0,0}     33    1
21   1263    37    74  0.218995  {1,0,0}     37    1
99   1266   189   241  0.320893  {1,1,0}     31    1
107  1274    86    87  0.706240  {0,3,0}     26    1
6    1288   188   189  0.393395  {1,0,0}     38    1
46   1309    88    96  0.771728  {0,1,0}     20    0
17   1310    78    79  0.517108  {0,3,0}     37    1
70   1310   210   212  0.636353  {0,1,0}     40    0
74   1317    65    91  0.903573  {0,2,0}     34    1
37   1328   144   147  0.173594  {0,2,0}     28    0
84   1330    17    19  0.705192  {0,3,0}     24    0
0    1357   176   180  0.403203  {0,2,0}     20    1
116  1366    36    37  0.315630  {0,1,0}     40    0
125  1389   157   158  0.094523  {0,2,0}     37    1
