map EGL-G1-C
fac 5 10 {0,79,180,157,213}
hosp 2 {0,5}
n_ALS 5 1 {1:0,2:180,2:213}
n_BLS 25 1 {6:0,2:79,8:180,3:157,6:213}
n_CLS 5 0 {1:0,1:79,2:157,1:213}
      c_m  head  tail      c_af      c_d  c_tau  c_h
38    171   165   174  0.284535  {0,1,0}     20    1
32    229    39    40  0.679903  {0,3,0}     33    1
29    233    58    59  0.476476  {0,2,0}     39    0
74    238   115   122  0.923981  {0,2,0}     33    0
31    244   152   153  0.715437  {1,0,0}     22    1
24    288   105   107  0.543926  {0,1,0}     24    1
20    296   197   198  0.103130  {0,1,0}     24    1
26    394    63    64  0.339415  {0,0,1}     37    0
34    446   129   136  0.393409  {0,1,0}     20    1
85    456   207   208  0.365965  {0,0,1}     32    0
91    467    69    78  0.244749  {0,1,0}     30    0
126   470   198   199  0.980107  {1,0,0}     26    1
2     472    24    26  0.301575  {1,0,0}     25    1
73    481   132   134  0.306552  {0,2,0}     23    1
10    491    36    37  0.711769  {0,2,0}     37    1
80    498     9    34  0.787947  {0,3,0}     23    1
54    511    96   114  0.127887  {0,2,0}     39    1
30    511    53    54  0.074844  {1,1,0}     20    1
53    516   124   149  0.211215  {0,1,0}     28    1
19    522   207   209  0.722945  {0,1,0}     30    1
99    540    54    55  0.887461  {1,3,0}     31    1
6     549   190   191  0.660862  {0,0,1}     26    1
110   564   135   145  0.235240  {1,1,0}     40    1
50    566   190   192  0.894874  {0,1,0}     35    0
18    568   226   231  0.061304  {0,1,0}     24    1
39    577    94    95  0.442147  {0,1,0}     37    1
93    579   124   149  0.150105  {0,3,0}     26    1
55    592    12    16  0.969017  {1,1,0}     39    1
28    622   212   218  0.346252  {1,0,0}     36    1
44    654   191   193  0.186787  {1,0,0}     34    1
124   654     1     2  0.974157  {1,0,0}     24    1
108   674    27    28  0.879885  {0,3,0}     32    1
119   676   222   225  0.361602  {0,2,0}     28    1
60    678   177   184  0.094588  {0,1,0}     30    1
63    681   242   243  0.265604  {1,1,0}     21    1
4     685   132   134  0.531833  {0,3,0}     34    1
121   690    49    56  0.832877  {1,1,0}     22    1
62    693   178   179  0.135130  {0,1,1}     36    1
1     703   229   230  0.858467  {1,0,0}     30    1
17    704   240   242  0.736783  {0,1,0}     25    1
122   716    96   111  0.742226  {0,2,0}     32    1
87    716     5    23  0.226003  {1,0,0}     20    0
75    727    46    47  0.565595  {1,1,0}     31    1
117   737   210   211  0.568573  {1,0,0}     29    1
96    740    90    95  0.432836  {1,1,0}     40    1
11    741    48    57  0.049250  {0,2,0}     20    0
58    746   231   236  0.897527  {0,1,0}     34    0
5     746    84   100  0.375643  {0,1,1}     36    0
0     749   104   105  0.139261  {1,0,0}     28    1
56    755   156   160  0.015557  {1,1,0}     37    1
12    757    97   126  0.773513  {0,2,0}     35    1
81    812    72    73  0.201228  {0,1,0}     31    0
52    818    36    38  0.212699  {1,0,0}     35    1
111   824   202   203  0.520049  {0,1,0}     33    0
76    828    43    44  0.412580  {0,2,0}     38    1
115   831   158   160  0.463080  {0,3,0}     30    1
13    833    48    49  0.700465  {0,0,1}     38    1
92    837   238   239  0.603803  {0,2,0}     31    1
33    844    66    68  0.655924  {0,0,1}     34    0
120   857    42    43  0.404270  {0,2,0}     37    1
84    863   141   142  0.130068  {0,2,0}     37    1
70    868   100   111  0.699747  {0,1,0}     27    0
45    871   105   107  0.193341  {0,0,1}     26    1
83    888    26    28  0.409088  {0,0,1}     37    0
8     889     6     7  0.788045  {0,1,0}     39    1
123   890   125   149  0.097001  {0,1,0}     34    0
95    895   173   181  0.668932  {1,0,0}     28    1
94    908   102   110  0.449609  {0,1,0}     24    0
27    919     3     4  0.297404  {0,3,0}     23    0
16    920    90    95  0.487408  {1,1,0}     34    1
107   923   215   216  0.100220  {1,0,0}     40    1
36    923   125   126  0.945053  {0,2,0}     36    0
23    926   198   200  0.631275  {0,1,0}     33    1
125   932   228   230  0.367971  {0,2,0}     34    1
7     943   219   220  0.466715  {0,3,0}     32    1
103   944   127   128  0.079365  {1,1,0}     29    1
77    956   118   119  0.227758  {1,1,0}     30    1
69    966    96   114  0.026181  {0,3,0}     21    1
82    972   176   180  0.986150  {1,1,0}     38    1
21    973   138   139  0.823894  {0,2,0}     38    0
64    974    86    87  0.716275  {1,1,0}     21    1
41    987    65    91  0.693480  {1,0,0}     27    1
65    998    41    51  0.776115  {0,0,1}     21    1
42   1000    85    86  0.172169  {1,0,0}     20    1
104  1007   240   241  0.255932  {0,3,0}     39    0
25   1018    50    52  0.199969  {0,3,0}     29    0
61   1019   127   128  0.339029  {0,3,0}     36    0
22   1024    69    70  0.076892  {1,1,0}     21    1
89   1030    32    33  0.944126  {0,1,0}     20    0
48   1033    12    13  0.033805  {0,2,0}     33    1
97   1043   185   192  0.341902  {1,0,0}     34    1
71   1044    36    39  0.361517  {0,1,0}     29    1
14   1057    65    91  0.796709  {0,1,0}     26    0
118  1061    17    22  0.852270  {1,1,0}     22    1
57   1061   129   130  0.428240  {1,1,0}     21    1
109  1081     5    23  0.881193  {1,0,0}     32    1
112  1084   195   196  0.584601  {1,0,0}     34    1
105  1086   177   178  0.671224  {0,1,1}     27    0
68   1099    39    72  0.909290  {0,1,0}     26    0
15   1102    59    71  0.137023  {0,2,0}     35    1
43   1121   108   109  0.298649  {1,0,0}     38    1
47   1139   202   203  0.826797  {0,2,0}     24    0
101  1147   226   231  0.531521  {0,3,0}     37    0
114  1164    82    83  0.064678  {0,1,0}     24    1
66   1169    27    28  0.055387  {0,1,0}     20    1
86   1193    12    16  0.890006  {0,0,1}     33    1
67   1195    62    63  0.371607  {1,2,0}     24    1
51   1199    75    77  0.311424  {0,1,0}     36    0
46   1216   102   103  0.004062  {0,0,1}     20    0
59   1218   105   117  0.063833  {0,1,0}     39    1
37   1222    83    85  0.918385  {0,1,0}     23    1
49   1224   240   242  0.267433  {0,3,0}     39    0
102  1249   162   167  0.171765  {0,2,0}     23    0
90   1252   153   156  0.015168  {0,2,0}     37    1
106  1256    81    84  0.892294  {1,0,0}     38    1
127  1285   135   145  0.680946  {1,1,0}     20    1
40   1311    22    24  0.859498  {1,0,0}     36    1
79   1312    50    53  0.754560  {1,0,0}     28    1
9    1320   213   214  0.737410  {0,1,0}     38    1
72   1323   196   203  0.681295  {0,0,1}     36    0
88   1336   212   218  0.855146  {1,1,0}     40    1
3    1343    77    81  0.769750  {1,1,0}     33    1
78   1363    86    87  0.922447  {0,3,0}     34    0
113  1367    47    64  0.785454  {1,1,0}     39    1
35   1385    80    88  0.528615  {0,1,0}     24    1
98   1389   186   187  0.038912  {0,3,0}     36    1
100  1407   103   113  0.631131  {0,2,0}     20    0
116  1431    49    50  0.907522  {1,0,0}     27    1
