map EGL-G1-C
fac 5 10 {0,29,60,28,90}
hosp 2 {0,210}
n_ALS 6 1 {1:0,1:29,3:60,1:90}
n_BLS 15 1 {4:0,5:29,3:60,3:90}
n_CLS 5 0 {2:0,3:28}
      c_m  head  tail      c_af      c_d  c_tau  c_h
96     17    47    48  0.516089  {1,1,0}     40    0
63     41    26    28  0.411708  {0,1,0}     40    0
69     53   147   148  0.542050  {0,2,0}     28    1
89     80    70    71  0.119357  {1,0,0}     35    1
102    82   204   205  0.870877  {0,2,0}     36    1
6     122    92    93  0.745705  {1,1,0}     20    1
40    124   198   199  0.866451  {0,3,0}     35    1
92    135    39    52  0.165161  {1,0,0}     33    1
124   156    30    33  0.468263  {0,1,1}     29    0
33    236   204   209  0.678553  {0,1,0}     32    1
74    242   207   208  0.803799  {1,0,0}     40    1
64    270   206   207  0.572819  {1,0,0}     40    1
113   285     7    30  0.965448  {1,1,0}     31    1
122   302   164   165  0.598237  {1,0,0}     24    1
22    302   121   122  0.060194  {0,1,0}     40    1
79    337    28    29  0.882100  {0,2,0}     24    1
76    354   125   149  0.286764  {0,1,0}     20    1
95    396    24    25  0.809861  {1,0,0}     20    1
17    421    51    52  0.662378  {0,2,0}     21    0
97    426    10    41  0.937881  {1,1,0}     40    1
47    428   135   136  0.607187  {0,2,0}     23    1
71    452   167   175  0.350932  {0,1,0}     35    0
108   474    29    30  0.863350  {0,1,0}     36    1
15    476   147   148  0.491847  {0,2,0}     21    0
43    486    89    90  0.107894  {0,1,0}     23    1
85    496     9    10  0.358518  {0,2,0}     23    0
34    496   112   113  0.918359  {0,1,0}     36    1
118   515   127   138  0.796118  {1,0,0}     22    1
107   517    81    82  0.376558  {0,2,0}     38    0
38    528   196   197  0.564556  {0,2,0}     35    0
100   528    39    52  0.755642  {1,1,0}     32    1
52    546   144   145  0.492882  {1,1,0}     22    1
70    550    23   149  0.576292  {0,1,0}     40    0
3     557    61    62  0.652332  {0,2,0}     36    1
30    564   184   185  0.208224  {0,3,0}     21    1
53    565     1     2  0.935514  {0,2,0}     32    0
51    576   151   152  0.698903  {0,2,0}     25    1
86    588   156   162  0.980474  {0,1,0}     36    0
44    606     7     8  0.886591  {0,0,1}     35    0
58    622    61    62  0.065644  {0,1,0}     25    1
