map EGL-G2-C
fac 5 10 {0,102,125,131,221}
hosp 1 {0}
n_ALS 6 1 {3:125,1:131,2:221}
n_BLS 16 1 {3:0,4:102,4:125,1:131,4:221}
n_CLS 6 0 {1:0,1:102,1:125,3:131}
      c_m  head  tail      c_af      c_d  c_tau  c_h
9      33    16    18  0.791428  {0,0,1}     40    0
62     47    46    47  0.488078  {0,3,0}     32    0
103    51   163   167  0.768897  {0,1,0}     27    0
60     87    71    73  0.335867  {1,1,0}     27    1
26     88    91    92  0.440525  {1,2,0}     33    1
82    237   237   238  0.542649  {1,1,0}     26    1
97    243    39    40  0.600617  {0,2,0}     31    0
110   244   251   252  0.067411  {0,3,0}     24    0
105   288   226   229  0.691346  {1,1,0}     31    1
67    288   133   134  0.197587  {0,0,1}     34    0
122   296   250   251  0.620108  {0,3,0}     20    0
108   296    35    36  0.909830  {0,3,0}     20    1
55    309   244   245  0.434024  {0,1,1}     22    0
33    312   180   181  0.214926  {0,1,0}     27    0
48    409   220   221  0.759034  {1,0,0}     32    1
64    436   128   129  0.594050  {1,2,0}     23    1
15    450    36    37  0.374329  {0,3,0}     35    1
52    458    16    18  0.298740  {0,2,0}     21    0
65    463   157   163  0.649355  {0,1,0}     29    1
69    513    23   237  0.174504  {0,1,0}     24    0
18    534     3     4  0.308706  {0,2,0}     23    1
99    541   240   242  0.314329  {0,1,1}     21    0
23    568    84    85  0.638526  {0,1,0}     29    1
40    570    50    53  0.081302  {1,1,0}     21    1
116   583   109   110  0.092173  {1,1,0}     28    0
49    607   226   251  0.820677  {0,3,0}     35    1
96    611   249   250  0.161187  {0,3,0}     28    1
47    618    14    15  0.993472  {1,0,0}     22    1
20    624    92    93  0.220348  {0,3,0}     23    1
86    641   237   238  0.760109  {1,0,0}     36    1
31    646   249   250  0.002793  {0,1,0}     30    1
112   647   107   109  0.580159  {1,1,0}     40    1
123   669   201   202  0.342769  {1,0,0}     27    1
57    691   142   143  0.246255  {0,1,0}     27    1
81    694   157   163  0.873159  {0,1,0}     23    1
59    698   245   246  0.576140  {1,0,0}     29    1
42    706    39    73  0.140466  {1,1,0}     24    1
101   708   104   105  0.945245  {0,1,1}     22    1
39    736   184   188  0.533229  {1,1,0}     28    1
11    742    21    35  0.784634  {0,1,1}     26    1
90    749   185   187  0.405782  {1,1,0}     29    0
104   753    29    30  0.711540  {0,3,0}     21    0
115   754   190   191  0.049462  {1,0,0}     35    1
54    754    42    43  0.844776  {0,2,0}     37    1
72    763   253   254  0.592403  {1,0,0}     33    1
44    764   222   223  0.747283  {0,0,1}     36    1
121   777    69    80  0.892796  {0,3,0}     23    0
43    783   233   234  0.223232  {0,3,0}     29    1
25    788    83    84  0.451077  {1,1,0}     29    0
85    793   130   131  0.939868  {1,0,0}     36    1
113   807    48    49  0.101131  {1,0,0}     26    1
32    813   164   165  0.411108  {1,1,0}     22    1
88    822   203   204  0.207883  {0,1,0}     29    0
118   823   216   218  0.187823  {0,3,0}     38    0
7     826   176   177  0.484776  {0,3,0}     38    1
87    828   101   112  0.365101  {1,1,0}     27    1
22    833   231   232  0.435581  {0,1,0}     27    1
50    833   216   218  0.320506  {1,0,0}     39    1
37    842   157   163  0.151827  {0,2,0}     39    1
4     857   106   118  0.505561  {1,1,0}     35    1
1     861   245   246  0.395317  {0,2,0}     37    1
95    867     6     7  0.637716  {0,3,0}     26    1
63    877   228   230  0.759157  {1,0,0}     26    1
75    884   141   142  0.359373  {1,0,0}     31    1
107   888   106   108  0.930150  {0,1,0}     34    1
28    888   236   238  0.430923  {0,1,0}     39    1
74    899   172   173  0.570303  {0,1,1}     38    1
21    900     7     8  0.928503  {1,0,0}     27    1
14    900     3    23  0.363922  {1,1,0}     40    1
100   907     1     2  0.047651  {0,1,1}     29    1
0     909   117   121  0.400033  {0,1,1}     38    0
93    921   221   222  0.852890  {0,3,0}     36    0
94    928   248   249  0.997398  {0,1,0}     37    0
38    941   122   124  0.729994  {1,3,0}     33    1
127   943    38    40  0.883599  {0,1,0}     35    0
12    945    98   127  0.539029  {0,3,0}     36    1
80    968   115   116  0.694691  {0,2,0}     30    1
36    972    99   131  0.204035  {1,1,0}     37    1
73    981   129   130  0.838032  {1,1,0}     35    1
30    983   106   108  0.376533  {0,3,0}     20    0
68    995   104   105  0.289804  {1,1,0}     40    1
16   1003   192   194  0.416486  {0,3,0}     39    0
89   1009   139   140  0.480932  {0,2,0}     23    0
109  1010    69    70  0.130294  {1,0,0}     27    1
71   1045     5    23  0.462772  {1,1,0}     32    0
61   1052   162   163  0.158998  {0,0,1}     21    1
19   1064    93    94  0.424066  {0,2,0}     32    0
58   1065   234   239  0.280202  {0,1,0}     25    0
102  1066   191   195  0.920625  {1,1,0}     28    1
29   1089    97   112  0.057504  {0,2,0}     23    0
53   1090    20    21  0.020422  {1,3,0}     29    1
51   1091   150   151  0.335589  {0,2,0}     35    0
98   1094   145   146  0.603402  {0,0,1}     33    0
70   1096   217   218  0.500423  {0,2,0}     40    1
27   1102   217   219  0.196224  {0,3,0}     29    0
66   1105   105   107  0.296456  {0,1,0}     33    1
114  1118    47    48  0.782082  {0,3,0}     21    0
56   1139    61    62  0.863897  {1,1,0}     30    1
8    1146    72    73  0.580341  {0,1,1}     22    1
84   1171   189   190  0.204342  {0,1,1}     29    0
120  1175   174   189  0.425918  {0,3,0}     36    0
92   1183   192   193  0.702362  {0,2,0}     29    0
124  1220    98   127  0.128407  {1,0,0}     32    1
83   1222   239   243  0.092429  {0,3,0}     28    0
46   1230   239   240  0.705484  {0,2,0}     20    0
111  1232    82    85  0.473369  {0,1,0}     38    0
91   1234   247   248  0.261860  {0,2,0}     28    0
35   1242   145   146  0.930583  {0,1,0}     22    0
17   1245   202   209  0.218323  {1,1,0}     32    1
24   1248   121   155  0.667717  {0,2,0}     28    1
126  1250    76    78  0.043119  {0,0,1}     30    0
5    1255   184   188  0.761160  {0,1,0}     20    1
41   1263   157   161  0.048105  {1,1,0}     22    1
77   1267   170   171  0.424452  {0,2,0}     40    0
3    1282   139   140  0.913366  {0,1,1}     25    0
45   1289    99   100  0.044309  {0,3,0}     20    1
6    1293   213   214  0.596160  {0,1,1}     22    0
13   1296    99   100  0.807190  {0,1,1}     22    0
2    1298   133   134  0.523958  {1,1,0}     32    1
125  1302   111   114  0.216719  {0,3,0}     29    1
117  1310   107   109  0.435195  {0,3,0}     23    0
119  1369    46    47  0.950255  {0,3,0}     31    1
78   1372   145   146  0.174311  {0,1,1}     24    1
76   1390     1    12  0.229858  {1,1,0}     23    1
34   1407   242   243  0.159191  {0,1,1}     29    0
10   1417    48    49  0.547627  {0,2,0}     23    1
79   1420   130   131  0.102588  {0,2,0}     32    0
106  1436     0    21  0.458473  {0,1,0}     33    1
