map EGL-G1-D
fac 5 10 {0,183,241,2,211}
hosp 3 {0,151,130}
n_ALS 7 1 {5:0,1:183,1:211}
n_BLS 16 1 {2:0,2:183,1:241,6:2,5:211}
n_CLS 6 0 {2:0,3:2,1:211}
      c_m  head  tail      c_af      c_d  c_tau  c_h
120    22   178   182  0.627226  {0,2,0}     36    1
117    45    79    80  0.060913  {1,0,0}     32    1
123    56    31    32  0.885210  {0,0,1}     39    1
62     71   204   209  0.045604  {1,0,0}     27    1
77     76   207   208  0.826792  {1,1,0}     26    1
41     94    90    91  0.792813  {0,1,0}     35    0
114   100   127   128  0.341805  {0,3,0}     24    1
84    108    30    33  0.002743  {0,2,0}     38    0
86    112    96   114  0.868687  {0,2,0}     38    0
7     198   163   164  0.771092  {0,2,0}     29    1
76    228   107   108  0.082452  {1,1,0}     28    1
124   265   142   144  0.262153  {1,2,0}     28    1
108   277    18    20  0.044504  {0,1,0}     22    0
55    288    66    67  0.765404  {1,0,0}     26    1
57    290    28    29  0.734702  {0,1,0}     23    0
33    315   155   161  0.899644  {0,1,0}     37    0
2     332    62    63  0.114079  {0,2,0}     31    1
110   361    10    11  0.447277  {0,1,1}     35    1
82    383    84   100  0.351227  {0,3,0}     32    1
21    406    47    64  0.150865  {0,3,0}     34    0
116   443    20    21  0.740606  {0,3,0}     36    1
52    444   219   220  0.939175  {0,0,1}     22    1
39    471    81    82  0.109192  {0,0,1}     39    1
121   502    88    89  0.755346  {0,1,0}     31    1
92    507    65    91  0.139009  {1,0,0}     22    1
51    507   226   231  0.715422  {1,0,0}     23    1
8     509    60    67  0.042844  {0,2,0}     23    0
126   517    65    92  0.254394  {0,3,0}     37    1
14    517   203   210  0.658098  {0,2,0}     33    1
90    519   160   163  0.021627  {0,1,0}     33    0
1     520   111   112  0.349157  {0,2,0}     21    1
109   527   118   119  0.505582  {0,2,0}     29    0
70    536    16    17  0.249472  {0,1,0}     21    0
105   549     7     8  0.262190  {1,0,0}     26    1
118   573    36    37  0.023389  {1,1,0}     36    1
95    574   206   207  0.658815  {0,1,0}     40    0
79    577    53    54  0.422897  {0,0,1}     33    0
72    580   132   134  0.415414  {0,1,1}     35    1
11    586    66    68  0.686804  {1,0,0}     40    0
73    606     4    22  0.912634  {1,0,0}     38    1
18    607   195   196  0.252243  {0,2,0}     25    0
59    617   128   137  0.411078  {1,0,0}     23    1
5     619    45    64  0.510182  {0,2,0}     23    1
22    622   119   169  0.449981  {0,1,0}     26    0
45    668    24    26  0.000388  {1,1,0}     34    1
97    671    39    72  0.673194  {0,0,1}     29    0
104   679   125   149  0.863728  {0,2,0}     32    1
69    681   191   193  0.295933  {0,1,0}     21    1
10    683    78    79  0.849483  {1,0,0}     33    1
98    683    39    72  0.803577  {0,3,0}     27    1
112   707   144   145  0.147599  {0,0,1}     37    0
44    717    98   131  0.090231  {0,1,0}     21    1
102   722   153   157  0.164479  {0,2,0}     39    1
91    728   137   138  0.883155  {0,1,0}     25    1
60    736    27    30  0.965448  {0,0,1}     35    1
23    747    77    81  0.131657  {1,0,0}     37    1
106   752   191   193  0.631435  {0,2,0}     32    1
81    756    39    40  0.101420  {1,0,0}     40    1
65    765   225   226  0.058163  {0,1,0}     40    0
16    768   199   201  0.895225  {0,2,0}     21    0
28    770   198   200  0.690823  {0,0,1}     22    1
42    779    31    38  0.025868  {0,2,0}     28    1
32    782    42    43  0.368174  {1,0,0}     29    1
119   784   191   193  0.315534  {0,2,0}     31    1
83    789    43    44  0.488560  {0,0,1}     25    0
101   791    36    37  0.596942  {0,3,0}     29    1
34    803   124   151  0.791501  {1,1,0}     40    1
9     804    37    74  0.376303  {1,1,0}     40    1
36    810    66    68  0.089928  {0,2,0}     23    0
67    811   119   161  0.087358  {0,2,0}     34    1
63    822     3     4  0.882693  {0,2,0}     35    1
26    823    73    75  0.915234  {0,1,0}     22    1
94    826   176   179  0.422847  {0,2,0}     32    1
58    831   108   109  0.966607  {0,3,0}     27    1
75    855   163   168  0.323610  {0,1,0}     33    1
113   859   108   109  0.666011  {0,2,0}     37    0
74    872    82    83  0.686987  {0,3,0}     20    1
47    889   104   105  0.927245  {0,3,0}     29    1
29    895   161   162  0.460926  {0,1,0}     37    0
48    903    11    42  0.492217  {0,1,0}     22    0
6     926    89    91  0.936418  {1,1,0}     29    1
61    928   246   247  0.611829  {0,3,0}     36    1
4     938    94    95  0.931307  {1,1,0}     33    1
85    949    26    28  0.119533  {1,1,0}     20    1
46    982   121   123  0.554948  {1,0,0}     24    1
40    986   134   135  0.402950  {0,1,0}     30    0
111   991   241   242  0.197035  {0,1,0}     24    1
89    998   175   176  0.865512  {1,0,0}     26    1
38   1007    66    67  0.866508  {0,3,0}     23    1
54   1010   196   197  0.679772  {0,2,0}     37    0
17   1034    96   111  0.435147  {0,0,1}     29    0
96   1049   206   207  0.525875  {0,1,0}     22    0
68   1052    53    54  0.049707  {1,1,0}     27    1
15   1054   144   145  0.004218  {0,1,0}     30    0
49   1055   135   136  0.350013  {0,2,0}     35    0
24   1065   156   162  0.531914  {1,0,0}     25    0
20   1093    30    33  0.242412  {1,0,0}     30    1
88   1096   163   168  0.973366  {0,1,0}     32    0
53   1102   102   110  0.125792  {0,1,0}     25    1
66   1111    75    76  0.041423  {1,0,0}     22    0
50   1133    28    29  0.711643  {0,2,0}     34    1
71   1139   178   179  0.594489  {0,1,0}     22    1
25   1148   112   114  0.528097  {0,1,0}     28    0
80   1157   199   201  0.852555  {1,0,0}     22    1
30   1158   190   191  0.381057  {1,1,0}     21    1
12   1158   151   154  0.566732  {1,0,0}     31    0
115  1158   149   150  0.376142  {0,3,0}     31    0
56   1175   211   212  0.998214  {1,1,0}     31    1
37   1185   144   147  0.187697  {0,1,0}     35    1
31   1194    61    62  0.295039  {0,0,1}     25    0
3    1201   139   141  0.739024  {0,2,0}     37    0
43   1202    32    34  0.010455  {0,2,0}     40    1
87   1204   213   216  0.943781  {1,1,0}     23    1
27   1204    60    67  0.344472  {1,2,0}     32    1
93   1212   222   225  0.429255  {0,1,0}     28    1
78   1212   210   211  0.826303  {0,1,1}     24    0
100  1227   210   212  0.292878  {0,2,0}     22    1
125  1231   110   113  0.569716  {1,1,0}     30    1
99   1242   176   180  0.066055  {0,2,0}     23    0
13   1244    71    72  0.449327  {0,1,0}     34    1
103  1256   122   123  0.051789  {1,0,0}     25    1
35   1258    68    79  0.086948  {0,1,0}     39    0
19   1262    67    68  0.692322  {0,1,0}     28    1
64   1284   210   211  0.345166  {0,1,1}     27    1
127  1313   178   182  0.065173  {0,2,0}     30    0
0    1376   124   151  0.453020  {0,3,0}     33    1
122  1382   213   214  0.280147  {1,1,0}     34    1
107  1395   242   245  0.783111  {0,1,0}     37    0
