map EGL-G1-E
fac 5 10 {0,1,117,23,47}
hosp 1 {0}
n_ALS 5 1 {2:0,3:23}
n_BLS 24 1 {6:0,5:1,3:117,7:23,3:47}
n_CLS 5 0 {1:0,1:1,3:47}
      c_m  head  tail      c_af      c_d  c_tau  c_h
54     26    12    16  0.040374  {0,2,0}     40    1
112    42   207   208  0.076533  {0,3,0}     31    1
96     51    70    71  0.722359  {0,1,0}     27    0
111    73   158   160  0.345311  {1,0,0}     23    1
9     147   129   130  0.528499  {0,2,0}     29    1
33    180   116   118  0.840895  {1,1,0}     35    1
58    183    42    43  0.499863  {0,2,0}     26    1
59    209   228   230  0.227300  {0,1,0}     29    0
98    213    83    85  0.185301  {0,1,0}     35    0
39    239    85    86  0.393741  {0,2,0}     22    0
27    255    75    76  0.952460  {1,3,0}     23    1
25    274    77    78  0.440229  {0,1,0}     21    1
79    289   206   207  0.152517  {1,1,0}     29    1
75    306   117   118  0.400096  {0,1,0}     26    1
94    308   190   192  0.267710  {0,0,1}     39    1
121   375    45    46  0.148692  {0,1,1}     29    1
126   382    77    78  0.789651  {0,1,0}     23    0
109   412   100   101  0.983725  {1,3,0}     26    1
90    443   161   162  0.838841  {0,1,0}     24    1
40    456    55    56  0.404511  {1,1,0}     37    1
8     463   151   152  0.442201  {1,0,0}     37    0
55    463    19    25  0.499957  {0,2,0}     24    1
30    476   105   107  0.093528  {1,1,0}     31    1
66    480     1    12  0.066516  {0,1,0}     30    0
125   490    63    64  0.946745  {1,1,0}     31    1
10    492   141   142  0.427443  {0,2,0}     34    0
85    497    31    32  0.339687  {0,3,0}     23    0
19    504    36    39  0.299418  {0,3,0}     34    1
16    517   222   223  0.027815  {0,2,0}     25    1
124   518   156   160  0.402206  {0,2,0}     28    0
14    518   202   204  0.989330  {0,1,0}     33    1
87    525    68    69  0.647455  {1,0,0}     27    1
89    528   103   113  0.955748  {0,1,1}     23    1
62    558   163   164  0.719934  {1,1,0}     32    1
32    560   240   241  0.183514  {0,1,0}     36    0
26    580     5     6  0.642141  {1,1,0}     39    1
47    594    30    33  0.778228  {0,1,0}     40    0
116   605   116   120  0.085551  {0,1,0}     40    0
29    612   126   127  0.171481  {0,1,0}     35    0
61    619     7    30  0.651017  {0,1,0}     28    0
70    634   212   243  0.776213  {0,2,0}     32    1
86    637   155   156  0.582077  {0,2,0}     27    0
73    652   160   163  0.710682  {0,0,1}     26    0
37    675   228   230  0.184734  {0,3,0}     23    0
31    676    80    88  0.136796  {0,2,0}     20    0
11    688   135   145  0.678580  {0,0,1}     21    0
13    697    23   149  0.190609  {0,1,0}     40    1
88    727    80    88  0.655607  {0,1,0}     20    1
127   756    91    92  0.152781  {0,1,0}     23    0
97    763     6     7  0.764458  {0,2,0}     24    1
38    775    69    78  0.994048  {1,1,0}     36    1
117   788    48    57  0.734487  {1,0,0}     32    1
3     789    27    28  0.831965  {0,2,0}     38    0
56    795   108   109  0.272079  {1,0,0}     34    1
84    820   222   225  0.949458  {0,3,0}     29    1
43    826   190   191  0.076706  {0,1,0}     21    0
51    847    97   126  0.743862  {0,1,1}     34    0
53    865   223   224  0.225161  {1,1,0}     34    1
52    870    10    41  0.534576  {1,0,0}     34    1
102   871    68    69  0.111724  {1,1,0}     34    1
72    872    23   229  0.454173  {0,3,0}     40    1
4     879    50    52  0.018138  {0,1,0}     30    1
83    886   171   172  0.788488  {0,2,0}     23    1
22    888   106   108  0.678285  {0,1,0}     31    1
82    891    54    58  0.935462  {0,1,0}     31    1
15    892    50    51  0.856555  {0,2,0}     20    0
104   896    32    33  0.029830  {1,0,0}     36    1
42    910   195   196  0.293485  {0,0,1}     25    1
28    918    23   170  0.224867  {0,2,0}     36    1
108   926   213   216  0.770665  {0,2,0}     37    0
