map EGL-G1-D
fac 5 10 {0,29,212,128,174}
hosp 3 {0,114,23}
n_ALS 6 1 {2:212,2:128,2:174}
n_BLS 25 1 {1:0,7:29,7:212,6:128,4:174}
n_CLS 6 0 {1:0,2:29,1:212,2:128}
      c_m  head  tail      c_af      c_d  c_tau  c_h
110    18   150   151  0.209749  {0,1,0}     38    1
76     50   115   122  0.972431  {0,3,0}     23    0
41     53    65    92  0.954021  {1,1,0}     37    1
42    106    41    51  0.049181  {0,3,0}     20    1
12    193    65    92  0.623598  {0,1,0}     28    1
94    206   114   115  0.713240  {0,0,1}     39    0
53    289   115   122  0.928557  {1,1,0}     32    1
93    292   195   196  0.317635  {1,0,0}     25    1
102   331    16    18  0.593945  {0,1,0}     31    1
44    341   195   196  0.506481  {0,3,0}     33    1
19    355     8    33  0.473182  {1,0,0}     39    1
20    364   163   168  0.452649  {0,1,0}     20    0
6     377   117   118  0.928788  {1,0,0}     24    1
88    385   186   187  0.302319  {0,1,0}     35    0
105   398   119   161  0.427621  {0,3,0}     26    0
16    427   102   103  0.462278  {0,3,0}     27    1
51    446    89    91  0.885284  {0,2,0}     25    1
13    456    96   114  0.501436  {1,1,0}     23    1
112   465   114   115  0.883978  {0,2,0}     28    0
67    480   175   176  0.882291  {0,1,0}     23    0
8     491   222   223  0.953735  {1,1,0}     37    1
69    492   160   164  0.615743  {0,3,0}     26    1
109   498   241   242  0.084242  {0,2,0}     20    0
108   512   222   223  0.424221  {0,2,0}     31    1
35    515    51    52  0.185072  {0,0,1}     22    1
56    522    63    64  0.832399  {0,3,0}     32    1
7     522    53    54  0.601109  {0,1,0}     38    1
30    557   228   230  0.337747  {0,1,0}     36    0
119   563   114   115  0.654692  {1,1,0}     39    1
116   571    45    46  0.424239  {0,1,1}     39    1
48    573    23    86  0.580415  {0,1,0}     30    1
18    581   195   196  0.810990  {0,3,0}     22    1
62    586    71    72  0.356913  {1,1,0}     37    1
27    604    17    22  0.977595  {0,0,1}     30    1
91    615   166   167  0.445438  {0,1,0}     25    1
52    618    50    52  0.460677  {0,1,0}     35    0
43    626   156   162  0.461870  {1,1,0}     25    1
87    630    31    32  0.373270  {1,1,0}     21    1
126   633    85    86  0.313323  {0,2,0}     24    1
75    637     6     7  0.593637  {0,0,1}     36    1
58    640   154   155  0.763259  {0,1,1}     33    1
50    659   118   119  0.146897  {0,1,0}     25    0
46    680   190   191  0.092712  {0,3,0}     35    0
92    708   115   122  0.203723  {0,1,0}     33    1
68    715    10    11  0.045780  {0,0,1}     39    1
31    717   190   191  0.206592  {0,2,0}     28    0
22    718   243   244  0.485099  {0,2,0}     34    1
55    719    47    64  0.401024  {1,0,0}     35    1
98    721    35    36  0.969959  {0,2,0}     38    0
37    739   213   216  0.958744  {1,3,0}     39    1
83    758   135   136  0.504557  {0,3,0}     29    1
32    768    79    80  0.624336  {1,0,0}     40    1
71    772   225   226  0.870431  {0,2,0}     37    0
79    781   108   109  0.454011  {0,1,0}     22    1
39    789   125   126  0.097574  {1,0,0}     38    1
73    789    96    97  0.556461  {1,1,0}     24    1
26    792   165   174  0.145533  {1,0,0}     35    1
54    793   153   156  0.918079  {1,0,0}     29    1
59    800   121   122  0.254551  {0,1,0}     36    0
0     811    86    87  0.471654  {0,1,1}     20    1
40    815   222   225  0.222534  {1,1,0}     34    1
100   815   160   163  0.461638  {1,0,0}     32    1
24    825   108   109  0.025433  {1,0,0}     40    1
38    839    19    20  0.014690  {0,3,0}     28    1
115   849   137   138  0.443044  {0,3,0}     33    1
60    860   127   128  0.927329  {0,2,0}     29    0
25    876   167   175  0.379169  {0,1,0}     25    0
64    892   246   247  0.079752  {0,1,0}     35    1
28    906   226   227  0.722720  {1,1,0}     39    1
113   917   197   198  0.341667  {0,3,0}     35    0
4     919   237   240  0.143911  {0,1,0}     23    1
23    931    89    91  0.223173  {0,2,0}     30    1
70    952    36    39  0.345847  {0,1,0}     22    1
103   964   165   177  0.669111  {1,0,0}     29    1
5     967   238   239  0.122920  {0,1,0}     30    0
82    977   141   142  0.300306  {0,3,0}     32    1
123   986   164   165  0.776367  {0,2,0}     30    0
17   1011   169   173  0.085668  {0,3,0}     35    0
3    1020   170   171  0.228293  {1,0,0}     30    1
14   1027   163   168  0.805662  {0,2,0}     23    1
120  1027   245   246  0.703672  {0,2,0}     39    0
57   1054   134   146  0.852620  {1,1,0}     36    1
36   1060   139   141  0.141627  {1,0,0}     27    1
117  1062   228   230  0.382534  {0,1,0}     33    0
34   1075   163   164  0.697991  {1,1,0}     39    1
122  1100    94    95  0.523295  {0,2,0}     33    1
65   1101   240   241  0.002984  {0,3,0}     27    1
90   1108   106   108  0.908760  {1,1,0}     23    1
72   1110    79    80  0.690170  {1,1,0}     35    1
84   1124    97   126  0.546639  {1,0,0}     20    1
104  1124    57    61  0.841917  {0,2,0}     32    1
10   1129    68    79  0.019931  {1,0,0}     22    1
124  1131   131   132  0.353483  {1,1,0}     39    1
45   1131    80    88  0.488402  {0,1,0}     23    0
106  1137   129   130  0.783790  {1,1,0}     28    1
9    1137    39    52  0.015214  {0,3,0}     23    1
97   1146    41    51  0.126106  {0,1,0}     23    1
80   1159   120   121  0.790116  {0,1,0}     35    0
96   1165   165   174  0.297553  {0,2,0}     40    0
125  1168   127   138  0.812063  {0,3,0}     31    1
78   1180   178   183  0.768044  {0,0,1}     39    1
107  1182   165   177  0.164168  {0,0,1}     24    1
15   1194    56    57  0.326777  {1,1,0}     20    1
111  1206     3     4  0.316143  {0,1,0}     21    1
85   1213    15    17  0.452735  {1,1,0}     38    1
81   1215    92    93  0.046210  {0,3,0}     28    1
95   1215    18    20  0.345539  {1,0,0}     31    1
89   1251   219   220  0.431481  {0,2,0}     31    1
77   1253   190   191  0.898906  {1,2,0}     35    1
11   1254    77    81  0.152522  {0,1,0}     33    0
114  1257   238   239  0.604482  {0,3,0}     33    0
86   1258    34    41  0.380527  {0,1,1}     32    1
121  1259    89    91  0.466185  {0,1,0}     28    1
101  1260   179   180  0.224307  {0,2,0}     30    1
2    1260   177   184  0.520917  {0,1,0}     23    0
66   1279   194   195  0.492982  {0,3,0}     30    0
1    1302    56    57  0.251681  {0,3,0}     32    0
127  1310    96   114  0.908468  {0,0,1}     40    1
29   1335   225   226  0.988379  {0,2,0}     32    1
49   1338   129   136  0.599539  {1,1,0}     22    1
47   1339   128   137  0.494049  {1,3,0}     21    1
33   1342   130   131  0.159059  {0,0,1}     40    0
118  1354   234   236  0.453319  {0,2,0}     28    1
99   1369    24    26  0.066821  {1,1,0}     25    0
61   1373   142   144  0.159920  {0,3,0}     30    1
21   1383     5    23  0.518520  {0,3,0}     32    0
74   1398    53    55  0.585901  {1,1,0}     27    1
63   1404   129   130  0.868075  {0,0,1}     37    1
