map EGL-G1-D
fac 5 10 {0,79,222,98,84}
hosp 2 {0,138}
n_ALS 5 1 {1:0,3:222,1:98}
n_BLS 24 1 {4:0,5:79,3:222,4:98,8:84}
n_CLS 8 0 {1:0,1:79,4:222,1:98,1:84}
      c_m  head  tail      c_af      c_d  c_tau  c_h
90     17    71    72  0.058410  {0,3,0}     26    1
122    57   122   123  0.690604  {1,0,0}     21    0
97     82    11    42  0.315039  {1,1,0}     28    1
60    162   140   141  0.559297  {1,1,0}     25    1
42    200   246   247  0.619087  {1,1,0}     36    1
127   246   175   176  0.939133  {0,3,0}     40    0
121   439   115   122  0.718601  {1,0,0}     26    1
117   459    18    20  0.961768  {1,0,0}     22    1
106   474     4     5  0.741066  {1,2,0}     38    1
13    487    84   100  0.834694  {0,2,0}     34    1
86    489    45    46  0.959872  {0,3,0}     40    1
101   490   222   223  0.660569  {1,0,0}     30    1
124   528   157   158  0.907881  {0,2,0}     20    1
15    552   190   191  0.589314  {0,1,0}     26    0
126   557   212   218  0.745858  {0,3,0}     26    1
43    559    91    92  0.686781  {0,1,0}     21    1
50    562   245   246  0.569834  {0,0,1}     22    1
18    578   206   207  0.966303  {0,3,0}     24    0
10    584    69    78  0.746868  {0,1,1}     26    0
94    584   158   160  0.971007  {0,1,0}     37    1
16    586   199   201  0.482908  {0,0,1}     20    1
53    594   100   111  0.349789  {0,2,0}     31    0
103   595   124   151  0.018502  {0,2,0}     23    1
39    595    50    51  0.390478  {0,1,0}     22    0
55    596    29    30  0.838407  {0,3,0}     26    1
14    600   155   161  0.014760  {0,1,0}     28    0
109   610   116   118  0.841682  {0,2,0}     36    1
114   611   141   142  0.865241  {1,0,0}     32    1
20    613   142   144  0.657792  {1,0,0}     23    1
61    618   122   123  0.585168  {0,1,0}     34    0
57    622   129   136  0.316090  {0,1,0}     21    1
83    637   190   191  0.182464  {0,2,0}     21    1
75    642   163   164  0.678867  {0,1,0}     23    1
47    645   237   240  0.457880  {0,1,0}     22    0
111   651   225   227  0.076430  {0,2,0}     36    0
115   651    82    83  0.268826  {1,3,0}     32    1
76    652   244   248  0.454692  {1,0,0}     36    1
54    665   174   176  0.885516  {0,1,0}     27    1
26    684    35    36  0.980195  {1,1,0}     23    1
27    694   242   245  0.672409  {1,1,0}     34    1
29    700    88    96  0.448086  {1,1,0}     21    1
45    704   147   148  0.379637  {0,2,0}     39    1
72    706    10    11  0.927772  {0,2,0}     33    1
2     707    49    56  0.258824  {0,3,0}     40    0
9     708   125   126  0.121606  {0,1,0}     22    0
92    732     8     9  0.967002  {1,1,0}     31    1
33    745     6    27  0.830628  {0,2,0}     22    1
69    747   190   192  0.962746  {0,1,0}     31    1
56    750   177   184  0.931231  {0,3,0}     24    1
82    764    19    20  0.017660  {0,1,0}     22    0
108   774    94    95  0.541415  {0,2,0}     24    0
113   780   160   163  0.395086  {0,2,0}     27    1
17    795    94    98  0.601214  {0,2,0}     32    1
84    797   123   124  0.862220  {0,1,0}     28    1
30    807   175   176  0.410901  {0,1,0}     40    0
8     810   227   228  0.401424  {0,1,0}     35    0
40    813    25    26  0.121179  {0,2,0}     37    0
67    817   124   125  0.059849  {0,3,0}     22    0
95    825   225   227  0.285097  {1,0,0}     22    1
11    833    55    56  0.865155  {0,2,0}     25    0
48    835   190   192  0.097011  {0,0,1}     20    0
52    844   160   163  0.032654  {0,2,0}     32    1
12    847    41    51  0.961036  {1,0,0}     36    1
105   850   144   145  0.585386  {1,0,0}     35    1
37    862    50    53  0.905382  {1,1,0}     30    1
28    867   188   189  0.728086  {0,1,0}     30    1
68    874   173   181  0.899636  {1,1,0}     30    1
