map EGL-G2-B
fac 5 10 {0,101,215,68,166}
hosp 2 {0,31}
n_ALS 6 1 {2:0,2:68,2:166}
n_BLS 18 1 {3:0,3:101,8:215,2:68,2:166}
n_CLS 6 0 {3:0,2:215,1:68}
      c_m  head  tail      c_af      c_d  c_tau  c_h
24     13    50    52  0.765328  {0,1,0}     26    0
39     30    10    41  0.468133  {0,2,0}     37    1
69     35     5     6  0.578558  {0,1,1}     36    1
126    44   191   195  0.375122  {0,2,0}     30    0
6      50   249   250  0.995663  {0,2,0}     35    0
114    50    37    75  0.349449  {0,3,0}     32    0
119    52    50    52  0.728532  {0,1,0}     38    1
86     80    53    54  0.386127  {1,0,0}     21    1
115    90    29    30  0.367979  {0,1,0}     40    1
80    103   233   254  0.340965  {1,1,0}     25    1
3     111    90    91  0.350460  {0,2,0}     38    0
19    118   107   108  0.893258  {0,2,0}     21    1
76    141   233   254  0.763705  {0,2,0}     38    1
36    168     3     4  0.185806  {0,2,0}     20    1
22    174   210   215  0.572406  {0,2,0}     23    1
127   208   162   163  0.107868  {0,1,0}     38    1
7     314    67    68  0.893605  {1,1,0}     32    1
67    316    91    92  0.143702  {1,0,0}     35    1
91    328    34    41  0.770784  {0,0,1}     22    0
78    364   199   200  0.773131  {0,1,0}     24    1
121   394   219   220  0.364628  {0,1,0}     21    1
102   441   216   217  0.437732  {0,2,0}     30    1
29    445    99   100  0.798892  {0,2,0}     34    0
92    456    24    26  0.966715  {0,1,1}     36    1
101   469    45    64  0.241317  {0,3,0}     40    0
45    489   179   184  0.301403  {0,1,1}     23    1
123   490   195   196  0.229105  {0,2,0}     31    0
109   492   140   142  0.232641  {0,1,0}     34    0
66    528   145   148  0.877780  {0,1,0}     33    0
104   530   116   117  0.749934  {0,1,0}     35    1
53    531   156   157  0.944287  {0,2,0}     25    1
110   535    76    77  0.867324  {0,2,0}     21    0
47    547     5     6  0.173638  {0,2,0}     36    0
111   555     7     8  0.630498  {0,1,1}     31    1
113   557   107   108  0.440717  {0,3,0}     24    1
85    562   249   252  0.978416  {1,0,0}     37    1
117   571   218   225  0.099066  {0,1,0}     27    0
48    578   211   212  0.266099  {0,2,0}     29    1
89    588   126   150  0.595685  {0,1,0}     40    0
