map EGL-G1-B
fac 5 10 {0,154,23,3,122}
hosp 1 {0}
n_ALS 7 1 {5:3,2:122}
n_BLS 22 1 {4:0,7:154,4:23,2:3,5:122}
n_CLS 8 0 {3:154,2:23,3:3}
      c_m  head  tail      c_af      c_d  c_tau  c_h
82      5    42    43  0.881940  {1,1,0}     40    1
54     12   106   108  0.628175  {0,1,0}     32    0
63    112    17    19  0.099691  {0,2,0}     38    0
11    148   138   139  0.016286  {0,1,1}     36    1
37    180    84   100  0.723600  {0,1,1}     20    1
43    202   141   142  0.065160  {1,0,0}     23    1
0     255    98   130  0.788287  {0,2,0}     31    0
35    269    95    97  0.716876  {1,0,0}     37    1
107   299    68    69  0.612514  {0,1,1}     28    1
97    308   124   151  0.397016  {0,3,0}     29    1
71    324   147   148  0.421350  {0,1,0}     35    1
67    347    29    31  0.458104  {0,2,0}     27    1
96    374    84   100  0.671650  {0,1,0}     29    0
17    385    12    13  0.048530  {0,3,0}     22    1
10    387    90    91  0.437894  {0,2,0}     31    1
2     403     5     6  0.669772  {0,2,0}     21    0
110   413   164   165  0.227288  {0,1,0}     28    1
20    426   135   145  0.108575  {0,3,0}     39    1
116   430    65    91  0.455086  {1,0,0}     39    1
66    445     5    26  0.947837  {0,2,0}     35    1
85    458    31    32  0.570751  {0,1,1}     32    0
39    482    51    52  0.484112  {0,3,0}     24    1
89    504   106   107  0.348989  {0,3,0}     39    0
31    504    62    63  0.672990  {0,1,0}     38    1
38    511   106   108  0.849230  {1,0,0}     30    1
77    514    18    20  0.498034  {0,2,0}     34    1
27    539   198   200  0.607358  {0,2,0}     40    0
126   605    98   130  0.765975  {0,3,0}     29    1
65    620   135   145  0.127902  {0,3,0}     26    0
92    631    88    96  0.567457  {0,1,0}     22    1
106   631    75    77  0.937863  {0,3,0}     22    1
112   633   232   233  0.504539  {1,1,0}     36    1
42    638     9    10  0.144266  {0,2,0}     35    1
59    639    41    51  0.104166  {0,1,1}     35    0
88    653    80    88  0.812488  {1,0,0}     40    1
79    658   103   113  0.064091  {0,1,0}     26    1
8     672   120   121  0.875628  {0,3,0}     28    1
28    689    61    62  0.823176  {0,2,0}     32    0
16    690    20    21  0.205320  {0,3,0}     39    1
6     708   149   150  0.306980  {0,1,0}     27    0
95    721    59    71  0.607348  {0,3,0}     37    0
18    721   228   230  0.937400  {0,1,0}     25    1
36    722   176   180  0.012798  {0,2,0}     27    0
125   733    70    71  0.612764  {1,2,0}     26    1
24    735   157   158  0.773457  {0,2,0}     26    0
62    758   157   159  0.906512  {0,2,0}     35    1
53    774   216   217  0.148362  {1,1,0}     36    1
32    786   125   126  0.599175  {1,1,0}     22    1
76    788   144   147  0.492083  {0,2,0}     29    0
70    795    82    83  0.995082  {1,1,0}     26    1
60    799     4     5  0.635374  {0,3,0}     27    1
5     805   244   248  0.070656  {0,3,0}     32    1
48    807   228   230  0.644241  {0,3,0}     37    0
45    809   245   246  0.022267  {0,1,0}     37    1
29    812   173   181  0.532273  {0,1,0}     28    0
124   814   176   180  0.349907  {0,1,0}     20    0
50    821    16    18  0.670836  {0,0,1}     37    1
108   823   169   170  0.128506  {0,3,0}     37    1
87    847   199   202  0.036589  {0,1,0}     39    0
123   848     6    27  0.371869  {0,0,1}     21    0
69    849   102   110  0.167195  {0,1,0}     24    1
74    849   100   101  0.231061  {0,0,1}     27    1
99    853   244   248  0.222351  {0,2,0}     27    0
49    861    78    79  0.747567  {0,2,0}     32    1
93    863   112   113  0.658818  {1,0,0}     24    1
41    868    24    26  0.562321  {0,1,0}     26    0
105   879   155   161  0.463081  {0,2,0}     35    1
12    880    29    31  0.029074  {0,3,0}     29    0
68    893   156   162  0.026075  {0,3,0}     30    1
64    912    81    84  0.194833  {1,0,0}     40    1
21    917    62    63  0.509408  {0,3,0}     28    0
121   924    59    71  0.680601  {0,1,0}     33    1
102   927    82    83  0.931853  {0,3,0}     20    1
114   932    48    57  0.220956  {0,1,1}     23    1
1     932   106   107  0.992833  {0,2,0}     36    0
127   935   207   209  0.481582  {0,1,0}     28    1
103   937   190   192  0.438883  {1,1,0}     21    1
7     938    77    81  0.817355  {0,2,0}     28    1
72    938    12    13  0.706562  {1,1,0}     34    1
26    945    43    46  0.699554  {1,1,0}     21    1
81    968    82    83  0.946802  {1,1,0}     33    1
4     973   112   113  0.420254  {0,0,1}     26    1
94    976   216   217  0.518968  {1,3,0}     30    1
56    989    83    84  0.803276  {1,0,0}     34    1
80    990   150   152  0.621421  {1,0,0}     30    1
91   1008    65    92  0.622553  {1,0,0}     36    1
40   1015    17    22  0.746056  {0,1,0}     33    1
57   1043   193   194  0.284806  {0,1,0}     20    0
19   1053    75    77  0.705781  {0,3,0}     38    1
46   1058   127   138  0.002003  {1,0,0}     33    1
113  1064   231   236  0.052058  {0,2,0}     28    1
