map EGL-G1-C
fac 5 10 {0,162,199,50,182}
hosp 2 {0,192}
n_ALS 5 1 {1:0,3:162,1:182}
n_BLS 17 1 {4:0,1:162,2:199,5:50,5:182}
n_CLS 10 0 {2:0,2:162,1:199,1:50,4:182}
      c_m  head  tail      c_af      c_d  c_tau  c_h
50     16    14    15  0.554372  {0,2,0}     24    0
12     87   223   224  0.155396  {1,2,0}     38    1
37    222    28    29  0.081770  {0,1,0}     35    1
21    265   122   123  0.766581  {0,0,1}     30    1
119   281    92    93  0.971107  {1,0,0}     29    1
34    328   210   212  0.649395  {1,0,0}     32    1
57    345   127   128  0.444991  {1,0,0}     37    1
67    363    63    64  0.249946  {0,2,0}     30    1
98    377   234   235  0.776209  {1,0,0}     21    1
32    382   131   132  0.861747  {0,1,0}     33    0
54    396   178   183  0.167492  {0,2,0}     35    0
69    430    24    26  0.383473  {0,1,0}     35    0
43    444   207   209  0.070760  {0,0,1}     26    1
14    448   173   181  0.216397  {0,2,0}     29    0
23    455   101   102  0.811889  {0,1,0}     40    1
72    456   106   108  0.183070  {0,0,1}     27    0
107   470    20    21  0.596157  {0,2,0}     23    1
126   475   141   142  0.088505  {0,1,0}     23    1
38    488   190   192  0.870508  {0,2,0}     32    1
28    537   123   124  0.325856  {0,0,1}     25    0
82    553    47    64  0.178369  {1,0,0}     23    1
60    559   216   217  0.009543  {0,3,0}     35    1
115   574    16    18  0.222731  {0,2,0}     36    1
5     577   242   243  0.412281  {0,1,0}     25    0
45    586     3     4  0.476464  {0,1,1}     24    1
30    597    61    62  0.963845  {0,3,0}     33    0
77    599   135   145  0.385762  {0,3,0}     32    1
63    599   246   248  0.210669  {0,1,0}     28    1
118   606   102   103  0.115127  {0,1,0}     26    0
39    620   119   169  0.479878  {0,3,0}     26    1
73    621   144   147  0.776554  {0,1,1}     39    0
80    622     8    33  0.261344  {0,3,0}     35    0
47    628   242   245  0.171282  {0,1,0}     37    0
78    639   117   118  0.343761  {1,1,0}     27    1
97    640   185   192  0.073359  {1,1,0}     25    1
108   643    96    97  0.646872  {0,2,0}     22    0
125   652   229   230  0.869447  {0,3,0}     26    1
27    654   207   208  0.055012  {0,1,0}     26    0
44    659    69    78  0.016673  {0,2,0}     35    1
103   663    97   126  0.764315  {1,0,0}     20    1
6     663   198   200  0.536957  {0,0,1}     21    1
83    664    31    38  0.824735  {0,2,0}     36    1
36    681   149   150  0.139865  {0,2,0}     37    1
59    686    89    91  0.343851  {0,1,0}     21    1
91    694   104   106  0.039135  {1,1,0}     29    1
121   699   196   203  0.131097  {0,2,0}     38    0
79    707    68    69  0.408592  {0,2,0}     40    1
85    710    50    52  0.597550  {0,3,0}     27    1
100   712   213   214  0.984194  {1,1,0}     29    1
111   715   210   212  0.339728  {0,2,0}     39    1
90    733   135   145  0.507527  {0,1,1}     21    1
84    736    37    74  0.483068  {0,2,0}     35    0
117   757     3    23  0.163987  {1,0,0}     34    1
62    781   142   144  0.324727  {0,1,0}     30    1
114   793   185   186  0.756070  {0,2,0}     38    0
55    793    67    68  0.110693  {1,0,0}     29    1
116   806   198   199  0.943841  {0,3,0}     34    0
94    806   195   197  0.264398  {0,3,0}     30    0
25    808   121   122  0.733425  {0,1,0}     29    1
122   812   202   204  0.687350  {0,3,0}     27    0
2     814   175   176  0.259905  {1,0,0}     34    1
106   815    29    30  0.136968  {0,1,0}     40    0
53    821   105   117  0.095803  {1,3,0}     35    1
81    825   192   193  0.572538  {1,1,0}     34    1
113   830   116   118  0.639275  {1,3,0}     35    1
99    834    92    93  0.441966  {0,2,0}     31    0
127   838    12    13  0.879204  {0,2,0}     32    0
9     838   216   217  0.685241  {0,1,0}     30    1
19    844   238   239  0.147385  {0,3,0}     28    0
52    860   135   136  0.827132  {0,1,0}     26    0
96    861   219   220  0.667653  {1,0,0}     32    1
35    874   232   234  0.947125  {0,0,1}     33    1
11    889    10    41  0.605019  {0,2,0}     27    0
51    901    36    37  0.245972  {0,3,0}     37    0
42    903   126   127  0.708448  {1,3,0}     26    1
46    914   193   194  0.852966  {0,3,0}     30    0
1     917   189   190  0.940565  {0,2,0}     37    1
22    919   211   213  0.980486  {1,0,0}     23    1
4     919    68    69  0.638866  {0,2,0}     24    0
87    935   211   212  0.183719  {1,0,0}     31    1
31    939   177   178  0.346993  {1,0,0}     39    1
68    957    81    82  0.102866  {0,1,0}     28    0
64    972    12    16  0.390616  {0,3,0}     20    1
33    995   213   216  0.400978  {0,1,1}     37    0
76   1001   104   106  0.239122  {0,2,0}     37    1
49   1005   158   160  0.604654  {1,1,0}     34    1
70   1006    77    81  0.752461  {0,2,0}     37    1
29   1007   135   145  0.153727  {0,3,0}     40    1
48   1017   237   238  0.073903  {1,0,0}     31    1
58   1019   149   150  0.565321  {0,1,0}     32    1
93   1028   228   229  0.265578  {1,0,0}     34    1
40   1029   207   209  0.256645  {0,1,0}     38    1
15   1046   193   194  0.342428  {0,3,0}     22    1
75   1054    36    37  0.810213  {0,1,0}     38    1
124  1054   127   128  0.150187  {0,1,0}     27    1
17   1055   164   165  0.230228  {1,1,0}     22    1
86   1055    30    33  0.589314  {0,1,0}     38    1
18   1057   137   138  0.012029  {0,3,0}     22    0
