map EGL-G2-E
fac 5 10 {0,167,97,140,144}
hosp 2 {0,97}
n_ALS 8 1 {2:0,5:97,1:140}
n_BLS 23 1 {3:0,2:167,5:97,8:140,5:144}
n_CLS 7 0 {1:0,3:167,1:140,2:144}
      c_m  head  tail      c_af      c_d  c_tau  c_h
120    70    31    32  0.689116  {1,1,0}     39    1
92     87   170   174  0.968542  {1,1,0}     27    1
64    100     1     2  0.014729  {0,3,0}     32    1
88    106    39    40  0.535820  {0,1,0}     31    0
95    149   107   108  0.865512  {1,1,0}     26    1
62    156   180   181  0.117662  {0,1,0}     22    0
52    166    48    57  0.442283  {0,1,0}     27    0
46    180   157   163  0.304916  {1,1,0}     34    1
51    205    66    92  0.816001  {1,0,0}     30    1
29    239   136   137  0.393927  {0,2,0}     26    1
11    243   143   145  0.712063  {0,2,0}     27    1
16    256    31    32  0.565907  {1,1,0}     37    1
110   259     3     4  0.790949  {0,2,0}     38    1
108   317   141   150  0.460508  {0,3,0}     36    1
31    352    97    98  0.672999  {1,0,0}     29    1
85    353    94    95  0.941596  {0,1,0}     25    0
41    353    21    35  0.787242  {0,2,0}     39    1
81    360   240   241  0.985667  {0,3,0}     28    0
14    360   216   218  0.668900  {0,0,1}     39    0
94    372   206   207  0.319425  {1,1,0}     37    1
111   414    65    66  0.899846  {0,0,1}     37    0
0     442   166   167  0.050821  {0,1,1}     28    0
38    444    97    98  0.414402  {0,1,0}     32    1
19    487   216   217  0.862801  {0,3,0}     30    0
66    492    16    18  0.766399  {0,2,0}     25    1
1     496   113   114  0.543019  {1,0,0}     24    1
32    505   127   128  0.522965  {1,0,0}     26    1
124   507    14    15  0.063831  {0,2,0}     28    1
22    512   206   207  0.019202  {0,2,0}     22    1
71    518   143   144  0.815293  {0,2,0}     21    1
5     530   217   218  0.804361  {0,3,0}     25    1
59    530   251   254  0.637285  {0,2,0}     22    0
113   552   128   129  0.799397  {0,3,0}     29    0
2     571   193   194  0.468153  {0,0,1}     39    1
72    574   125   150  0.557097  {0,1,1}     32    0
