map EGL-G2-E
fac 5 10 {0,119,43,72,118}
hosp 3 {0,85,224}
n_ALS 8 1 {1:0,4:119,1:43,1:72,1:118}
n_BLS 15 1 {3:119,5:43,6:72,1:118}
n_CLS 9 0 {3:119,2:43,2:72,2:118}
      c_m  head  tail      c_af      c_d  c_tau  c_h
67     24    72    73  0.181976  {0,2,0}     39    1
94     24   193   246  0.502831  {0,2,0}     38    1
89     25   217   219  0.085531  {0,1,0}     24    0
34     43   161   164  0.395151  {1,0,0}     33    1
56     98   246   247  0.701340  {0,2,0}     26    0
75    106   125   150  0.818046  {0,0,1}     31    0
65    155    28    29  0.044471  {0,1,1}     40    1
109   172    66    67  0.889925  {1,0,0}     34    0
66    196   156   157  0.317077  {1,0,0}     36    1
53    220    72    73  0.028526  {1,1,0}     39    1
96    232    36    38  0.701962  {0,2,0}     20    1
5     256   246   247  0.956620  {0,3,0}     31    1
19    280   127   128  0.462349  {1,0,0}     25    1
45    300   236   238  0.317227  {1,0,0}     28    1
36    307    76    78  0.616061  {0,1,0}     27    1
119   353   126   127  0.060401  {0,0,1}     28    0
46    363   231   232  0.864688  {1,0,0}     34    1
21    371     6    27  0.641813  {1,0,0}     35    1
116   395    29    31  0.983148  {1,1,0}     40    1
80    429     7    30  0.217735  {0,1,0}     30    0
30    436   151   152  0.431148  {1,1,0}     20    1
27    444   251   254  0.878893  {0,1,1}     24    1
17    486    70    79  0.221873  {0,1,0}     38    0
41    490   145   146  0.235401  {1,0,0}     32    1
3     493   170   174  0.845980  {0,1,0}     39    1
84    496   143   144  0.322959  {0,2,0}     34    1
87    509   185   186  0.776209  {0,1,0}     31    1
114   514   216   218  0.332564  {0,3,0}     27    0
127   537   127   128  0.643373  {0,1,0}     37    1
79    550    40    41  0.396305  {1,0,0}     33    1
82    558    43    44  0.794402  {0,1,0}     32    1
61    559    45    46  0.096182  {0,3,0}     38    1
105   566    24    25  0.261594  {0,0,1}     24    1
60    567    17    19  0.842080  {1,1,0}     30    1
22    575   133   134  0.344169  {0,3,0}     32    1
124   579   130   137  0.218299  {1,1,0}     21    1
11    581    97   115  0.409099  {0,3,0}     26    0
16    606   247   248  0.594294  {0,3,0}     37    1
10    632   234   235  0.924948  {0,1,0}     40    0
76    638   219   220  0.530253  {1,1,0}     33    1
81    641     6     7  0.714494  {0,2,0}     35    1
59    641   171   172  0.590567  {0,2,0}     22    1
14    642    61    62  0.567644  {0,0,1}     27    0
113   653   163   167  0.340577  {0,2,0}     36    1
107   654    58    59  0.916922  {0,2,0}     24    0
126   657    51    52  0.495757  {0,1,0}     27    0
62    671    19    25  0.115957  {1,1,0}     37    1
24    676   228   230  0.328906  {0,1,0}     23    1
112   679   152   153  0.012265  {0,1,0}     25    0
102   683   105   107  0.849419  {0,2,0}     37    0
92    695     2    14  0.447580  {0,3,0}     38    1
52    696   205   208  0.980068  {1,0,0}     25    1
25    704   179   183  0.831113  {1,0,0}     28    1
85    711    47    48  0.848693  {1,0,0}     39    1
35    716   201   202  0.799360  {0,2,0}     26    1
42    719    60    68  0.481776  {0,2,0}     38    0
28    723    49    56  0.519789  {0,2,0}     36    0
2     730    53    54  0.434354  {0,2,0}     30    0
125   735   186   198  0.182663  {0,2,0}     27    1
115   749   115   116  0.546645  {1,1,0}     26    1
39    760    96    98  0.327290  {0,0,1}     22    1
12    760   178   179  0.640356  {1,0,0}     35    1
123   765     7     8  0.697505  {0,3,0}     37    1
74    771   226   229  0.703934  {1,1,0}     33    1
9     785   236   238  0.807706  {0,1,0}     25    1
44    795   117   118  0.569737  {1,2,0}     20    1
90    800   126   127  0.317821  {0,1,0}     28    1
64    803   101   102  0.736857  {0,2,0}     38    1
8     810   226   229  0.448796  {1,0,0}     26    1
93    825   204   205  0.639072  {1,1,0}     23    1
37    867   251   252  0.637484  {1,0,0}     33    1
68    898   104   114  0.457719  {1,0,0}     35    1
97    913    60    68  0.722138  {1,0,0}     34    1
72    914    63    65  0.282624  {0,2,0}     34    0
111   928    76    78  0.959671  {0,0,1}     33    1
122   942     8     9  0.964608  {0,0,1}     29    0
20    947   159   161  0.667324  {1,1,0}     26    1
91    954    97   112  0.686131  {0,1,0}     25    1
23    960   220   221  0.090310  {0,1,1}     20    1
57    966   197   199  0.185018  {0,2,0}     40    1
69    990   203   204  0.620882  {0,0,1}     20    1
106  1000   234   235  0.033648  {1,2,0}     30    1
7    1004   252   253  0.011405  {1,0,0}     40    1
18   1014    87    88  0.424164  {0,2,0}     24    1
98   1018    46    47  0.565829  {1,0,0}     36    1
55   1020   172   173  0.211316  {0,3,0}     35    0
6    1027   197   200  0.330357  {1,0,0}     33    1
95   1030   213   215  0.919440  {0,1,0}     21    1
101  1046   227   233  0.903051  {0,2,0}     25    0
13   1052    20    21  0.495658  {1,0,0}     25    1
49   1055   185   187  0.900686  {1,0,0}     23    1
73   1058   122   124  0.584977  {0,1,0}     28    0
15   1068   118   119  0.605157  {0,1,1}     20    1
47   1091   209   216  0.906308  {1,1,0}     27    1
71   1094   164   165  0.755446  {0,3,0}     40    1
78   1109   126   127  0.867625  {0,3,0}     22    1
100  1110   123   124  0.529228  {0,0,1}     25    1
88   1115   245   246  0.506583  {1,0,0}     31    1
117  1118   155   156  0.865711  {1,0,0}     30    1
83   1126   122   124  0.626068  {0,1,0}     30    0
0    1138   116   123  0.180176  {0,3,0}     27    0
43   1142   105   106  0.611961  {0,2,0}     33    1
118  1162     2     3  0.068428  {1,0,0}     20    1
33   1176   253   254  0.527046  {1,1,0}     40    1
108  1186   213   215  0.430681  {1,1,0}     33    1
103  1187    56    57  0.386437  {0,2,0}     22    0
120  1190    73    74  0.045364  {1,0,0}     20    1
86   1194    55    56  0.666349  {0,2,0}     34    0
32   1214   191   195  0.288745  {1,1,0}     33    1
31   1218   184   188  0.554786  {0,1,0}     39    1
38   1239   170   174  0.253205  {0,3,0}     38    1
29   1245    63    65  0.858453  {0,2,0}     36    1
121  1245    71    72  0.963161  {1,1,0}     39    1
58   1251    53    54  0.675319  {0,2,0}     36    0
4    1252   170   171  0.521228  {0,3,0}     36    0
63   1253   109   110  0.959910  {0,2,0}     30    1
70   1271   245   247  0.894232  {1,1,0}     36    1
40   1275   171   172  0.051894  {1,1,0}     32    1
104  1281   194   242  0.918208  {0,3,0}     22    0
51   1307    23   171  0.596226  {1,0,0}     31    1
110  1310    76    78  0.081209  {0,2,0}     24    1
77   1321   204   205  0.401364  {0,1,0}     38    1
1    1344    31    38  0.940604  {0,2,0}     22    0
48   1346   140   141  0.492376  {0,1,0}     28    0
26   1363   117   119  0.073996  {1,1,0}     38    1
99   1381   185   187  0.053057  {0,2,0}     31    1
54   1408    50    51  0.845602  {0,1,0}     26    0
50   1424    19    25  0.624928  {1,2,0}     36    1
